N	2gram	Losev_Vesc_1	FransuaR
1	и в	21	29
2	таким образом	8	20
3	и не	29	16
4	в этой	3	13
5	и все	5	13
6	но в	5	12
7	как и	8	12
8	на части	1	12
9	в этом	4	11
10	так и	3	11
11	то же	6	10
12	мы уже	3	10
13	не только	36	10
14	в то	3	10
15	как мы	4	10
16	все эти	3	9
17	и с	8	9
18	его в	2	9
19	в конце	2	9
20	вовсе не	10	9
21	но и	18	9
22	и его	2	8
23	в его	2	8
24	прежде всего	9	8
25	как бы	12	8
26	мы видели	1	7
27	в том	8	7
28	так как	7	7
29	еще и	8	7
30	так же	1	7
31	в сущности	4	6
32	но он	2	6
33	из них	4	6
34	это и	6	5
35	что это	13	5
36	в нем	2	5
37	он и	1	5
38	в своей	5	5
39	и о	3	5
40	это не	5	5
41	поэтому и	1	5
42	у него	2	5
43	далеко не	1	5
44	сказать что	17	5
45	и по	1	5
46	того же	5	5
47	также и	6	4
48	связана с	1	4
49	на самом	1	4
50	и есть	26	4
51	в которой	1	4
52	еще не	8	4
53	с его	1	4
54	конце концов	2	4
55	точки зрения	5	4
56	этот образ	1	4
57	тела и	1	4
58	в результате	3	4
59	жизнь и	1	4
60	что он	1	4
61	конечно не	1	4
62	руки и	2	4
63	тем что	2	4
64	с другой	6	4
65	но это	10	4
66	все это	5	4
67	один из	3	4
68	перед нами	2	4
69	то что	27	4
70	есть и	4	4
71	жизни и	2	4
72	по преимуществу	2	3
73	той же	2	3
74	и здесь	4	3
75	что образ	2	3
76	в ней	12	3
77	в чем	6	3
78	как к	4	3
79	в своем	6	3
80	и как	8	3
81	более или	1	3
82	то в	4	3
83	в себе	14	3
84	при этом	1	3
85	всех этих	1	3
86	и вот	2	3
87	для того	2	3
88	подобно тому	4	3
89	а затем	2	3
90	том что	8	3
91	или менее	1	3
92	образом и	1	3
93	и ноги	2	3
94	почти все	2	3
95	того чтобы	3	3
96	вот это	1	3
97	в разных	4	3
98	по своей	2	3
99	конечно и	1	3
100	с ее	6	3
101	в ее	7	3
102	в дальнейшем	1	3
103	что у	5	3
104	имеется в	1	3
105	к нему	1	3
106	все время	1	3
107	того что	8	3
108	с ними	3	3
109	и так	1	3
110	в качестве	1	3
111	же и	1	3
112	и их	7	3
113	мы можем	4	3
114	не случайно	2	3
115	и даже	6	3
116	превращается в	1	3
117	границы между	1	3
118	тому как	4	3
119	все же	4	3
120	что значит	8	3
121	у них	1	3
122	мы видим	2	3
123	тот же	3	3
124	другой стороны	2	3
125	в частности	1	3
126	и то	10	2
127	с таким	1	2
128	то время	1	2
129	которое не	1	2
130	в виду	2	2
131	на их	2	2
132	в различных	1	2
133	с одной	3	2
134	но не	5	2
135	если в	1	2
136	что они	6	2
137	кроме того	4	2
138	хотя и	4	2
139	и наконец	1	2
140	и к	1	2
141	раз в	1	2
142	что каждая	1	2
143	на этом	2	2
144	в основу	1	2
145	это конечно	1	2
146	может быть	16	2
147	и мы	1	2
148	и дает	1	2
149	в жизни	3	2
150	ни в	1	2
151	со своими	1	2
152	в один	1	2
153	не мог	1	2
154	в этих	1	2
155	бы на	1	2
156	в котором	3	2
157	с точки	3	2
158	не столько	1	2
159	что я	24	2
160	их в	3	2
161	у вас	1	2
162	его эпохи	1	2
163	дело в	4	2
164	но она	3	2
165	но только	3	2
166	никогда не	2	2
167	исторического процесса	1	2
168	уже и	1	2
169	как будто	1	2
170	у меня	3	2
171	с полной	4	2
172	к тому	3	2
173	о том	6	2
174	и это	14	2
175	на нем	1	2
176	же не	1	2
177	в себя	13	2
178	же деле	1	2
179	или в	2	2
180	времени и	1	2
181	было в	1	2
182	сам он	1	2
183	о природе	1	2
184	поэтому в	1	2
185	быть может	1	2
186	с ним	8	2
187	тех кто	2	2
188	на этой	1	2
189	другими словами	5	2
190	но мы	1	2
191	а также	1	2
192	то он	1	2
193	себя в	10	2
194	это ни	1	2
195	есть в	1	2
196	уже не	9	2
197	и у	3	2
198	уже в	1	2
199	его и	2	2
200	ни с	6	2
201	как раз	9	2
202	самом же	1	2
203	даже и	4	2
204	в особенности	1	2
205	со стороны	5	2
206	живой и	2	2
207	где они	1	2
208	именно в	1	2
209	к которому	1	2
210	но оно	1	2
211	нужно сказать	1	2
212	одной стороны	3	2
213	не на	1	2
214	в слове	2	2
215	он становится	1	2
216	когда же	1	2
217	что из	2	2
218	стороны в	1	2
219	где эта	1	2
220	сравнение с	1	2
221	о чем	1	2
222	в той	3	2
223	да и	3	2
224	вокруг себя	1	2
225	между прочим	3	2
226	и для	9	2
227	формы и	1	2
228	в основе	3	2
229	жизни в	1	2
230	между ними	3	2
231	от всех	4	2
232	не может	17	2
233	но этот	1	2
234	раза в	1	2
235	из этого	1	2
236	на свет	1	2
237	только в	14	2
238	и другие	1	2
239	в своих	1	2
240	и эта	3	2
241	это в	1	2
242	к этому	1	2
243	с новыми	1	1
244	себя как	2	1
245	ту же	2	1
246	же как	1	1
247	сказали что	1	1
248	с кем	1	1
249	силы и	1	1
250	в чисто	1	1
251	из самых	2	1
252	нем нет	1	1
253	из его	2	1
254	что эти	1	1
255	должна быть	4	1
256	появлению и	1	1
257	в самом	9	1
258	и этот	2	1
259	же образ	1	1
260	также есть	1	1
261	и тут	3	1
262	человека и	1	1
263	время как	1	1
264	не вполне	2	1
265	и такой	1	1
266	это отношение	1	1
267	но даже	3	1
268	и самой	1	1
269	своему смыслу	1	1
270	кто же	1	1
271	и он	1	1
272	момент в	6	1
273	полной ясностью	1	1
274	проявляет себя	1	1
275	цвет и	1	1
276	во имя	1	1
277	бы мы	1	1
278	самом деле	4	1
279	видели что	1	1
280	а тем	1	1
281	явлений и	1	1
282	же она	1	1
283	не все	1	1
284	в общем	1	1
285	отношение к	1	1
286	отличие от	1	1
287	тут же	2	1
288	нет и	1	1
289	относится к	5	1
290	и вес	1	1
291	совершенно реальны	1	1
292	и выражения	2	1
293	его на	1	1
294	в постоянном	1	1
295	с этим	3	1
296	чем мы	3	1
297	стороны и	2	1
298	имманентно самой	1	1
299	кто не	3	1
300	самом начале	1	1
301	и реального	2	1
302	бы и	5	1
303	все прочее	1	1
304	думать что	1	1
305	он думает	1	1
306	всего к	1	1
307	разные по	1	1
308	только на	3	1
309	только один	2	1
310	тому же	1	1
311	ее как	2	1
312	их здесь	1	1
313	на то	4	1
314	смыслом и	3	1
315	и если	2	1
316	главным образом	1	1
317	силой и	1	1
318	момента в	1	1
319	не значит	7	1
320	к одному	3	1
321	ведь не	3	1
322	прочим и	2	1
323	в силу	3	1
324	чтобы их	1	1
325	или иных	1	1
326	что она	15	1
327	одно и	5	1
328	здесь мы	1	1
329	они должны	1	1
330	значение в	1	1
331	конечно в	1	1
332	об этом	3	1
333	что мне	2	1
334	и чтобы	1	1
335	анализ природы	1	1
336	знает что	2	1
337	это было	1	1
338	к природе	1	1
339	не одна	1	1
340	не простое	1	1
341	мне это	1	1
342	только о	1	1
343	о характере	1	1
344	них получилось	1	1
345	уже был	1	1
346	тут что-нибудь	1	1
347	в данном	5	1
348	как другие	1	1
349	на этот	1	1
350	мы не	6	1
351	о которой	2	1
352	и тогда	1	1
353	и того	2	1
354	одного и	1	1
355	что такое	12	1
356	нас не	1	1
357	и без	3	1
358	вообще нельзя	1	1
359	в отношении	4	1
360	то его	1	1
361	у того	1	1
362	в отличие	1	1
363	мысли и	3	1
364	нельзя было	4	1
365	страха и	1	1
366	в россии	2	1
367	как от	1	1
368	уже сказали	1	1
369	пока в	1	1
370	людей между	1	1
371	в аспекте	1	1
372	и вся	1	1
373	раз и	1	1
374	можно ли	7	1
375	с необычайной	1	1
376	нечто вроде	1	1
377	что эта	1	1
378	и такого	1	1
379	дело не	2	1
380	говорить о	6	1
381	в самых	1	1
382	чем не	2	1
383	следовательно и	1	1
384	ничего не	3	1
385	связанное с	1	1
386	и весь	1	1
387	как она	4	1
388	то уж	1	1
389	это понимание	1	1
390	видим что	1	1
391	встречаем здесь	1	1
392	во всем	1	1
393	потому что	16	1
394	этом отношении	1	1
395	и делает	2	1
396	ему в	1	1
397	что на	2	1
398	от того	3	1
399	у нас	7	1
400	уже с	1	1
401	и оно	3	1
402	мы встречаем	1	1
403	в духе	1	1
404	теперь когда	1	1
405	что все	2	1
406	которого я	1	1
407	понимает и	1	1
408	же самое	1	1
409	сходство с	1	1
410	к данной	2	1
411	они и	1	1
412	оно рождает	1	1
413	в полной	1	1
414	утверждать что	1	1
415	обычно в	1	1
416	ни даже	1	1
417	не будет	12	1
418	и образ	3	1
419	свою очередь	4	1
420	ведь они	1	1
421	данном случае	2	1
422	и от	3	1
423	нечто и	1	1
424	так в	1	1
425	природе своей	1	1
426	можно было	2	1
427	по природе	1	1
428	не смогут	1	1
429	она была	2	1
430	подойти к	1	1
431	здесь опять	1	1
432	если бы	5	1
433	о котором	1	1
434	этом небольшом	1	1
435	находится в	3	1
436	ярче всего	1	1
437	только и	2	1
438	из основных	1	1
439	не существовало	1	1
440	ее не	2	1
441	но к	1	1
442	в самой	2	1
443	и что	15	1
444	что каждый	1	1
445	можно сказать	6	1
446	как наиболее	1	1
447	нас в	3	1
448	и во	3	1
449	которой мы	1	1
450	судить о	4	1
451	и всякая	1	1
452	что и	3	1
453	я вижу	2	1
454	вполне и	1	1
455	еще более	2	1
456	них в	1	1
457	вообще и	4	1
458	где происходит	1	1
459	и она	1	1
460	вообще в	1	1
461	в него	1	1
462	в современной	1	1
463	тех пор	1	1
464	быть и	1	1
465	но с	2	1
466	в вопросе	1	1
467	будто бы	1	1
468	целом с	1	1
469	несколько подробнее	1	1
470	же типа	1	1
471	исторической действительности	1	1
472	и ее	18	1
473	со всеми	1	1
474	для всех	1	1
475	если уж	1	1
476	как нечто	2	1
477	действительность так	1	1
478	прямо в	1	1
479	в виде	1	1
480	него и	1	1
481	на этих	1	1
482	при помощи	2	1
483	конечно нет	2	1
484	к своим	1	1
485	на столе	2	1
486	мы знаем	1	1
487	для него	4	1
488	оказывается вовсе	1	1
489	мы находим	2	1
490	в одном	2	1
491	у нее	1	1
492	образом что	1	1
493	ее со	3	1
494	в это	1	1
495	со всем	5	1
496	до сих	1	1
497	и самая	1	1
498	чем он	1	1
499	а с	3	1
500	мы еще	2	1
501	чтобы я	1	1
502	говорит о	1	1
503	смысла и	5	1
504	и опять	1	1
505	а наоборот	1	1
506	когда этот	1	1
507	с которым	1	1
508	было сказано	1	1
509	они как	2	1
510	что мы	14	1
511	ближе к	1	1
512	нами как	1	1
513	xviii в	1	1
514	к его	1	1
515	который бы	1	1
516	и потому	5	1
517	независимо от	5	1
518	получилось нечто	1	1
519	а следовательно	2	1
520	к самому	1	1
521	как существенный	1	1
522	она есть	8	1
523	и вид	1	1
524	части в	1	1
525	с тех	1	1
526	мы даем	1	1
527	в отдельности	4	1
528	из этой	1	1
529	в первой	2	1
530	есть тот	2	1
531	как начало	1	1
532	и самых	1	1
533	и духовного	1	1
534	с этой	4	1
535	для тех	3	1
536	слова и	5	1
537	никто никогда	1	1
538	нечто совершенно	1	1
539	сих пор	1	1
540	это выражение	2	1
541	образом действительности	1	1
542	рот нос	1	1
543	думают что	4	1
544	тех или	5	1
545	в более	1	1
546	это новое	1	1
547	не знаем	2	1
548	оно и	4	1
549	же по	1	1
550	думает что	1	1
551	которая в	1	1
552	тот кто	1	1
553	для нас	2	1
554	но когда	1	1
555	в третьем	1	1
556	его отвлеченная	1	1
557	она так	1	1
558	от всего	12	1
559	в свете	7	1
560	только что	2	1
561	я же	1	1
562	не дает	1	1
563	выражение это	1	1
564	в свою	4	1
565	состоит из	1	1
566	равно как	2	1
567	необходимо поэтому	1	1
568	многочисленных форм	1	1
569	не отвлеченная	1	1
570	на это	4	1
571	в действительности	7	1
572	со всей	2	1
573	что в	9	1
574	а я	1	1
575	всего этого	1	1
576	все что	1	1
