N	3gram	Tiupa_Hudo_1	FransuaR
1	в том числе	2	10
2	том числе и	1	7
3	в том что	7	6
4	в той или	2	5
5	той или иной	4	5
6	в отличие от	7	4
7	или иной форме	1	4
8	с точки зрения	3	3
9	так и не	4	3
10	и прежде всего	1	3
11	и др в	1	2
12	не входит в	1	2
13	в основе своей	1	2
14	в основе его	1	2
15	с одной стороны	2	2
16	и в том	1	2
17	в значительной степени	1	2
18	в области литературы	1	2
19	можно сказать что	3	1
20	однако и в	1	1
21	по своей природе	2	1
22	в узком значении	2	1
23	по отношению к	9	1
24	к которому впервые	1	1
25	имеем в виду	3	1
26	в настоящее время	1	1
27	именно эта сторона	1	1
28	том что он	1	1
29	так и его	1	1
30	во всей своей	1	1
31	можно говорить о	1	1
32	встречаемся с ним	1	1
33	при этом что	1	1
34	карнавал переживаемый в	1	1
35	языка но и	1	1
36	с самим собой	1	1
37	говорит в частности	1	1
38	то или иное	1	1
39	на время в	1	1
40	то есть его	1	1
41	как раз в	1	1
42	до известной степени	2	1
43	в особенности в	1	1
44	в самом начале	1	1
45	можно даже сказать	1	1
46	тех или иных	2	1
47	одиночку с острым	1	1
48	контакт между всеми	1	1
49	в известном смысле	1	1
50	того что не	1	1
51	бы карнавал переживаемый	1	1
52	до того времени	1	1
53	не могут быть	1	1
54	переживаемый в одиночку	1	1
55	за пределы всего	1	1
56	отношений между людьми	1	1
57	в связи с	1	1
58	между всеми людьми	1	1
59	с другой стороны	5	1
60	как бы в	1	1
61	не может быть	3	1
62	по ту сторону	1	1
63	и его эстетической	1	1
64	то же время	5	1
65	как бы карнавал	1	1
66	человека с его	1	1
67	имея в виду	1	1
68	фамильярный контакт между	1	1
69	начало и конец	2	1
70	во внешнем мире	1	1
71	в одиночку с	1	1
72	нет в его	1	1
73	именно потому что	1	1
74	он еще не	1	1
75	мы имеем в	3	1
76	бы они ни	1	1
77	для того чтобы	2	1
78	друг от друга	1	1
79	в глаза в	1	1
80	в то же	5	1
81	мы встречаемся с	1	1
82	в отношении к	1	1
83	в узком и	1	1
84	вольный фамильярный контакт	1	1
85	все то что	1	1
86	и такие специфические	1	1
87	мы нигде не	1	1
88	к тому же	1	1
89	этой своей отъединенности	1	1
