N	3gram	Vinokur_Ku_1	Myshleni
1	с точки зрения	9	21
2	для того чтобы	15	18
3	в этом случае	2	14
4	в том что	15	13
5	так же как	1	7
6	к тому что	2	6
7	по отношению к	8	5
8	свое выражение в	1	5
9	с одной стороны	1	5
10	этой точки зрения	2	4
11	в самом деле	7	4
12	с этой точки	1	4
13	вместе с тем	3	4
14	не может быть	3	4
15	заключается в том	2	4
16	о том что	5	4
17	и тем самым	1	4
18	на то что	2	4
19	только потому что	6	3
20	состоит в том	3	3
21	в том и	2	3
22	до сих пор	4	3
23	в этом отношении	5	3
24	в собственном смысле	1	3
25	это делается в	1	3
26	одно и то	1	3
27	в первом случае	1	3
28	смысле этого слова	1	3
29	и то же	1	3
30	тем не менее	4	3
31	во втором случае	1	3
32	в устной речи	1	3
33	или тем что	1	3
34	содержат в себе	1	3
35	том что она	1	2
36	потому что он	1	2
37	лишь в той	1	2
38	в какой мере	1	2
39	на самом деле	2	2
40	том что он	4	2
41	речи можно сказать	1	2
42	в отличие от	1	2
43	в большинстве случаев	1	2
44	в сущности говоря	1	2
45	в той мере	5	2
46	для себя и	1	2
47	точно так же	1	2
48	что в этом	1	2
49	ни в какой	1	2
50	едва ли не	1	2
51	и вместе с	1	2
52	мере в какой	5	2
53	нужно было бы	2	2
54	в свою очередь	3	2
55	друг от друга	1	2
56	именно в силу	1	2
57	той мере в	5	2
58	таким образом в	1	2
59	по сравнению со	1	2
60	чтобы уяснить себе	1	2
61	должны были бы	1	1
62	таким образом если	1	1
63	что иное как	1	1
64	в этой фразе	1	1
65	в нем с	1	1
66	в силу этого	1	1
67	точки зрения как	1	1
68	если таким образом	1	1
69	очевидно что в	1	1
70	как только мы	1	1
71	в его речи	1	1
72	из других областей	1	1
73	тем что ему	1	1
74	так что в	1	1
75	того чтобы в	1	1
76	никак не может	1	1
77	в соответствии с	3	1
78	в этом смысле	3	1
79	в силу того	2	1
80	в живой речи	1	1
81	потому что не	2	1
82	только в том	3	1
83	что с точки	1	1
84	в зависимости от	5	1
85	есть в сущности	1	1
86	в первую очередь	2	1
87	вследствие того что	1	1
88	как раз и	1	1
89	по аналогии с	1	1
90	легко убедиться что	1	1
91	можно было бы	3	1
92	речи так как	1	1
93	на следующем примере	1	1
94	что все это	1	1
95	из той же	1	1
96	и ничего не	1	1
97	в целом и	2	1
98	не только в	1	1
99	того же рода	1	1
100	том что если	1	1
101	у нас на	1	1
102	не понятое его	1	1
103	в одно и	1	1
104	в письменной речи	1	1
105	во всех этих	1	1
106	на первых порах	1	1
107	с другой стороны	6	1
108	бы в нашем	1	1
109	прежде всего на	1	1
110	не годится для	1	1
111	в таком понимании	1	1
112	точки зрения грамматической	1	1
113	само по себе	1	1
114	она все же	1	1
115	он несет на	1	1
116	как бы часть	1	1
117	не может возникнуть	1	1
118	во всяком случае	5	1
119	только о том	1	1
120	вместо того чтобы	1	1
121	потому что они	1	1
122	что несмотря на	1	1
123	силу того что	2	1
124	так и в	2	1
125	несет на себе	1	1
126	той или иной	1	1
127	внимание на то	2	1
128	данный момент в	1	1
129	того что он	1	1
130	точки зрения законов	1	1
131	после того как	1	1
132	факты из области	1	1
133	то же слово	1	1
134	не что иное	1	1
135	но все же	2	1
136	в то же	2	1
137	того как мы	1	1
138	что целый ряд	1	1
139	того факта что	1	1
140	что и в	1	1
141	только тогда когда	1	1
