N	3gram	Tiupa_Anal_3	FransuaR
1	в том что	7	6
2	в той или	1	5
3	той или иной	3	5
4	до сих пор	1	4
5	в отличие от	2	4
6	то есть в	1	4
7	это уже не	1	3
8	с точки зрения	2	3
9	в этом отношении	3	3
10	в применении к	1	3
11	так и не	5	3
12	и прежде всего	2	3
13	к себе самому	1	2
14	дело в том	2	2
15	на самом деле	1	2
16	на этот вопрос	1	2
17	в основе своей	1	2
18	с одной стороны	2	2
19	в свое время	2	2
20	у шекспира и	1	2
21	в значительной степени	2	2
22	так и в	1	2
23	как бы ни	1	2
24	и т.п все	1	2
25	в большинстве случаев	1	2
26	и т.п в	1	2
27	можно сказать что	2	1
28	однако и в	1	1
29	по своей природе	1	1
30	и может быть	1	1
31	а между тем	1	1
32	в частности и	1	1
33	он так и	1	1
34	по отношению к	7	1
35	к которому впервые	1	1
36	одно из самых	1	1
37	в самом деле	1	1
38	здесь явственно обнаруживается	1	1
39	том что он	2	1
40	так и его	2	1
41	всяком случае не	1	1
42	они принадлежат к	1	1
43	в дальнейшем мы	1	1
44	умения отрешиться от	1	1
45	при этом что	1	1
46	но как бы	1	1
47	и здесь мы	1	1
48	но дело в	1	1
49	как раз в	1	1
50	до известной степени	3	1
51	в самом начале	1	1
52	отношению к миру	1	1
53	в известном смысле	1	1
54	между тем в	1	1
55	не могут быть	1	1
56	в связи с	1	1
57	так и на	1	1
58	во всяком случае	2	1
59	с другой стороны	5	1
60	как бы в	1	1
61	не может быть	1	1
62	приобщение к жизни	1	1
63	по ту сторону	1	1
64	произведения но и	1	1
65	и его эстетической	1	1
66	то же время	3	1
67	это по преимуществу	1	1
68	свое отражение в	1	1
69	нет в его	1	1
70	в одном из	1	1
71	и так сказать	1	1
72	как нам кажется	2	1
73	в себя и	1	1
74	именно потому что	1	1
75	они как бы	1	1
76	для того чтобы	1	1
77	друг от друга	1	1
78	в частности с	1	1
79	в то же	3	1
80	и новое рождение	1	1
81	в сущности не	1	1
82	не только в	1	1
83	во многих отношениях	1	1
84	к тому же	3	1
85	но еще и	1	1
86	по преимуществу ночной	1	1
