N	2gram	Medvedev_V_1	RusskieA
1	и в	26	36
2	не только	25	22
3	том что	8	19
4	что в	10	19
5	а н	1	18
6	в том	15	17
7	т е	18	17
8	но и	10	16
9	во время	3	14
10	и другие	1	13
11	п в	3	13
12	в этом	26	12
13	и т	23	10
14	это не	7	10
15	как и	7	10
16	как мы	1	10
17	вместе с	7	10
18	потому что	1	10
19	т д	14	9
20	об этом	9	9
21	а в	3	9
22	и по	3	8
23	с тем	3	8
24	у нас	2	8
25	о том	10	8
26	один из	5	8
27	из них	9	8
28	может быть	22	8
29	как это	12	8
30	е в	2	8
31	что они	3	7
32	так и	5	7
33	между тем	5	7
34	что и	3	7
35	и других	1	7
36	в виде	1	6
37	так например	2	6
38	таким образом	31	6
39	не имеет	1	6
40	уже не	1	6
41	в них	4	6
42	и не	19	6
43	все это	10	6
44	для нас	1	6
45	будто бы	2	6
46	то что	6	6
47	а и	1	5
48	как в	1	5
49	все же	5	5
50	показывает что	1	5
51	в которых	3	5
52	того как	1	5
53	как будто	1	5
54	с ними	4	5
55	и у	2	5
56	в течение	2	5
57	как бы	5	5
58	мы имеем	3	4
59	еще не	2	4
60	во всех	6	4
61	что по	1	4
62	следующим образом	3	4
63	после этого	2	4
64	входит в	1	4
65	сообщает о	1	4
66	их на	1	4
67	из этих	7	4
68	в их	5	4
69	что этот	1	4
70	тому что	6	4
71	вплоть до	2	4
72	а иногда	1	4
73	одна из	4	4
74	в русском	1	4
75	связи с	4	4
76	что на	1	4
77	к тому	4	4
78	еще в	1	4
79	и что	1	4
80	сообщает что	1	4
81	и их	3	4
82	тем что	1	4
83	и др	9	4
84	того что	3	4
85	по существу	3	4
86	но это	1	4
87	в связи	3	4
88	не может	17	4
89	только в	7	4
90	к этому	9	4
91	увидим ниже	1	3
92	их и	4	3
93	если в	2	3
94	которые не	1	3
95	в своем	8	3
96	в основном	5	3
97	на этом	1	3
98	то же	10	3
99	для них	1	3
100	он же	5	3
101	далеко не	2	3
102	несмотря на	1	3
103	в этих	1	3
104	точки зрения	3	3
105	их в	6	3
106	не менее	2	3
107	к таким	1	3
108	приводит к	5	3
109	начиная с	2	3
110	то есть	1	3
111	а также	1	3
112	от них	2	3
113	связаны с	1	3
114	полагая что	1	3
115	как например	2	3
116	по этому	9	3
117	в качестве	11	3
118	только на	1	3
119	в одном	4	3
120	к ним	1	3
121	много и	1	3
122	из приведенных	3	3
123	в области	2	3
124	и из	1	3
125	на этот	1	3
126	о чем	2	3
127	так называемой	1	3
128	так же	3	3
129	пишет в	3	3
130	и некоторые	1	3
131	уже указывалось	1	3
132	в целях	2	3
133	и к	3	3
134	в свою	1	3
135	как известно	2	2
136	можно говорить	1	2
137	например в	3	2
138	еще до	1	2
139	но она	1	2
140	на себя	1	2
141	их к	1	2
142	как не	1	2
143	это время	1	2
144	в ней	2	2
145	он был	1	2
146	это имеет	1	2
147	но не	2	2
148	значение и	1	2
149	отнюдь не	3	2
150	с этим	3	2
151	хотя и	2	2
152	и как	3	2
153	но в	2	2
154	в целом	4	2
155	все эти	6	2
156	в дальнейшем	1	2
157	как он	2	2
158	что она	2	2
159	в нем	6	2
160	всех этих	2	2
161	не значит	1	2
162	в силу	11	2
163	его от	2	2
164	в году	6	2
165	в каждом	2	2
166	же не	1	2
167	главным образом	7	2
168	разница между	1	2
169	с целью	1	2
170	года на	1	2
171	в жизни	2	2
172	этому же	1	2
173	такое толкование	1	2
174	том же	6	2
175	для этого	1	2
176	как можно	1	2
177	она не	3	2
178	у него	6	2
179	судя по	1	2
180	не встречаются	1	2
181	но даже	3	2
182	могут быть	5	2
183	они и	1	2
184	ничего общего	1	2
185	значения и	1	2
186	свою очередь	1	2
187	в в	1	2
188	в более	1	2
189	мы наблюдаем	2	2
190	что у	2	2
191	в образе	2	2
192	с ним	1	2
193	характер этого	1	2
194	и поэтому	1	2
195	после того	1	2
196	в различных	2	2
197	этому поводу	7	2
198	в его	14	2
199	в свете	1	2
200	к ней	1	2
201	значит что	2	2
202	не случайно	1	2
203	только у	2	2
204	этот вопрос	3	2
205	в какой	1	2
206	но ни	1	2
207	работы на	1	2
208	показывают что	3	2
209	этому вопросу	1	2
210	его и	1	2
211	не означает	1	2
212	но что	1	2
213	не было	7	2
214	в особенности	2	2
215	себя и	1	2
216	а не	7	2
217	и непосредственно	2	2
218	и многие	1	2
219	в частности	11	2
220	и потому	2	2
221	относятся к	1	2
222	быть и	1	2
223	только для	1	2
224	между прочим	2	2
225	между собой	1	2
226	мы видим	1	2
227	и для	2	2
228	или в	3	2
229	когда он	3	2
230	года в	1	2
231	обычно не	1	2
232	в своих	2	2
233	ту же	2	1
234	какого-то особого	1	1
235	говоря о	1	1
236	также и	2	1
237	же как	2	1
238	таком случае	1	1
239	чтобы не	2	1
240	самом деле	1	1
241	зависимости от	5	1
242	в определенные	1	1
243	что эти	1	1
244	и ее	4	1
245	противном случае	2	1
246	видеть в	2	1
247	становится ясной	1	1
248	по его	2	1
249	приходит к	1	1
250	несколько иной	1	1
251	поэзии и	1	1
252	в несколько	1	1
253	самые разнообразные	1	1
254	или наоборот	1	1
255	что если	1	1
256	не приходится	2	1
257	вопрос о	1	1
258	из своих	2	1
259	сливается в	1	1
260	имеет свою	3	1
261	меньшей мере	1	1
262	говорить о	2	1
263	не вполне	2	1
264	похожи на	1	1
265	жизни это	1	1
266	и он	2	1
