N	2gram	Losev_Vlad_3	VerxiiNi
1	и в	40	26
2	таким образом	11	22
3	с тем	7	18
4	в этом	16	15
5	вместе с	7	15
6	точки зрения	13	13
7	как бы	3	12
8	в том	18	11
9	из этих	3	10
10	не только	25	10
11	и с	9	10
12	может быть	8	10
13	связи с	2	9
14	так как	7	9
15	но и	18	9
16	что в	17	9
17	но не	4	8
18	в общем	1	8
19	и у	3	8
20	с другой	5	8
21	и не	25	8
22	как на	3	8
23	но в	4	7
24	но все	3	7
25	из них	2	7
26	том что	18	7
27	потому что	11	7
28	к нему	3	7
29	с одной	3	7
30	то что	28	7
31	а с	4	7
32	одной стороны	3	7
33	того же	2	6
34	представление о	1	6
35	все же	4	6
36	все эти	5	6
37	в себе	9	6
38	религиозного сознания	1	6
39	всяком случае	3	6
40	с точки	6	6
41	в отношении	5	6
42	к тому	7	6
43	так и	6	6
44	о том	11	6
45	в конце	12	6
46	что и	7	6
47	несмотря на	7	6
48	и потому	10	6
49	все это	1	6
50	мы должны	4	6
51	во всяком	3	6
52	сих пор	1	5
53	и к	2	5
54	тем чтобы	1	5
55	тому же	5	5
56	в силу	2	5
57	в мире	2	5
58	лишь в	1	5
59	или менее	5	5
60	не имеет	4	5
61	того чтобы	3	5
62	никогда не	11	5
63	для того	2	5
64	в его	14	5
65	богов и	1	5
66	до сих	1	5
67	а не	8	5
68	к жизни	1	5
69	и для	3	5
70	так же	8	5
71	одной из	2	5
72	более или	5	5
73	том числе	1	5
74	в котором	4	4
75	то же	4	4
76	в течение	4	4
77	в самом	4	4
78	учение о	24	4
79	в этой	8	4
80	и по	2	4
81	что все	7	4
82	то есть	24	4
83	должен был	2	4
84	он не	8	4
85	далеко не	3	4
86	бога и	1	4
87	в которых	1	4
88	в то	7	4
89	очень мало	1	4
90	в нем	3	4
91	а в	7	4
92	и что	8	4
93	и только	3	4
94	только в	13	4
95	и вместе	2	4
96	на этот	1	4
97	не может	14	4
98	из которых	1	4
99	в смысле	6	4
100	и от	6	4
101	в этих	2	4
