N	3gram	Losev_Dial_4	Mirosoze
1	не может быть	6	17
2	не было бы	1	5
3	а не в	1	4
4	и вместе с	1	4
5	это и есть	4	4
6	с тем что	1	3
7	– один из	1	3
8	это значит что	7	3
9	не может не	1	2
10	прежде всего в	1	2
11	он не может	1	2
12	и не может	1	2
13	хотя бы и	2	2
14	не только в	1	2
15	в конце концов	1	2
16	в нем не	1	2
17	и на этом	1	2
18	а не только	1	2
19	него не было	1	2
20	для того чтобы	5	2
21	поверхности земли и	1	1
22	что иное как	8	1
23	– все это	1	1
24	и есть то	1	1
25	есть также и	1	1
26	ни с какой	1	1
27	он сам не	1	1
28	и есть настоящее	1	1
29	одной из сторон	1	1
30	у достоевского в	1	1
31	как и все	2	1
32	том случае если	1	1
33	в зависимости от	1	1
34	в отличие от	1	1
35	должна быть не	1	1
36	свободы и необходимости	3	1
37	но это не	1	1
38	в нем нет	1	1
39	есть то что	5	1
40	в том случае	1	1
41	был бы не	1	1
42	в глубине ее	1	1
43	и есть подлинная	1	1
44	имел в виду	1	1
45	не может уже	1	1
46	и по сравнению	1	1
47	когда она целиком	1	1
48	человека в вечности	1	1
49	по сравнению с	2	1
50	мир не имеет	1	1
51	быть выражена и	1	1
52	по природе своей	1	1
53	своем отношении к	1	1
54	не в том	4	1
55	в этот момент	1	1
56	это-то и есть	1	1
57	лишь в том	1	1
58	одна и та	1	1
59	как бы в	1	1
60	в отношении к	1	1
61	в себе и	1	1
62	это – один	1	1
63	но также и	1	1
64	от того что	2	1
65	выйти за пределы	3	1
66	сам не может	1	1
67	ни с чем	1	1
68	нужно сказать что	1	1
69	потому что мы	2	1
70	есть уже не	1	1
71	нет ничего выше	1	1
72	о том что	1	1
73	возможно лишь в	1	1
74	есть прежде всего	3	1
75	может уже быть	1	1
76	не значит что	1	1
77	не что иное	8	1
78	в человеке –	1	1
79	и та же	1	1
80	в том что	9	1
81	все это не	1	1
82	его в самом	1	1
83	ничего нет кроме	1	1
84	стало быть не	1	1
