N	3gram	Bakhtin_Pr_5	VerxiiNi
1	вместе с тем	1	8
2	с точки зрения	2	6
3	во всяком случае	4	6
4	до сих пор	1	5
5	по крайней мере	1	5
6	друг с другом	4	5
7	для того чтобы	1	5
8	о том что	1	4
9	и вместе с	1	4
10	но все же	2	4
11	к тому же	3	4
12	главным образом в	1	3
13	а так как	1	3
14	в конце концов	3	3
15	всяком случае не	1	3
16	тем не менее	1	3
17	в том что	2	3
18	то же самое	1	2
19	сих пор еще	1	2
20	друг на друга	2	2
21	в этом отношении	1	2
22	заключает в себе	1	2
23	не только для	1	2
24	может быть и	1	2
25	то ни было	3	2
26	мы должны признать	1	2
27	то что он	1	2
28	бы то ни	3	2
29	между этими двумя	1	2
30	должны признать что	1	2
31	то же время	10	2
32	но и для	1	2
33	с самого начала	8	2
34	той или иной	4	2
35	можно сказать что	1	2
36	в то же	10	2
37	иной характер носят	1	2
38	и в этом	2	2
39	и того же	1	1
40	несколько иной характер	1	1
41	в слове о	2	1
42	а между тем	3	1
43	о мире как	1	1
44	по отношению к	6	1
45	в самом деле	1	1
46	одного и того	1	1
47	о том как	1	1
48	них как на	1	1
49	же время он	1	1
50	больше никогда не	1	1
51	и в то	2	1
52	но для этого	1	1
53	том или ином	1	1
54	это как не	1	1
55	с ними в	1	1
56	во всей своей	1	1
57	ни было в	2	1
58	в том или	1	1
59	между тем с	1	1
60	в данном случае	1	1
61	но в то	4	1
62	на этот раз	2	1
63	смысле этого слова	2	1
64	в отличие от	2	1
65	но в общем	2	1
66	потому что в	1	1
67	на них как	1	1
68	все более и	1	1
69	мы уже говорили	5	1
70	в этом направлении	1	1
71	друг к другу	3	1
72	все это было	2	1
73	с другой стороны	3	1
74	как бы в	1	1
75	мы видели что	1	1
76	лицом к лицу	1	1
77	в эту сторону	1	1
78	но в конце	1	1
79	не может быть	3	1
80	из которых каждый	1	1
81	может и не	1	1
82	но тем не	1	1
83	в то время	1	1
84	всяком случае в	1	1
85	так и в	2	1
86	в свою очередь	1	1
87	не только не	1	1
88	и заставляет его	1	1
89	более и более	1	1
90	он как бы	1	1
91	и что он	2	1
92	что и в	1	1
93	именно потому что	2	1
