N	3gram	Propp_Isto_2	Narrotol
1	не только в	4	6
2	в том что	5	5
3	к тому же	2	5
4	не может быть	2	4
5	по отношению к	3	3
6	подобно тому как	3	3
7	тем не менее	1	3
8	на другой день	1	3
9	о том что	2	2
10	до сих пор	6	2
11	в отличие от	1	2
12	но и в	2	2
13	в зависимости от	1	2
14	и то же	1	2
15	в связи с	4	2
16	не только на	1	2
17	на то что	2	2
18	из этих двух	1	2
19	что иное как	2	1
20	это могло бы	1	1
21	мере того как	2	1
22	как один из	1	1
23	по мере того	2	1
24	дело не только	1	1
25	с другой стороны	2	1
26	и не только	1	1
27	но еще не	1	1
28	сам по себе	1	1
29	и не мог	1	1
30	как мы увидим	1	1
31	не говорится но	1	1
32	того что происходит	1	1
33	точно так же	6	1
34	есть на самом	1	1
35	об этом не	1	1
36	может быть вполне	1	1
37	не то что	1	1
38	в этой связи	1	1
39	что это за	2	1
40	к нему в	1	1
41	с одной стороны	3	1
42	так как это	1	1
43	друг с другом	1	1
44	из них не	1	1
45	что у него	1	1
46	связи с этим	1	1
47	при всей своей	1	1
48	бросается в глаза	1	1
49	в следующей главе	1	1
50	мы не можем	1	1
51	к этому времени	1	1
52	видит не только	1	1
53	но все же	4	1
54	друг от друга	1	1
55	в этих случаях	8	1
56	в нее входит	1	1
57	на самом деле	2	1
58	мы уже знаем	3	1
59	по себе а	1	1
60	и т д	18	1
