N	3gram	Voloshinov_1	FransuaR
1	то же время	1	6
2	в то же	1	6
3	но в то	1	4
4	в связи с	1	4
5	на самом деле	1	3
6	в отличие от	1	3
7	а также и	1	3
8	для того чтобы	1	3
9	по отношению к	3	2
10	в этом отношении	1	2
11	можно было бы	1	2
12	не может быть	4	2
13	все то что	1	2
14	в данном случае	2	2
15	как и в	1	2
16	в другом месте	1	1
17	весь этот материал	1	1
18	но это конечно	1	1
19	что иное как	2	1
20	нет и не	1	1
21	к слову в	1	1
22	что в основе	1	1
23	том что в	1	1
24	в нашу задачу	1	1
25	прежде всего в	1	1
26	с одним из	1	1
27	подобно тому как	1	1
28	вполне понятно что	3	1
29	с точки зрения	5	1
30	и не может	1	1
31	еще тем что	1	1
32	вместе с ними	1	1
33	он и не	1	1
34	в собственном смысле	1	1
35	особенно часто мы	1	1
36	в значительной мере	1	1
37	и в области	1	1
38	может быть и	1	1
39	важное значение имеет	1	1
40	в своей статье	1	1
41	в особенности в	1	1
42	не что иное	2	1
43	все эти три	1	1
44	эпохи но ведь	1	1
45	это конечно не	1	1
46	в связи со	1	1
47	с другой стороны	2	1
48	само по себе	1	1
49	во всем разнообразии	1	1
50	и это особенно	1	1
51	во всем своем	1	1
52	только то что	1	1
53	есть не что	2	1
54	между тем как	1	1
55	узком смысле слова	1	1
56	и вместе с	1	1
57	что в ней	1	1
58	с самого начала	2	1
59	включает в себя	1	1
60	и следовательно в	1	1
61	в узком смысле	1	1
62	тех или иных	1	1
63	в том что	2	1
64	в последнем счете	1	1
65	те же самые	1	1
