N	2gram	Bakhtin_Pr_3	Komedia
1	и в	34	22
2	и не	29	21
3	т е	12	16
4	том что	3	13
5	таким образом	5	12
6	в том	3	12
7	так как	4	11
8	в доме	1	10
9	ни в	4	10
10	потому что	12	10
11	в самом	8	9
12	до сих	1	9
13	вместе с	4	9
14	сих пор	1	9
15	в этом	16	8
16	его в	4	8
17	в своем	2	8
18	к ней	2	8
19	о том	2	8
20	если бы	4	8
21	в его	22	8
22	что и	5	8
23	что он	23	8
24	то же	14	7
25	при этом	4	7
26	об этом	1	7
27	в конце	5	7
28	о чем	2	7
29	только что	3	7
30	а в	5	7
31	в свою	1	7
32	того же	2	6
33	самом деле	13	6
34	еще не	4	6
35	так что	5	6
36	тому же	2	6
37	в то	12	6
38	и его	16	6
39	к тому	5	6
40	того чтобы	1	6
41	свою очередь	1	6
42	ясно что	1	6
43	и что	5	6
44	для того	1	6
45	может быть	19	6
46	как раз	4	6
47	во время	2	6
48	не хочет	2	5
49	что его	3	5
50	отношение к	6	5
51	но в	16	5
52	не только	10	5
53	он не	15	5
54	в своей	3	5
55	в которых	2	5
56	то это	1	5
57	не менее	3	5
58	же время	12	5
59	связи с	1	5
60	к себе	17	5
61	и сам	5	5
62	хотя и	3	5
63	с ним	8	5
64	к нему	14	5
65	что в	7	5
66	по отношению	5	5
67	из них	5	5
68	тем что	4	5
69	прежде всего	15	5
70	все это	16	5
71	и т	8	4
72	он знает	2	4
73	на себя	1	4
74	в ней	3	4
75	он был	1	4
76	с другой	4	4
77	тут же	1	4
78	нет и	3	4
79	и речи	1	4
80	меньше всего	1	4
81	отнюдь не	2	4
82	все же	7	4
83	когда он	2	4
84	то что	11	4
85	в себе	6	4
86	но все	5	4
87	совпадают с	1	4
88	и с	15	4
89	с тем	5	4
90	несмотря на	1	4
91	точки зрения	8	4
92	не в	9	4
93	однако в	2	4
94	в отношении	9	4
95	самого начала	8	4
96	на него	7	4
97	у него	4	4
98	с самого	8	4
99	друг друга	2	4
100	так и	6	4
101	между собой	1	4
102	сразу же	1	4
103	т п	6	4
104	вовсе не	11	4
105	но и	12	4
106	до конца	3	4
107	ничем не	1	4
108	а не	9	4
109	ипполита и	2	4
110	не является	2	4
111	и для	8	4
112	бы в	3	4
113	хотя бы	5	4
114	так же	8	4
115	идет о	1	3
116	говорить о	3	3
117	на них	5	3
118	столь же	2	3
119	с его	6	3
120	в ее	3	3
121	с этим	2	3
122	и к	12	3
123	ипполита в	1	3
124	в которой	2	3
125	в этой	1	3
126	и тот	1	3
127	как он	3	3
128	на то	1	3
129	не могла	1	3
130	в нем	19	3
131	приводит к	1	3
132	то ни	4	3
133	было бы	2	3
134	по всему	2	3
135	в них	2	3
136	все равно	4	3
137	далеко не	3	3
138	как и	18	3
139	себе в	1	3
140	на месте	1	3
141	с точки	4	3
142	тем не	2	3
143	их в	3	3
144	признаться в	1	3
145	никогда не	8	3
146	ничего не	4	3
147	и мысли	2	3
148	месте преступления	1	3
149	обращается к	2	3
150	в глаза	3	3
151	должно было	1	3
152	и мы	1	3
153	не зная	1	3
154	любовь к	1	3
155	не о	4	3
156	одной из	1	3
157	нисколько не	2	3
158	с одной	1	3
159	в начале	4	3
160	что не	7	3
161	не так	1	3
162	всяком случае	5	3
163	среди которых	1	3
164	мы можем	1	3
165	отношению к	6	3
166	в других	1	3
167	и даже	7	3
168	на этот	1	3
169	один из	2	3
170	не он	1	3
171	если не	3	3
172	не может	19	3
173	конечно не	2	3
174	по своему	3	3
175	отца не	2	3
176	как бы	27	3
177	с этой	2	3
178	в целом	5	3
179	еще больше	1	3
180	бы он	4	3
181	из своего	4	3
182	теперь же	2	3
183	не знает	6	3
184	во всяком	5	3
185	в совершенном	1	2
186	отношения к	1	2
187	человека и	1	2
188	такое же	1	2
189	здесь и	2	2
190	из его	4	2
191	в сущности	11	2
192	время как	1	2
193	не совсем	1	2
194	и он	2	2
195	но при	1	2
196	и на	6	2
197	точнее не	1	2
198	бы то	4	2
199	во всех	2	2
200	в изображении	1	2
201	отличие от	2	2
202	за пределы	2	2
203	что они	6	2
204	как в	4	2
205	ней в	1	2
206	что касается	1	2
207	правда он	2	2
208	и хотя	1	2
209	бы не	2	2
210	раз в	2	2
211	ни было	4	2
212	и если	2	2
213	на его	4	2
214	после этого	1	2
215	чтобы в	1	2
216	человека в	1	2
217	а затем	1	2
218	в мире	4	2
219	из всех	1	2
220	не с	2	2
221	а как	2	2
222	с другими	4	2
223	это не	5	2
224	и ненависть	1	2
225	не ясно	1	2
226	ни одной	1	2
227	остается в	2	2
228	не мог	5	2
229	я ведь	5	2
230	которую он	1	2
231	в г	1	2
232	и без	2	2
233	в котором	3	2
234	в их	1	2
235	начиная от	1	2
236	в одном	5	2
237	тому что	2	2
238	она не	1	2
239	что с	3	2
240	что их	1	2
241	в основе	1	2
242	за то	1	2
243	к концу	3	2
244	ему и	1	2
245	одним из	1	2
246	и со	2	2
247	нет ни	2	2
248	такого отношения	1	2
249	все еще	1	2
250	отказаться от	2	2
251	и это	4	2
252	как мы	7	2
253	и о	1	2
254	в виду	3	2
255	здесь не	1	2
256	без всякого	1	2
257	роль в	1	2
258	можно было	1	2
259	она была	1	2
260	именно потому	2	2
261	в другом	8	2
262	на вопрос	4	2
263	и во	3	2
264	между тем	3	2
265	отрывки из	1	2
266	нуждается в	3	2
267	все время	5	2
268	не как	3	2
269	тот же	2	2
270	должен быть	1	2
271	и любовь	1	2
272	по мнению	1	2
273	у тебя	1	2
274	и ее	2	2
275	уже в	3	2
276	за ним	2	2
277	этот раз	1	2
278	мы знаем	2	2
279	был бы	2	2
280	понимает что	1	2
281	до того	1	2
282	при всей	2	2
283	да что	1	2
284	этом отношении	1	2
285	в отношениях	1	2
286	себя и	8	2
287	к человеку	1	2
288	не было	2	2
289	а сам	1	2
290	в произведениях	2	2
291	под влиянием	3	2
292	он и	5	2
293	отрывок из	2	2
294	из которых	1	2
295	к своему	5	2
296	в пределах	6	2
297	не могут	1	2
298	этом случае	2	2
299	человека который	1	2
300	только для	1	2
301	нет ничего	1	2
302	его отца	1	2
303	ли в	1	2
304	с известной	1	2
305	и все	19	2
306	с уже	2	2
307	конце концов	3	2
308	он понимает	1	2
309	между ними	1	2
310	другой стороны	3	2
311	которым он	6	2
312	что ты	5	2
313	из этого	1	2
314	по сравнению	1	2
315	в своих	1	2
316	это в	2	2
317	я и	2	1
318	два года	1	1
319	например в	2	1
320	он нисколько	1	1
321	чтобы не	1	1
322	без них	1	1
323	и меня	1	1
324	в первом	1	1
325	о тебе	1	1
326	к другому	20	1
327	и до	1	1
328	равно что	1	1
329	а уж	1	1
330	если я	2	1
331	и само	1	1
332	уверен что	3	1
333	вопрос о	2	1
334	же ты	2	1
335	чем ты	1	1
336	начинается с	1	1
337	еще до	2	1
338	требует от	1	1
339	своему герою	1	1
340	я не	7	1
341	они были	1	1
342	как впрочем	1	1
343	зависимости от	1	1
344	собой в	1	1
345	в большинстве	2	1
346	он сам	5	1
347	все эти	4	1
348	со словами	1	1
349	я на	1	1
350	в чем	5	1
351	создает в	1	1
352	тем как	1	1
353	глаза на	1	1
354	один лишь	1	1
355	и главное	1	1
356	не бывать	3	1
357	но не	4	1
358	но как	4	1
359	к которой	1	1
360	в сторону	2	1
361	не входит	2	1
362	и нуждается	1	1
363	черты и	1	1
364	ответ на	1	1
365	должны были	1	1
366	себе и	5	1
367	трудно сказать	1	1
368	себя за	2	1
369	в одной	3	1
370	ты с	1	1
371	независимо от	1	1
372	как к	4	1
373	перед нами	1	1
374	и как	3	1
375	что по	1	1
376	и наконец	5	1
377	ты сделаешь	1	1
378	в этот	2	1
379	да еще	2	1
380	сами себя	1	1
381	говорил он	1	1
382	отца но	1	1
383	говорят о	1	1
384	человек у	1	1
385	за это	1	1
386	им в	1	1
387	его воли	2	1
388	говорить с	1	1
389	самое главное	1	1
390	перемены в	1	1
391	сцену в	1	1
392	больше всего	1	1
393	опять не	1	1
394	в статье	1	1
395	другой как	2	1
396	т д	2	1
397	человек не	1	1
398	по крайней	3	1
399	чтобы они	1	1
400	из нашего	1	1
401	и пришел	1	1
402	не являются	1	1
403	к одному	3	1
404	жалуется и	1	1
405	полемики с	1	1
406	быть с	1	1
407	на жизнь	1	1
408	не кажется	2	1
409	на этом	4	1
410	он старается	4	1
411	его можно	1	1
412	так быстро	1	1
413	в нее	1	1
414	эта же	1	1
415	именно это	1	1
416	собой две	1	1
417	в каждом	3	1
418	в косвенной	1	1
419	что все	4	1
420	же не	2	1
421	значение в	1	1
422	конечно в	2	1
423	чуть не	1	1
424	той же	2	1
425	говорил что	1	1
426	них не	1	1
427	себя среди	1	1
428	еще хуже	1	1
429	это было	3	1
430	ко второму	1	1
431	в свой	1	1
432	приходит в	1	1
433	ведь она	1	1
434	материал для	1	1
435	участие в	1	1
436	его и	3	1
437	позволяет ему	1	1
438	нет в	2	1
439	зная о	1	1
