N	4gram	Bakhtin_Pr_2	Problemy
1	в то же время	5	7
2	в том что он	1	4
3	сознаний с их мирами	1	4
4	о себе самом и	1	3
5	сами по себе еще	1	2
6	бы то ни было	1	2
7	видения и понимания мира	1	2
8	то же время не	1	2
9	но в то же	3	2
10	по себе еще не	2	2
11	дело в том что	1	1
12	то же время оно	1	1
13	как точка зрения как	1	1
14	по отношению к нему	1	1
15	как мы уже говорили	1	1
16	голосов в пределах одного	2	1
17	достоевского в этом смысле	1	1
18	в письме к брату	1	1
19	в то время как	2	1
20	в этом смысле глубоко	1	1
21	ни в одном из	1	1
22	с самим собою но	1	1
23	с полным правом может	1	1
24	мы остановимся лишь на	1	1
25	в первых произведениях достоевского	1	1
26	полноценных сознаний с их	1	1
27	оставаясь содержательно теми же	1	1
28	человека по отношению к	1	1
29	в одной плоскости с	1	1
30	дело идет о сочетании	1	1
31	по отношению к себе	1	1
32	принципом видения и понимания	1	1
33	приходит в столкновение с	1	1
34	человека из подполья и	1	1
35	отношению к себе самому	1	1
36	можно было бы привести	1	1
