N	3gram	Propp_Isto_3	Morfolog
1	и т д	15	47
2	в этих случаях	7	13
3	в этом случае	5	9
4	мы видим что	4	9
5	в связи с	3	8
6	не может быть	1	8
7	в иное царство	1	6
8	подобно тому как	1	5
9	таким образом мы	2	5
10	по отношению к	2	4
11	с точки зрения	1	4
12	мы увидим ниже	2	4
13	с другой стороны	7	4
14	тем не менее	5	4
15	случай мы имеем	2	3
16	этом случае не	1	3
17	как мы увидим	1	3
18	можно наблюдать что	1	3
19	независимо от того	1	3
20	может быть разрешен	1	3
21	на самом деле	1	3
22	но все же	2	3
23	отправляется в поиски	1	3
24	как и в	2	3
25	и пр то	1	2
26	состоит в том	2	2
27	в тех случаях	1	2
28	точно так же	2	2
29	и в других	2	2
30	может быть и	1	2
31	живой и мертвой	1	2
32	можно заметить что	1	2
33	то время как	2	2
34	с одной стороны	2	2
35	герой прибывает домой	1	2
36	т д как	1	2
37	в сказке о	3	2
38	образом мы видим	1	2
39	к началу сказки	1	2
40	есть и другие	1	2
41	в то время	2	2
42	тех случаях когда	1	2
43	в большинстве случаев	1	2
44	в том что	5	2
45	т д в	1	2
46	не означает что	1	1
47	к этому же	2	1
48	в лесной избушке	1	1
49	портрет необычайной красавицы	1	1
50	хотя и не	1	1
51	в пределах этих	1	1
52	и в вышеприведенных	1	1
53	в сказке нет	1	1
54	в запретном чулане	2	1
55	т д здесь	1	1
56	и вне этой	1	1
57	домой или в	1	1
58	быть поставлен вопрос	2	1
59	яги и некоторые	1	1
60	и не противоречит	1	1
61	имеется и в	1	1
62	между прочим и	1	1
63	и мертвой водой	1	1
64	этот же случай	1	1
65	а затем уже	1	1
66	что иное как	3	1
67	мы должны будем	1	1
68	т е мы	1	1
69	в сказке она	4	1
70	то же можно	1	1
71	заметить что в	1	1
72	быть разрешен только	1	1
73	до сих пор	5	1
74	сих пор не	1	1
75	уже видели выше	2	1
76	в одной сказке	2	1
77	в тех сказках	1	1
78	в таком случае	1	1
79	еще тем что	1	1
80	встречается очень часто	1	1
81	прибывает домой или	1	1
82	так как мы	1	1
83	к королю в	1	1
84	что в сказке	3	1
85	из характерных и	1	1
86	на тот свет	1	1
87	некоторый свет на	1	1
88	можно было бы	1	1
89	иное царство и	1	1
90	нарушение запрета не	1	1
91	сюда же можно	1	1
92	мужа в лес	2	1
93	и не всегда	1	1
94	в каком это	1	1
95	что там где	1	1
96	чем перейти к	2	1
97	на эти деньги	1	1
98	видит портрет необычайной	1	1
99	можно сказать о	1	1
100	сто рублей и	1	1
101	в данном случае	3	1
102	к заключению что	1	1
103	на этот вопрос	1	1
104	один из них	1	1
105	сказка в целом	2	1
106	же можно сказать	1	1
107	в лесу на	1	1
108	можно предположить что	1	1
109	с этим в	1	1
110	в некоторых случаях	3	1
111	у богатырей в	1	1
112	есть формы которые	1	1
113	т д этим	1	1
114	рассмотрим еще несколько	1	1
115	связь сказки с	1	1
116	в лес и	2	1
117	во всяком случае	2	1
118	мы имеем здесь	1	1
119	но если бы	1	1
120	можно установить три	1	1
121	мы уже видели	3	1
122	что они хотят	1	1
123	в целом не	2	1
124	связи с изучением	2	1
125	в других сказках	1	1
126	тех сказках где	1	1
127	есть не что	1	1
128	можно установить что	1	1
129	вступает в брак	2	1
130	между героем и	1	1
131	в ином царстве	2	1
132	мы имеем в	2	1
133	о том что	2	1
134	т д отсюда	1	1
135	в других случаях	1	1
136	с самого начала	1	1
137	такие случаи можно	1	1
138	он ничего не	2	1
139	этому же разряду	1	1
140	т е не	1	1
141	можно сказать что	1	1
142	том что герой	1	1
143	мы можем указать	1	1
144	на то что	1	1
145	случаи когда герой	1	1
146	видим что в	1	1
147	в открытом бою	1	1
148	то же в	1	1
149	не что иное	3	1
150	с этим мы	1	1
151	может быть поставлен	3	1
152	во второй раз	1	1
153	друг с другом	1	1
154	но в этом	1	1
155	что и в	2	1
156	в этом нет	1	1
