N	2gram	Vinokur_Ku_3	Formalny
1	т е	32	34
2	и в	23	24
3	в его	11	23
4	прежде всего	9	22
5	и не	10	20
6	так и	6	18
7	и пр	3	17
8	точки зрения	23	16
9	не может	6	16
10	в этом	16	15
11	может быть	14	14
12	таким образом	9	13
13	с точки	16	13
14	и т	54	12
15	именно как	1	12
16	в своем	4	11
17	как и	5	11
18	в своей	4	11
19	в их	6	11
20	не менее	12	11
21	должно быть	7	11
22	в ней	3	10
23	то же	6	10
24	вовсе не	5	10
25	и ее	1	10
26	и его	1	10
27	и их	1	10
28	а не	11	10
29	формальный метод	1	9
30	в то	3	9
31	в процессе	3	9
32	история литературы	1	9
33	и потому	1	9
34	все это	2	9
35	и на	1	8
36	как в	4	8
37	т д	8	8
38	и с	3	8
39	лишь в	8	8
40	не в	5	8
41	же время	1	8
42	в ее	4	8
43	именно в	3	8
44	то что	4	8
45	в свою	1	8
46	на самом	3	7
47	должна быть	3	7
48	не только	17	7
49	не должна	1	7
50	и от	1	7
51	но и	3	7
52	отношения к	1	6
53	еще не	9	6
54	самом деле	14	6
55	отнюдь не	3	6
56	более или	2	6
57	в целом	4	6
58	все эти	7	6
59	как бы	5	6
60	входит в	1	6
61	как таковой	2	6
62	или менее	2	6
63	она не	3	6
64	свою очередь	1	6
65	на основе	1	6
66	в пределах	2	6
67	и здесь	2	6
68	до сих	8	6
69	социального общения	1	6
70	в том	22	6
71	было бы	16	6
72	как это	7	6
73	сих пор	8	6
74	а в	5	6
75	хотя бы	9	5
76	но в	2	5
77	в самом	13	5
78	при этом	6	5
79	в понимании	1	5
80	по себе	6	5
81	не могло	1	5
82	у нас	10	5
83	должны быть	1	5
84	как мы	5	5
85	искусства и	1	5
86	что бы	1	5
87	того что	11	5
88	со стороны	1	5
89	с другой	7	5
90	и др	1	5
91	формы и	3	5
92	лишь как	1	5
93	на западе	2	4
94	по отношению	3	4
95	независимо от	5	4
96	и к	3	4
97	в которой	1	4
98	учение о	2	4
99	главным образом	2	4
100	не как	2	4
101	с другими	2	4
102	искусства в	1	4
103	как проблема	3	4
104	задачи и	1	4
105	как о	3	4
106	как на	8	4
107	целом и	1	4
108	никогда не	1	4
109	если бы	8	4
110	для этого	6	4
111	мы увидим	1	4
112	всяком случае	1	4
113	с одной	4	4
114	конечно не	2	4
115	т п	41	4
116	одной стороны	4	4
117	литература в	1	4
118	в связи	5	4
119	в частности	2	4
120	отношению к	2	4
121	с этой	3	4
122	быть и	1	4
123	что в	13	4
124	к этой	1	4
125	так же	2	4
126	во всяком	2	4
127	культуры и	1	3
128	это и	3	3
129	ее целом	1	3
130	мы не	3	3
131	по аналогии	1	3
132	зависимости от	8	3
133	связи со	1	3
134	время в	3	3
135	бы то	1	3
136	но не	3	3
137	значение и	1	3
138	в общем	6	3
139	отношение к	3	3
140	метод и	1	3
141	как к	2	3
142	все же	5	3
143	когда он	2	3
144	целый ряд	4	3
145	и как	2	3
146	в себе	1	3
147	если он	1	3
148	так сказать	2	3
149	он не	3	3
150	всех этих	1	3
151	так например	1	3
152	в каждом	1	3
153	то ни	1	3
154	значение в	2	3
155	его в	2	3
156	подходит к	1	3
157	они не	3	3
158	в отношении	3	3
159	поэтического произведения	1	3
160	тем самым	4	3
161	но для	3	3
162	не о	2	3
163	в основе	1	3
164	в систему	1	3
165	на язык	1	3
166	связи с	6	3
167	своей статье	2	3
168	сводится к	1	3
169	не по	3	3
170	отличается от	2	3
171	всего в	1	3
172	к тому	3	3
173	здесь не	2	3
174	ясно что	4	3
175	об искусстве	1	3
176	говорит он	1	3
177	сложился в	1	3
178	в лучшем	1	3
179	один из	4	3
180	для него	1	3
181	не для	1	3
182	в особенности	2	3
183	со всем	1	3
184	в области	14	3
185	представлять себе	1	3
186	не было	4	3
187	и непосредственно	1	3
188	в россии	2	3
189	на фоне	7	3
190	ни на	2	3
191	смысле этого	2	3
192	или иного	3	3
193	этого слова	4	3
194	дело идет	1	3
195	но это	5	3
196	она должна	1	3
197	каждой из	2	3
198	более того	1	3
199	у них	1	3
200	с помощью	6	3
201	же в	1	3
202	между ними	1	3
203	что он	6	3
204	думать что	1	3
205	зрения их	1	2
206	же как	1	2
207	чтобы не	2	2
208	е как	3	2
209	тех же	4	2
210	науки о	1	2
211	самый предмет	1	2
212	в зависимости	7	2
213	вопрос о	11	2
214	литературы и	1	2
215	а только	1	2
216	менее всего	1	2
217	друг от	1	2
218	нет и	1	2
219	за пределы	2	2
220	во что	1	2
221	чем же	2	2
222	идет о	1	2
223	с этим	1	2
224	в него	1	2
225	впечатление что	1	2
226	он в	2	2
227	в нашем	7	2
228	и те	1	2
229	не могла	1	2
230	и если	2	2
231	а вовсе	1	2
232	и вот	3	2
233	том чтобы	4	2
234	и более	3	2
235	но все	2	2
236	так называемым	1	2
237	того или	3	2
238	это не	3	2
239	ни в	3	2
240	с тем	6	2
241	мы видели	3	2
242	строгом смысле	1	2
243	в эту	1	2
244	не так	3	2
245	таким же	1	2
246	значение для	1	2
247	роман и	1	2
248	у тургенева	1	2
249	раз и	2	2
250	на него	3	2
251	науку о	1	2
252	только не	1	2
253	следовательно и	1	2
254	ничего не	6	2
255	в самой	1	2
256	учения о	4	2
257	за исключением	1	2
258	во всем	1	2
259	а лишь	3	2
260	убедиться в	1	2
261	нам важно	1	2
262	фактов и	1	2
263	содержания как	1	2
264	от того	5	2
265	от их	1	2
266	указать на	2	2
267	не есть	3	2
268	если же	2	2
269	на наших	1	2
270	от друга	1	2
271	всего этого	3	2
272	ни стало	1	2
273	или для	1	2
274	приводит к	1	2
275	не с	2	2
276	каждого из	1	2
277	она была	1	2
278	произведения как	1	2
279	и должно	5	2
280	и что	7	2
281	и содержание	3	2
282	в различных	2	2
283	не выходит	1	2
284	из областей	1	2
285	между тем	4	2
286	ее от	1	2
287	и всякая	1	2
288	что и	6	2
289	действительности не	1	2
290	социальной среды	1	2
291	только в	6	2
292	уже не	8	2
293	не можем	1	2
294	если мы	7	2
295	ни одного	2	2
296	не дает	2	2
297	могло бы	3	2
298	точка зрения	4	2
299	в одном	2	2
300	иначе как	1	2
301	и со	1	2
302	в современном	1	2
303	как раз	4	2
304	общения и	1	2
305	перейти к	2	2
306	вопрос об	2	2
307	сама по	2	2
308	и самый	2	2
309	все время	1	2
310	есть лишь	1	2
311	пр и	1	2
312	как элемент	1	2
313	вместе с	2	2
314	в строгом	1	2
315	подхода к	2	2
316	целом ряде	1	2
317	она есть	2	2
318	научной мысли	1	2
319	по существу	3	2
320	в ряду	3	2
321	литературе и	1	2
322	не внутри	1	2
323	для этой	1	2
324	в результате	3	2
325	дана в	1	2
326	отношении к	1	2
327	тот или	2	2
328	одной из	1	2
329	только как	4	2
330	на своем	1	2
331	что такое	4	2
332	смысле слова	2	1
333	ту же	1	1
334	можно говорить	10	1
335	также и	5	1
336	например в	1	1
337	воображают что	1	1
338	и через	2	1
339	в объяснении	1	1
340	является изучение	1	1
341	к вопросу	2	1
342	задачи в	1	1
343	каком-либо определенном	1	1
344	и есть	5	1
345	было как	2	1
346	между двумя	1	1
347	в первом	5	1
348	из самых	1	1
349	но чего	1	1
350	установка на	3	1
351	по преимуществу	3	1
352	также что	2	1
353	той же	3	1
354	бы уже	2	1
355	на материале	2	1
356	на изучение	1	1
357	смысле можно	2	1
358	содержания в	2	1
359	в основных	1	1
360	почти все	1	1
361	бы более	1	1
362	это казалось	1	1
363	в составе	1	1
364	были до	1	1
365	при таких	1	1
366	форм если	1	1
367	языке в	1	1
368	xix века	3	1
369	говоря уже	2	1
370	в чем	5	1
371	тем как	1	1
372	глаза на	1	1
373	чем это	2	1
374	в отвлечении	1	1
375	в данном	7	1
376	что язык	1	1
377	не входит	1	1
378	искусстве но	1	1
379	тогда как	1	1
380	в совершенстве	1	1
381	или иное	2	1
382	основные вопросы	1	1
383	только путем	1	1
384	связи и	2	1
385	были не	1	1
386	и выражения	1	1
387	за этим	1	1
388	этом его	1	1
389	на минуту	2	1
390	словом в	1	1
391	е она	1	1
392	что касается	1	1
393	чтобы вслед	1	1
394	перед нами	1	1
395	процессе развития	1	1
396	хотя и	5	1
397	и всецело	1	1
398	и понимания	1	1
399	помощью этого	1	1
400	так обстоит	1	1
401	увидим что	2	1
402	то в	3	1
403	в общий	1	1
404	своей целью	1	1
405	в условиях	2	1
406	и конечно	1	1
407	фоне этого	1	1
408	бы и	3	1
409	когда человек	1	1
410	ни один	1	1
411	мы получаем	1	1
412	из этих	5	1
413	так в	2	1
414	формы оно	1	1
415	выделенная из	1	1
416	может считаться	1	1
417	оно начинает	1	1
418	нами в	1	1
419	формы не	1	1
420	творчества и	1	1
421	как он	2	1
422	правильном понимании	1	1
423	и возможностей	1	1
424	наблюдаем в	1	1
425	что без	1	1
426	противном случае	1	1
427	как оно	1	1
428	в статье	2	1
429	сказать в	1	1
430	тем не	9	1
431	все те	2	1
432	в первой	1	1
433	эту задачу	1	1
434	поскольку дело	1	1
435	выражения и	1	1
436	не значит	5	1
437	состоит в	2	1
438	самой форме	1	1
439	концы с	1	1
440	этот процесс	1	1
441	приходим к	1	1
442	на этом	2	1
443	лишь с	4	1
444	отношении в	1	1
445	или иных	1	1
446	самостоятельная и	1	1
447	это конечно	2	1
448	быть использован	1	1
449	основную задачу	1	1
450	языком в	1	1
451	и неизбежно	1	1
452	есть одна	1	1
453	и чтобы	2	1
454	этих форм	2	1
455	на этой	1	1
456	заключается в	4	1
457	не умеет	1	1
458	оно тем	1	1
459	е таких	1	1
460	деле в	1	1
461	этом смысле	1	1
462	и тем	6	1
463	ведь в	1	1
464	как самостоятельная	1	1
465	материал для	2	1
466	и каждый	1	1
467	конкретности и	1	1
468	истории языка	1	1
469	он является	1	1
470	поэтической структуры	1	1
471	далеко не	5	1
472	материал этот	1	1
473	он действительно	1	1
474	в контексте	1	1
475	но лишь	1	1
476	этого не	1	1
477	и уже	1	1
478	такой же	2	1
479	смысл и	2	1
480	не мог	1	1
481	лучшем смысле	1	1
482	истории русской	1	1
483	в этих	2	1
484	все должно	1	1
485	и другие	1	1
486	структуры и	1	1
487	что если	2	1
488	совершенно независимо	1	1
489	она сама	1	1
490	знаний о	1	1
491	в такой	1	1
492	в котором	2	1
493	бы к	1	1
494	чем более	1	1
495	не столько	4	1
496	задачей и	1	1
497	с концами	1	1
498	большей степени	2	1
499	в отличие	2	1
500	них есть	1	1
501	своего рода	2	1
502	от его	1	1
503	поэтики которое	1	1
504	но здесь	1	1
505	нас только	1	1
506	в силу	6	1
507	не понимает	3	1
508	но он	1	1
509	друг другу	1	1
510	внимания и	1	1
511	бы о	1	1
512	слово т	1	1
513	есть еще	1	1
514	не должно	1	1
515	для нее	1	1
516	не знает	2	1
517	тому что	4	1
518	случае в	1	1
519	а отсюда	1	1
520	поэтики должна	1	1
521	в русской	1	1
522	не имеет	3	1
523	к этим	1	1
524	говорить о	6	1
525	функцию в	1	1
526	но только	1	1
527	того чтобы	11	1
528	проблема и	2	1
529	в структуре	3	1
530	для всего	1	1
531	здесь может	1	1
532	его от	1	1
533	правда в	1	1
534	и без	2	1
535	на себя	2	1
536	что самое	1	1
537	в русском	2	1
538	по своей	1	1
539	п в	3	1
540	потому что	12	1
541	из истории	1	1
542	только с	1	1
543	эту сторону	2	1
544	мы и	1	1
545	что на	3	1
546	без исключения	1	1
547	если только	1	1
548	том отношении	2	1
549	этот в	1	1
550	уже о	2	1
551	не могут	5	1
552	могут быть	6	1
553	пока нет	1	1
554	лежит в	1	1
555	же что	1	1
556	нашей проблемы	1	1
557	содержанием и	1	1
558	их чисто	1	1
559	как для	1	1
560	мысли на	1	1
561	к овладению	2	1
562	например на	1	1
563	свое значение	1	1
564	поэзии как	3	1
565	но непосредственно	1	1
566	этой структуры	1	1
567	теории образа	1	1
568	значение это	1	1
569	основываясь на	1	1
570	и о	4	1
571	данном случае	4	1
572	языка и	2	1
573	поэзии мы	1	1
574	характер и	1	1
575	языкового мышления	1	1
576	последнее время	1	1
577	если о	1	1
578	не те	1	1
579	мы наблюдаем	1	1
580	дано в	2	1
581	слова а	1	1
582	по природе	1	1
583	мог бы	2	1
584	как специфическая	1	1
585	что дело	2	1
586	думает что	1	1
587	понятно что	1	1
588	здесь снова	1	1
589	с этого	1	1
590	и делают	1	1
591	в словах	1	1
592	разных типов	1	1
593	связанное с	1	1
594	этого языка	3	1
595	создается впечатление	1	1
596	в другом	1	1
597	язык и	2	1
598	с разных	1	1
599	что каждый	1	1
600	одного из	1	1
601	и просто	1	1
602	можно сказать	2	1
603	а также	4	1
604	они ничего	1	1
605	может не	1	1
606	с соответствующими	1	1
607	языке как	1	1
608	е к	2	1
609	как они	2	1
610	и смыслом	1	1
611	связь между	3	1
612	от них	1	1
613	для самых	1	1
614	и чистоту	1	1
615	и научной	1	1
616	за эту	1	1
617	и хорошо	1	1
618	эти два	2	1
619	в языке	7	1
620	конечно может	1	1
621	метод к	1	1
622	вслед за	1	1
623	в свете	2	1
624	а кроме	1	1
625	в современной	1	1
626	в лингвистике	1	1
627	интереса к	1	1
628	замкнуты в	1	1
629	к нему	1	1
630	в каком-либо	2	1
631	в двух	2	1
632	мы видим	1	1
633	речи о	1	1
634	отвлечении от	1	1
635	проникнуть в	1	1
636	и действительно	3	1
637	к нашему	1	1
638	о художественном	1	1
639	в стороне	1	1
640	очень много	2	1
641	обычно совершенно	1	1
642	внутренняя форма	3	1
643	смысле не	1	1
644	который в	1	1
645	метод который	1	1
646	именно на	2	1
647	сколько в	1	1
648	деле всякая	1	1
649	в сторону	1	1
650	слова в	4	1
651	в виде	1	1
652	поэтики как	1	1
653	не исчерпывает	2	1
654	при правильном	1	1
655	исчерпывает еще	1	1
656	или даже	1	1
657	в данной	3	1
658	и обратно	1	1
659	не стал	1	1
660	мы знаем	1	1
661	был бы	3	1
662	никто не	1	1
663	представить себе	1	1
664	с этими	1	1
665	так как	9	1
666	содержания а	1	1
667	сама в	1	1
668	но что	1	1
669	отличие от	2	1
670	отношении что	1	1
671	образом не	2	1
672	приспособляться к	1	1
673	эпохи когда	1	1
674	бы тогда	1	1
675	имеет значение	1	1
676	на лингвистику	1	1
677	но вся	1	1
678	выходит за	1	1
679	или иной	7	1
680	за ними	1	1
681	же функцию	1	1
682	качества и	1	1
683	что они	2	1
684	и тех	1	1
685	а именно	3	1
686	понимали и	1	1
687	а с	3	1
688	один и	2	1
689	его развития	1	1
690	что не	4	1
691	две формы	1	1
692	что для	1	1
693	связано с	1	1
694	смысла и	1	1
695	и литературной	1	1
696	а на	1	1
697	в готовые	1	1
698	зависит от	1	1
699	к таким	1	1
700	возвращаясь к	1	1
701	весь его	1	1
702	в слове	4	1
703	о предмете	1	1
704	там где	3	1
705	слово а	1	1
706	терминах и	1	1
707	принципа здесь	1	1
708	или с	1	1
709	случае лишь	1	1
710	системы как	1	1
711	несмотря на	1	1
712	только теперь	1	1
713	законов и	1	1
714	русской литературы	1	1
715	к его	2	1
716	не выражают	1	1
717	из которых	1	1
718	внутренней формы	2	1
719	по своему	2	1
720	по поводу	3	1
721	наряду с	1	1
722	с особенностями	1	1
723	в той	4	1
724	данной эпохи	1	1
725	говоря об	1	1
726	что же	5	1
727	эти последние	2	1
728	что как	3	1
729	е на	2	1
730	нем как	1	1
731	получает свое	1	1
732	форма и	3	1
733	тех пор	4	1
734	историю языка	2	1
735	здесь идет	2	1
736	дело здесь	1	1
737	его основных	1	1
738	столько в	1	1
739	не уклоняется	1	1
740	поэтому что	1	1
