N	2gram	Ircho_Kome_2	Marksizm
1	точки зрения	4	34
2	может быть	11	26
3	и не	14	26
4	не может	3	24
5	с точки	1	20
6	и в	26	19
7	и его	12	19
8	таким образом	6	17
9	в этом	10	16
10	как бы	2	15
11	как мы	4	13
12	прежде всего	4	13
13	как и	4	12
14	если мы	1	11
15	так и	12	11
16	связи с	3	11
17	и для	4	11
18	самом деле	1	10
19	в нем	6	10
20	ни было	2	10
21	в самом	4	10
22	только в	4	9
23	для него	1	9
24	в результате	1	9
25	бы то	2	8
26	все же	4	8
27	не только	7	8
28	то ни	2	8
29	друг друга	3	8
30	до сих	2	8
31	но и	10	8
32	в контексте	1	8
33	сих пор	2	8
34	то что	6	8
35	во всех	3	7
36	в ее	2	7
37	но в	3	7
38	все эти	1	7
39	то же	3	7
40	в каждом	3	7
41	а не	1	7
42	в связи	3	7
43	так же	1	7
44	отнюдь не	2	6
45	мы не	2	6
46	ничего не	1	6
47	в пределах	1	6
48	и здесь	6	6
49	в его	4	6
50	в том	11	6
51	является не	2	6
52	с помощью	1	6
53	другой стороны	1	6
54	того же	3	6
55	отличие от	2	5
56	конечно не	1	5
57	входит в	1	5
58	рядом с	2	5
59	в отличие	2	5
60	не в	2	5
61	того чтобы	6	5
62	общения и	1	5
63	как ее	1	5
64	и все	2	5
65	ясно что	8	5
66	в начале	4	5
67	в конце	2	5
68	вовсе не	2	5
69	с другой	2	5
70	именно в	1	5
71	до конца	1	5
72	мы знаем	3	5
73	до настоящего	1	5
74	хотя бы	2	5
75	к этому	5	5
76	во всяком	2	5
77	вопрос о	3	4
78	и на	7	4
79	нет и	2	4
80	чем же	1	4
81	как в	3	4
82	выражение в	1	4
83	было бы	8	4
84	не столько	1	4
85	не менее	4	4
86	по себе	1	4
87	самого начала	1	4
88	всех без	1	4
89	не является	2	4
90	в ней	3	4
91	с самого	2	4
92	в рамки	1	4
93	еще не	6	4
94	только на	1	4
95	слово как	1	4
96	от того	2	4
97	для того	5	4
98	с этим	5	4
99	что же	1	4
100	тот же	2	4
101	а в	3	4
102	жизни в	1	4
103	между ними	1	4
104	и эта	1	4
105	сказать что	1	4
106	что в	9	4
107	и есть	2	3
108	не имеют	1	3
109	в сущности	1	3
110	в большинстве	1	3
111	по отношению	3	3
112	в истории	5	3
113	общего с	1	3
114	целый ряд	2	3
115	и как	1	3
116	и к	2	3
117	в первом	2	3
118	в которой	5	3
119	но все	3	3
120	его в	4	3
121	он не	2	3
122	том что	9	3
123	в своей	3	3
124	и ее	2	3
125	в котором	3	3
126	место в	4	3
127	является в	1	3
128	в то	6	3
129	для каждого	1	3
130	не имеет	3	3
131	действительности но	1	3
132	же время	3	3
133	в области	1	3
134	и это	2	3
135	только при	1	3
136	сводится к	1	3
137	одного из	1	3
138	здесь в	3	3
139	и следовательно	1	3
140	одной из	4	3
141	нуждается в	1	3
142	в какой	2	3
143	правда и	1	3
144	между тем	4	3
145	большинстве случаев	1	3
146	из них	7	3
147	или иной	1	3
148	в каком	1	3
149	не было	3	3
150	на этот	4	3
151	все это	3	3
152	и от	4	3
153	нет ничего	1	3
154	в достаточной	1	3
155	и при	1	3
156	речи и	1	3
157	всех других	1	3
158	первом случае	1	3
159	одним из	2	2
160	или к	1	2
161	по которым	2	2
162	в какой-то	2	2
163	внутренний мир	1	2
164	той же	3	2
165	не приходится	1	2
166	свою очередь	1	2
167	первый план	1	2
168	в чем	1	2
169	то мы	1	2
170	во внешнем	1	2
171	не все	1	2
172	не просто	1	2
173	в одной	2	2
174	как к	1	2
175	в своем	6	2
176	однако не	1	2
177	в действительности	2	2
178	от этого	2	2
179	бы и	2	2
180	к индивидуальному	1	2
181	в нашем	2	2
182	из этих	4	2
183	в себе	1	2
184	как он	3	2
185	тем не	1	2
186	всех остальных	2	2
187	пределах одного	1	2
188	можно было	4	2
189	человека в	3	2
190	от нее	1	2
191	могла бы	3	2
192	в другом	1	2
193	и с	5	2
194	до тех	3	2
195	бы в	2	2
196	действительности в	1	2
197	этом смысле	2	2
198	ни в	5	2
199	ни одной	1	2
200	на первый	1	2
201	мысль и	1	2
202	времени не	1	2
203	другом и	1	2
204	в философии	2	2
205	и более	1	2
206	тому что	4	2
207	эта мысль	1	2
208	в основе	1	2
209	одна из	2	2
210	эта ситуация	2	2
211	иными словами	1	2
212	и является	1	2
213	в сознании	1	2
214	у нас	1	2
215	ни о	1	2
216	нет ни	1	2
217	числе и	1	2
218	к тому	12	2
219	они и	1	2
220	темы и	1	2
221	в виду	2	2
222	и та	1	2
223	что само	1	2
224	никогда не	1	2
225	его последователей	1	2
226	мог бы	1	2
227	достаточной степени	1	2
228	между собой	1	2
229	если бы	9	2
230	и даже	1	2
231	пор пока	1	2
232	о том	6	2
233	за пределами	1	2
234	внутри самой	1	2
235	различие в	1	2
236	и во	2	2
237	что и	7	2
238	в литературе	1	2
239	там и	1	2
240	в двух	6	2
241	что он	5	2
242	целом ряде	1	2
243	каждом высказывании	1	2
244	в качестве	5	2
245	к каким	1	2
246	и их	3	2
247	всяком случае	2	2
248	так как	4	2
249	мы можем	3	2
250	речь и	1	2
251	как раз	1	2
252	тем что	3	2
253	или иначе	3	2
254	что не	1	2
255	нового времени	2	2
256	противоречие между	1	2
257	вот в	1	2
258	одну из	1	2
259	там где	1	2
260	в частности	4	2
261	независимо от	5	2
262	из которых	3	2
263	к своему	1	2
264	для всех	3	2
265	и этот	1	2
266	в тот	1	2
267	тех пор	3	2
268	с этой	3	2
269	или в	3	2
270	лишь тогда	1	2
271	в свою	1	2
272	но если	3	2
273	не знает	1	2
274	к его	2	2
275	отношению к	3	2
276	из этого	2	2
277	выводить из	1	2
278	жизни и	3	2
279	том числе	3	2
280	то на	1	1
281	например в	3	1
282	отделен от	1	1
283	должен быть	1	1
284	по отдельным	2	1
285	и без	1	1
286	становится в	3	1
