N	2gram	Tiupa_Disk_1	Myshleni
1	в том	23	33
2	том что	19	27
3	точки зрения	3	26
4	то что	5	20
5	в этом	15	19
6	с точки	1	18
7	того что	3	17
8	не только	28	15
9	и в	16	15
10	речи и	1	15
11	таким образом	3	14
12	что в	4	14
13	человеческой речи	1	12
14	и т.д	4	12
15	что он	4	12
16	в самом	3	11
17	в процессе	5	11
18	мы не	1	10
19	в целом	4	10
20	было бы	1	10
21	но и	14	10
22	мы можем	1	10
23	в сущности	2	9
24	в своем	6	9
25	о том	8	9
26	связи с	4	9
27	может быть	17	9
28	не может	9	9
29	не является	4	9
30	заключается в	3	8
31	не в	7	8
32	никогда не	2	8
33	так и	8	8
34	если бы	1	8
35	и что	2	8
36	едва ли	2	7
37	он не	1	7
38	по себе	3	7
39	к тому	5	7
40	и т.п	12	7
41	с одной	9	7
42	потому что	4	7
43	одной стороны	9	7
44	как бы	5	7
45	и не	11	7
46	во всяком	2	7
47	как известно	1	6
48	самом деле	1	6
49	по отношению	9	6
50	в этой	2	6
51	в истории	4	6
52	мы должны	1	6
53	и к	4	6
54	что это	1	6
55	на то	1	6
56	как и	16	6
57	мы видели	1	6
58	всяком случае	1	6
59	как мы	2	6
60	в виду	2	6
61	развития в	1	6
62	в теории	1	6
63	но в	8	6
64	по своей	11	6
65	с другой	10	6
66	к которому	2	6
67	в частности	9	6
68	и речью	1	6
69	вместе с	1	6
70	как это	1	6
71	в связи	1	6
72	сказать что	3	6
73	то же	7	5
74	вопрос о	1	5
75	уже в	2	5
76	приводит к	2	5
77	внутренней речи	2	5
78	речью и	1	5
79	это не	3	5
80	что с	2	5
81	и даже	3	5
82	и их	1	5
83	друг друга	1	5
84	представление о	1	5
85	и др	2	5
86	с помощью	1	5
87	отношению к	9	5
88	переход от	1	4
89	из того	1	4
90	хотя бы	3	4
91	что его	1	4
92	с его	4	4
93	из этих	1	4
94	конечном счете	1	4
95	независимо от	1	4
96	как в	10	4
97	все же	3	4
98	в которой	1	4
99	том чтобы	2	4
100	в них	4	4
101	несмотря на	1	4
102	в своей	5	4
103	от его	1	4
104	к этому	2	4
105	не имеет	1	4
106	и его	2	4
107	в конечном	1	4
108	только в	7	4
109	в качестве	34	4
110	для всех	1	4
111	в начале	2	4
112	при помощи	1	4
113	как раз	1	4
114	а с	5	4
115	прежде всего	11	4
116	поэтому что	1	4
117	а в	5	4
118	на самом	1	3
119	идет о	1	3
120	и до	1	3
121	мы имеем	2	3
122	и ее	2	3
123	он сам	1	3
124	точка зрения	2	3
125	должны были	1	3
126	очевидно что	1	3
127	что они	1	3
128	языка и	2	3
129	с этим	3	3
130	когда он	2	3
131	бы и	1	3
132	он в	1	3
133	речи но	1	3
