N	3gram	Bakhtin_Pr_1	Psycholo
1	для того чтобы	2	19
2	в том что	7	12
3	все то что	3	11
4	о том что	2	10
5	в самом деле	2	7
6	то же самое	1	6
7	что в нем	1	5
8	к тому что	1	5
9	так же точно	1	5
10	на самом деле	3	5
11	с самого начала	2	5
12	с точки зрения	15	4
13	можно было бы	3	4
14	друг с другом	3	4
15	том что он	4	3
16	сами по себе	3	3
17	то что в	1	3
18	точно так же	1	3
19	и что в	1	3
20	так же как	1	3
21	в том чтобы	1	3
22	в конце концов	4	3
23	смысле этого слова	1	3
24	и в этом	3	3
25	то что он	1	3
26	во всяком случае	3	3
27	заключается в том	2	3
28	это и есть	3	3
29	до сих пор	2	3
30	потому что он	2	2
31	да и не	1	2
32	мире в этом	1	2
33	во всех этих	1	2
34	и в частности	1	2
35	то время как	1	2
36	он знает что	1	2
37	в какой бы	1	2
38	с другой стороны	2	2
39	именно в том	2	2
40	в этом рассказе	1	2
41	что может быть	2	2
42	в то время	2	2
43	может быть это	1	2
44	не только не	1	2
45	что это не	1	2
46	было бы сказать	1	2
47	мы видим что	1	2
48	и в сущности	1	1
49	что в результате	1	1
50	то что должно	1	1
51	мы уже говорили	1	1
52	в драме и	1	1
53	какой бы то	1	1
54	том что это	1	1
55	по отношению к	11	1
56	равно как и	1	1
57	подобно тому как	3	1
58	он может быть	2	1
59	мы должны перейти	1	1
60	в том и	1	1
61	бы герой был	1	1
62	так и тут	1	1
63	же как и	1	1
64	потому что не	1	1
65	мы не можем	1	1
66	он все же	1	1
67	он делает в	1	1
68	тому что в	1	1
69	смысл и тон	1	1
70	в той же	3	1
71	книг и статей	1	1
72	бы то ни	3	1
73	у него не	1	1
74	что все эти	1	1
75	только то что	2	1
76	но он не	1	1
77	и другом случае	1	1
78	что она не	2	1
79	том и другом	1	1
80	то же время	7	1
81	и не может	2	1
82	если бы герой	1	1
83	на этот вопрос	1	1
84	что весь этот	1	1
85	который мы условно	1	1
86	в которой раскрывается	1	1
87	с этой точки	1	1
88	вот что говорит	1	1
89	все это в	1	1
90	то что может	1	1
91	между материалом и	1	1
92	всего романа в	1	1
93	ни в одном	1	1
94	в художественном произведении	1	1
95	то ни было	2	1
96	на первый взгляд	1	1
97	и в то	3	1
98	это не так	1	1
99	в полном смысле	1	1
100	с ним и	3	1
101	и других для	1	1
102	перед нами в	1	1
103	потому что именно	1	1
104	дело в том	1	1
105	друг к другу	1	1
106	прямо сказать что	1	1
107	полном смысле этого	1	1
108	как бы в	2	1
109	что мы видим	1	1
110	не в одном	1	1
111	придется обращаться к	1	1
112	оно может быть	1	1
113	построения всего романа	1	1
114	ставит нас перед	1	1
115	у него в	1	1
116	не может быть	3	1
117	что в сущности	1	1
118	бы это было	1	1
119	то есть в	3	1
120	этой точки зрения	1	1
121	и никогда не	1	1
122	ни одна из	1	1
123	не только в	1	1
124	можно сказать что	2	1
125	это было так	1	1
126	в этом смысле	9	1
127	и есть та	1	1
128	в то же	7	1
129	как мы уже	2	1
130	даже в пределах	1	1
131	было так то	1	1
132	мире таким образом	1	1
133	и показывает как	1	1
134	героя и его	2	1
135	если бы это	1	1
136	что и в	1	1
137	она не может	1	1
138	как бы он	1	1
139	точку зрения на	1	1
140	нам кажется что	2	1
