N	2gram	Medvedev_F_3	Myshleni
1	и в	27	28
2	в том	7	28
3	то что	8	28
4	в этом	18	27
5	в развитии	1	24
6	того что	3	24
7	потому что	7	22
8	том что	4	19
9	не может	24	19
10	таким образом	18	18
11	что он	6	18
12	только в	8	18
13	что в	8	17
14	не только	9	16
15	так же	9	15
16	точки зрения	16	13
17	может быть	25	13
18	с помощью	8	13
19	сказать что	3	13
20	тому что	3	11
21	и не	30	11
22	что мы	1	11
23	как бы	8	11
24	но не	5	10
25	по отношению	3	10
26	с точки	14	10
27	в отношении	2	10
28	того чтобы	5	10
29	к тому	4	10
30	как мы	8	10
31	так как	9	10
32	от того	2	10
33	но и	10	10
34	отношению к	3	10
35	было бы	6	9
36	в процессе	15	9
37	в школьном	1	9
38	мы можем	4	9
39	перехода от	1	9
40	между собой	4	9
41	в самом	11	8
42	мы видели	4	8
43	тем самым	1	8
44	никогда не	5	8
45	тем что	5	8
46	для того	4	8
47	еще не	6	8
48	как известно	1	7
49	того же	3	7
50	то же	15	7
51	в сущности	2	7
52	в своем	2	7
53	с самого	1	7
54	он не	1	7
55	в нем	15	7
56	самого начала	1	7
57	можно было	1	7
58	если бы	12	7
59	мы видим	1	7
60	и других	1	7
61	там где	7	7
62	вместе с	6	7
63	между ними	15	7
64	же как	3	6
65	мы не	4	6
66	и как	4	6
67	как и	14	6
68	для него	1	6
69	к предмету	1	6
70	тогда когда	4	6
71	же самое	3	6
72	так и	21	6
73	и что	3	6
74	можно сказать	3	6
75	его в	7	6
76	так что	1	6
77	как раз	8	6
78	в области	2	6
79	вообще не	2	6
80	к другой	1	6
81	в то	7	6
82	том же	1	5
83	в зависимости	5	5
84	а другой	1	5
85	из того	1	5
86	зависимости от	5	5
87	и на	3	5
88	он умеет	1	5
89	но в	6	5
90	то в	2	5
91	в этой	2	5
92	и тем	3	5
93	с тем	7	5
94	того как	1	5
95	в разных	1	5
96	с другом	1	5
97	не могут	10	5
98	могут быть	4	5
99	языка и	1	5
100	в пределах	8	5
101	это не	3	5
102	на развитие	1	5
103	друг с	1	5
104	и все	8	5
105	не иначе	1	4
106	и то	1	4
107	переход от	1	4
108	в первом	1	4
109	к другому	2	4
110	отношения между	2	4
111	той же	3	4
112	мы имеем	1	4
113	совпадает с	2	4
114	мы и	3	4
115	в каждой	1	4
116	во всех	3	4
117	только тогда	1	4
118	в одной	5	4
119	в той	3	4
120	с этим	1	4
121	в себе	3	4
122	в нашем	1	4
123	на то	1	4
124	в понятии	1	4
125	на этом	2	4
126	и того	1	4
127	одного и	1	4
128	но если	2	4
129	возможны только	1	4
130	от одной	1	4
131	знаем что	2	4
132	не в	12	4
133	в сознании	1	4
134	оно не	3	4
135	что при	1	4
136	своего развития	1	4
137	на основе	1	4
138	как по	1	4
139	ясно что	3	4
140	связь между	4	4
141	что и	2	4
142	именно в	1	4
143	в качестве	1	4
144	и обратно	1	4
145	мы знаем	4	4
146	не совпадают	1	4
147	друг друга	5	4
148	и следовательно	3	4
149	в частности	1	4
150	к понятию	1	4
151	они не	4	4
152	ту же	2	3
153	отношения к	2	3
154	это и	2	3
155	с его	2	3
156	из этих	2	3
157	видели что	2	3
158	очевидно что	2	3
159	значение для	1	3
160	связи и	2	3
161	независимо от	5	3
162	как в	4	3
163	хотя и	1	3
164	от этого	2	3
165	остановиться на	1	3
166	при этом	8	3
167	одной и	2	3
168	возможно только	2	3
169	и по	1	3
170	в каждом	5	3
171	должен был	1	3
172	в ином	1	3
173	в них	3	3
174	восприятия и	1	3
175	и широта	1	3
176	в их	1	3
177	и той	1	3
178	что решение	1	3
179	для данного	4	3
180	от более	1	3
181	по себе	4	3
182	является как	1	3
183	каждого отдельного	1	3
184	до известной	2	3
185	в основе	3	3
186	только не	2	3
187	больше чем	1	3
188	связи с	5	3
189	этом отношении	3	3
190	лежит в	1	3
191	отличается от	2	3
192	совершается в	3	3
193	только то	3	3
194	в себя	1	3
195	но мы	1	3
196	те же	3	3
197	по мере	1	3
198	и здесь	1	3
199	развития как	2	3
200	до сих	1	3
201	в его	7	3
202	и только	2	3
203	слов и	4	3
204	все время	6	3
205	один из	1	3
206	и его	19	3
207	есть в	1	3
208	понятие может	1	3
209	этого понятия	1	3
210	в нашей	1	3
211	до конца	4	3
212	от понятия	1	3
213	нуждается в	3	3
214	в первую	1	3
215	только к	1	3
216	связано с	2	3
217	и составляет	1	3
218	зависит от	1	3
219	а не	17	3
220	совершенно очевидно	1	3
221	на фоне	3	3
222	как это	4	3
223	требует от	1	3
224	для одного	1	3
225	сих пор	1	3
226	в целом	4	3
227	тем и	1	3
228	бы в	6	3
229	мы должны	2	3
230	отношении к	1	3
231	не знает	1	3
232	структуры в	1	3
233	в своих	6	3
234	и завершается	1	2
235	одним из	3	2
236	а из	1	2
237	самом деле	16	2
238	он может	2	2
239	мы уже	3	2
240	с более	1	2
241	и иной	2	2
242	что уже	2	2
243	к новой	1	2
244	так если	1	2
245	а только	1	2
246	себе и	1	2
247	что они	5	2
248	что именно	5	2
249	прежде всего	4	2
250	все же	6	2
251	является тем	1	2
252	не являются	2	2
253	не совпадает	1	2
254	мы ощущаем	1	2
255	между двумя	1	2
256	как таковое	1	2
257	все эти	6	2
258	в последнее	1	2
259	если он	1	2
260	ключ к	1	2
261	к одному	1	2
262	этого вопроса	1	2
263	с этой	1	2
264	этим самым	2	2
265	с другими	1	2
266	раз он	1	2
