N	3gram	Vinokur_St_3	Literetu
1	в том что	11	11
2	так или иначе	1	8
3	состоит в том	3	5
4	то же время	3	5
5	в то же	3	5
6	не только в	3	4
7	в связи с	3	4
8	прежде всего в	3	3
9	с этой точки	1	3
10	в русской литературе	1	3
11	этой точки зрения	1	3
12	может быть это	3	3
13	в том же	1	3
14	не говоря уже	1	2
15	с точки зрения	4	2
16	в этом отношении	4	2
17	с одной стороны	2	2
18	во всяком случае	4	2
19	уже в году	1	2
20	о том что	4	2
21	тем не менее	2	2
22	том что не	1	1
23	а иной раз	1	1
24	во время чумы	2	1
25	может быть назван	2	1
26	как например в	4	1
27	то что я	2	1
28	между этими тремя	1	1
29	иметь в виду	1	1
30	а не в	1	1
31	между прочим и	1	1
32	в русской поэзии	2	1
33	на самом деле	1	1
34	маленьких трагедий на	1	1
35	на то что	3	1
36	во многих случаях	1	1
37	том что он	1	1
38	начале xix века	3	1
39	в одной из	1	1
40	на мой взгляд	1	1
41	между тем как	2	1
42	в наше время	1	1
43	моцарта и сальери	2	1
44	на основе общей	1	1
45	можно было бы	1	1
46	а то и	1	1
47	тот или иной	1	1
48	в лучшем случае	1	1
49	по крайней мере	4	1
50	по этому поводу	2	1
51	характеризуется тем что	1	1
52	и в частности	1	1
53	а как бы	1	1
54	и мн др	1	1
55	в самом деле	1	1
56	говоря уже о	1	1
57	в начале xix	3	1
58	и в этом	2	1
59	по большей части	1	1
60	а с другой	2	1
61	но может быть	1	1
62	все более и	2	1
63	борисе годунове и	1	1
64	хотя бы на	1	1
65	говорил что не	1	1
66	в этом и	1	1
67	представляют собой лишь	1	1
68	с другой стороны	4	1
69	места в рамках	1	1
70	тем что в	2	1
71	не может быть	5	1
72	на вопрос что	1	1
73	нельзя сказать что	2	1
74	как в наше	1	1
75	в борисе годунове	38	1
76	вот в каком	1	1
77	в свою очередь	1	1
78	до сих пор	2	1
79	с самого начала	2	1
80	и у пушкина	1	1
81	более и более	2	1
82	но все же	2	1
83	тем более что	2	1
84	своих современников в	1	1
85	по этому пути	1	1
86	в стихах и	1	1
87	может быть он	1	1
