N	3gram	Vygotskiy__6	EvropaiC
1	в том что	19	16
2	до сих пор	3	12
3	по отношению к	10	10
4	друг с другом	5	9
5	с точки зрения	10	8
6	на самом деле	1	7
7	а и в	1	7
8	мы знаем что	3	7
9	на то что	4	7
10	друг от друга	1	6
11	для того чтобы	8	6
12	в самом деле	1	5
13	по сравнению с	14	5
14	в своем развитии	4	4
15	в этом случае	2	4
16	совершенно так же	1	4
17	в этой области	2	4
18	с другой стороны	2	4
19	не может быть	2	4
20	тот факт что	1	4
21	тем не менее	1	4
22	в конце концов	1	4
23	и того же	4	3
24	не может не	1	3
25	в настоящее время	1	3
26	одного и того	4	3
27	в том же	2	3
28	и то что	2	3
29	так же как	6	3
30	в данном случае	1	3
31	в связи с	2	3
32	заключается в том	5	3
33	не в состоянии	2	2
34	но так как	1	2
35	том что развитие	1	2
36	в том и	1	2
37	принять во внимание	2	2
38	как и все	1	2
39	только то что	2	2
40	то очевидно что	1	2
41	он не может	1	2
42	несмотря на то	2	2
43	вместе с тем	2	2
44	из того же	1	2
45	именно потому что	2	2
46	с одной стороны	1	2
47	друг к другу	3	2
48	как и в	1	2
49	в свою очередь	1	2
50	ничего общего с	1	2
51	того что все	1	1
52	и в конце	1	1
53	тогда когда оно	1	1
54	нет и не	1	1
55	с большим трудом	1	1
56	иначе обстоит дело	1	1
57	с этим понятием	1	1
58	не только по	1	1
59	психологической точки зрения	1	1
60	на том же	1	1
61	то время как	5	1
62	так как эта	1	1
63	не раньше чем	1	1
64	в этом пункте	1	1
65	так что в	1	1
66	никак не может	1	1
67	то же самое	6	1
68	идет сверху вниз	2	1
69	таким образом оказывается	1	1
70	того чтобы ответить	1	1
71	только в том	1	1
72	и не может	2	1
73	в лучшем случае	1	1
74	что он может	1	1
75	в зависимости от	5	1
76	заключают в себе	1	1
77	для этого нужно	1	1
78	является одним из	1	1
79	лишь тогда когда	1	1
80	что все эти	2	1
81	независимо от того	2	1
82	из того что	3	1
83	том числе и	1	1
84	никакой роли в	1	1
85	на каждом шагу	1	1
86	по тем же	1	1
87	точно так же	1	1
88	но мы знаем	1	1
89	как известно в	1	1
90	их отношение к	1	1
91	в равной мере	1	1
92	что во всех	1	1
93	то обстоятельство что	1	1
94	во внимание что	1	1
95	в том или	1	1
96	своем развитии и	1	1
97	всех указанных выше	1	1
98	большая или меньшая	1	1
99	в раннем детстве	1	1
100	чтобы ответить на	1	1
101	с психологической точки	1	1
102	состоит в том	2	1
103	в его сознании	1	1
104	сохраняет свою силу	2	1
105	высших и низших	1	1
106	приводит к тому	1	1
107	и пришла к	1	1
108	исходит из того	1	1
109	в этом и	1	1
110	но вместе с	1	1
111	и той же	3	1
112	том и в	1	1
113	есть в этом	1	1
114	вместо того чтобы	2	1
115	что при этом	1	1
116	в широком смысле	1	1
117	остается в силе	2	1
118	и все же	1	1
119	надо сказать что	1	1
120	мы сказали выше	1	1
121	но с другой	1	1
122	таким образом мы	2	1
123	же самое что	1	1
124	в то время	6	1
125	том же направлении	2	1
126	смысле этого слова	1	1
127	с самого начала	7	1
128	не только не	2	1
129	отношению к таким	1	1
130	мы видели что	3	1
131	которые могут быть	1	1
132	этой области не	1	1
133	в другом случае	1	1
134	в том числе	1	1
135	к тому что	7	1
136	одной и той	3	1
137	как мы видели	4	1
138	выйти из этого	1	1
139	те же самые	3	1
140	только тогда когда	1	1
141	как мы знаем	1	1
142	как бы он	1	1
143	том что оно	3	1
144	и в другом	1	1
