N	2gram	Propp_Isto_5	Dialekti
1	и не	11	30
2	по себе	2	25
3	т е	16	25
4	и т	20	21
5	т д	18	19
6	и в	25	18
7	точки зрения	2	17
8	ничего не	2	17
9	может быть	17	17
10	и есть	1	16
11	в нем	7	16
12	не имеет	1	15
13	так что	2	15
14	потому что	7	14
15	значит что	2	14
16	а не	2	14
17	не только	13	13
18	и даже	1	13
19	то что	7	13
20	что в	8	13
21	в этом	10	12
22	было бы	1	12
23	с точки	1	12
24	если бы	2	12
25	и что	8	12
26	что миф	2	12
27	не может	6	12
28	в мифе	7	12
29	что это	5	11
30	в себе	1	11
31	что он	22	11
32	так как	11	11
33	как бы	2	11
34	это значит	2	11
35	все это	4	11
36	то же	4	10
37	несмотря на	2	10
38	что такое	1	10
39	прежде всего	6	10
40	сказать что	2	10
41	отнюдь не	1	9
42	это не	6	9
43	том что	8	9
44	никогда не	3	9
45	в том	6	9
46	ясно что	5	8
47	но это	7	8
48	в каком	1	8
49	к нему	3	8
50	совершенно не	2	8
51	также и	1	7
52	и как	3	7
53	то в	2	7
54	что она	1	7
55	что не	1	7
56	вовсе не	2	7
57	но и	13	7
58	сам по	1	6
59	его не	3	6
60	хотя бы	1	6
61	не то	1	6
62	но в	1	6
63	с другой	9	6
64	и вот	1	6
65	не в	6	6
66	она не	2	6
67	в то	3	6
68	думают что	2	6
69	с ним	4	6
70	никак не	1	6
71	можно сказать	2	6
72	не было	1	6
73	ни на	1	6
74	я не	1	5
75	и он	6	5
76	отношение к	1	5
77	в своем	1	5
78	все же	10	5
79	себе не	1	5
80	в противоположность	1	5
81	на то	2	5
82	и с	3	5
83	что оно	1	5
84	и мы	2	5
85	а потом	1	5
86	в этих	6	5
87	но если	1	5
88	в виду	1	5
89	в дальнейшем	4	5
90	как же	1	5
91	мы должны	4	5
92	он сам	1	5
93	само по	1	5
94	в особенности	3	5
95	говорит о	2	5
96	и пр	3	5
97	есть и	1	5
98	а в	3	5
99	почти всегда	1	4
100	то это	3	4
101	об этом	2	4
102	как таковой	1	4
103	смысл и	1	4
104	и более	1	4
105	миф и	1	4
106	на всю	1	4
107	что эта	1	4
108	это мы	1	4
109	же время	1	4
110	к ней	1	4
111	к тому	1	4
112	как мы	5	4
113	и вообще	3	4
114	о том	7	4
115	от него	1	4
116	мы видим	8	4
117	но не	5	4
118	не мешает	1	4
119	в котором	1	4
120	в конце	1	4
121	мы можем	2	4
122	не говорит	1	4
123	в мифологии	1	4
124	как это	1	4
125	или другой	1	4
126	есть более	1	4
127	так же	5	4
128	другой стороны	8	4
129	во всяком	1	4
130	самом деле	2	3
131	должна быть	1	3
132	этот обряд	6	3
133	есть не	1	3
134	в ней	5	3
135	на самом	1	3
136	если в	3	3
137	что они	1	3
138	стороны и	1	3
139	говорит что	1	3
140	конечно не	1	3
141	от этого	4	3
142	в самом	1	3
143	из мифа	1	3
144	та же	1	3
145	он не	4	3
146	всех этих	1	3
147	и еще	1	3
148	но все	5	3
149	и вы	1	3
150	в их	1	3
151	даже в	2	3
152	в основе	1	3
153	иметь в	1	3
154	в науке	1	3
155	в сознании	1	3
156	уже и	2	3
157	ли это	1	3
158	могут быть	6	3
159	его с	1	3
160	указывает на	1	3
161	утверждать что	1	3
162	и о	1	3
163	что и	6	3
164	может иметь	1	3
165	один из	2	3
166	но с	1	3
167	только в	7	3
168	даже если	1	3
169	только на	1	3
170	или иной	1	3
171	даже не	1	3
172	и из	3	3
173	еще и	1	3
174	что для	1	3
175	и потому	2	3
176	в данном	3	3
177	в его	12	3
178	и все	3	3
179	у них	1	3
180	или нет	1	3
181	бы в	1	3
182	только что	1	3
183	состоит из	3	3
184	жизни и	2	3
185	думать что	1	3
186	же как	4	2
187	и мифа	1	2
188	что уже	1	2
189	вопрос о	2	2
190	время как	1	2
191	мы и	2	2
192	не нужно	1	2
193	быть в	1	2
194	то мы	1	2
195	но как	1	2
196	и всякий	1	2
197	нужно быть	1	2
198	себе и	1	2
199	относится к	1	2
200	с этим	5	2
201	что как	1	2
202	что касается	1	2
203	он на	2	2
204	мы получаем	1	2
205	не был	1	2
206	все эти	8	2
207	дальше и	1	2
208	связанные с	2	2
209	в виде	9	2
210	не как	4	2
211	на этом	3	2
212	это было	2	2
213	с другими	4	2
214	предметы в	1	2
215	чаще всего	1	2
216	но уже	3	2
217	мы имеем	14	2
218	с этой	2	2
219	как и	7	2
220	одна и	1	2
221	для чего	1	2
222	до сих	2	2
223	и тогда	1	2
224	и при	2	2
225	в своей	2	2
226	то он	1	2
227	можно найти	2	2
228	всяком случае	1	2
229	во всем	2	2
230	в которых	3	2
231	свой смысл	1	2
232	данного мифа	1	2
233	и от	1	2
234	же может	1	2
235	не знает	1	2
236	не менее	4	2
237	но они	1	2
238	как можно	2	2
239	и другое	1	2
240	как о	1	2
241	дело не	1	2
242	же он	1	2
243	из того	1	2
244	которое в	1	2
245	как только	1	2
246	и это	4	2
247	о которых	2	2
248	на нем	1	2
249	другими словами	1	2
250	идет речь	1	2
251	мог бы	1	2
252	или на	2	2
253	можно только	1	2
254	что под	1	2
255	для этого	1	2
256	по мере	2	2
257	есть миф	3	2
258	же путем	1	2
259	это может	1	2
260	эти два	1	2
261	для того	3	2
262	вслед за	1	2
263	в него	5	2
264	того что	2	2
265	же можно	4	2
266	в современной	1	2
267	что здесь	3	2
268	д и	1	2
269	и быть	2	2
270	мы увидим	5	2
271	и так	1	2
272	сказали что	1	2
273	или его	1	2
274	с одной	7	2
275	в качестве	7	2
276	же и	1	2
277	уже не	11	2
278	и у	1	2
279	то и	1	2
280	только тогда	2	2
281	следует за	2	2
282	из них	2	2
283	но есть	2	2
284	для него	1	2
285	никто не	3	2
286	холод и	1	2
287	дальше в	1	2
288	ее на	1	2
289	были бы	1	2
290	со стороны	2	2
291	как у	2	2
292	что человек	1	2
293	тот кто	7	2
294	здесь в	1	2
295	а с	1	2
296	с ней	2	2
297	только как	1	2
298	о чем	2	2
299	стороны в	1	2
300	в частности	7	2
301	пространства и	1	2
302	как в	6	2
303	одной стороны	7	2
304	ни от	1	2
305	еще не	8	2
306	такой же	2	2
307	сих пор	2	2
308	но так	2	2
309	и для	2	2
310	всегда есть	1	2
311	характерна для	1	2
312	они были	1	2
313	и сейчас	1	2
314	себе но	1	2
315	точно так	1	2
316	в воде	1	2
317	к этому	2	2
318	этой точки	1	2
319	явлений это	1	1
320	например в	5	1
321	что образ	1	1
322	силы и	1	1
323	д или	2	1
324	человеческим голосом	1	1
325	тем же	1	1
326	есть категория	1	1
327	и могут	1	1
328	той же	1	1
329	а как	2	1
330	мы не	5	1
331	общества и	1	1
332	теперь мы	1	1
333	из этого	1	1
334	зевс или	1	1
335	есть сказка	1	1
336	на себя	3	1
337	но даже	1	1
338	же что	1	1
339	думаю что	1	1
340	пусть не	1	1
341	и этого	1	1
342	он встречается	1	1
343	однако сказать	1	1
344	от себя	2	1
345	в различных	2	1
346	бы мы	2	1
347	во всех	2	1
348	его так	1	1
349	в ее	4	1
350	не требует	1	1
351	носят одежду	1	1
352	совсем не	1	1
353	другой пример	2	1
354	заметим что	1	1
355	чем же	1	1
356	себя за	1	1
357	эта связь	2	1
358	его на	4	1
359	если на	1	1
360	дает нам	1	1
361	в связи	4	1
362	мы имели	1	1
363	вспомним что	1	1
364	в обрядах	5	1
365	когда он	2	1
366	и наконец	1	1
367	это тоже	1	1
368	говорит об	1	1
369	его к	3	1
370	как иначе	1	1
371	и к	1	1
372	следующим образом	1	1
373	есть ли	1	1
374	становится все	1	1
375	и отчасти	1	1
376	говорится в	1	1
377	и говорит	1	1
378	смерти с	1	1
379	ней и	1	1
380	в которой	4	1
381	исследователи вроде	1	1
382	он состоит	1	1
383	так в	2	1
384	часто даже	1	1
385	по боку	1	1
386	чем его	1	1
387	этого образа	1	1
388	проникает в	1	1
389	если он	1	1
390	и если	1	1
391	при этом	1	1
392	после этого	2	1
393	и эти	1	1
394	в силу	1	1
395	или другое	1	1
396	д все	1	1
397	и по	2	1
398	так например	2	1
399	него и	5	1
400	таким образом	9	1
401	по которому	3	1
402	здесь мы	5	1
403	что все	4	1
404	в состоянии	1	1
405	друг в	1	1
406	о движении	1	1
407	здесь он	2	1
408	главным образом	1	1
409	чего он	1	1
410	форма есть	1	1
411	мы уже	4	1
412	на ту	1	1
413	попытки объяснения	1	1
414	с целью	1	1
415	когда уже	2	1
416	его в	9	1
417	ли он	2	1
418	с неба	1	1
419	можно узнать	1	1
420	уже знаем	1	1
421	а это	1	1
422	и тем	4	1
423	не соответствует	1	1
424	еще одно	1	1
425	в жизни	1	1
426	другое то	1	1
427	из нее	2	1
428	люди не	1	1
429	он является	1	1
