N	3gram	Losev_Dial_3	Vladivir
1	в том что	3	9
2	в связи с	1	8
3	во всяком случае	2	6
4	в то время	4	6
5	тем не менее	10	6
6	по крайней мере	5	4
7	содержит в себе	1	4
8	более или менее	1	3
9	с точки зрения	14	3
10	в то же	1	3
11	точно так же	2	3
12	не в том	1	3
13	так или иначе	2	3
14	то же время	1	3
15	о том что	5	3
16	никакого отношения к	1	3
17	можно и нужно	1	2
18	хотя и не	2	2
19	не говоря уже	2	2
20	на то что	3	2
21	на первый план	4	2
22	и что можно	1	2
23	говоря уже о	2	2
24	кроме того и	1	2
25	сам по себе	5	2
26	в данном случае	1	2
27	или по крайней	1	2
28	в последнее время	1	2
29	не имеет никакого	1	2
30	а то что	1	2
31	само по себе	5	2
32	но что это	2	1
33	что иное как	6	1
34	нет и никакого	1	1
35	не было ни	2	1
36	ни к чему	1	1
37	потому что в	1	1
38	ни за что	1	1
39	и во всяком	1	1
40	и в частности	1	1
41	мы уже сказали	1	1
42	если он хочет	1	1
43	но то что	2	1
44	но даже и	2	1
45	и по существу	1	1
46	другими словами здесь	1	1
47	крайней мере в	3	1
48	прочего и прежде	2	1
49	той же самой	1	1
50	то что с	1	1
51	он не может	2	1
52	совершенно ничего не	1	1
53	как раз и	3	1
54	и кроме того	1	1
55	до сих пор	1	1
56	у вас в	1	1
57	по существу своему	1	1
58	и в то	1	1
59	зрения с которой	1	1
60	бы то ни	1	1
61	в этом отношении	1	1
62	не о чем	1	1
63	от всего прочего	5	1
64	бога не было	1	1
65	на первом плане	1	1
66	совершенно нет никакой	1	1
67	и тем не	2	1
68	а кроме того	1	1
69	и с этой	2	1
70	в ней не	1	1
71	чем же тут	1	1
72	было бы и	1	1
73	не содержит в	1	1
74	и как бы	1	1
75	то время как	4	1
76	которых он не	1	1
77	оснований думать что	1	1
78	это конечно не	1	1
79	он дает в	1	1
80	и в котором	1	1
81	вы не знаете	1	1
82	и в том	1	1
83	а пока только	1	1
84	при чем же	1	1
85	не может быть	6	1
86	в споре с	1	1
87	всего прочего и	2	1
88	и без всяких	1	1
89	по вопросу об	1	1
90	и ни в	1	1
91	нет никаких логических	1	1
92	это кроме того	1	1
93	точки зрения совершенно	1	1
94	к чему не	1	1
95	того что он	3	1
96	где на первом	1	1
97	имеет никакого отношения	1	1
98	связи с этим	1	1
99	прежде всего от	3	1
100	не забудем что	1	1
101	это значит что	21	1
102	точки зрения можно	1	1
103	и прежде всего	3	1
104	в самом деле	5	1
105	с этой стороны	1	1
106	только тогда когда	3	1
107	к нему с	1	1
108	точка зрения с	1	1
109	для нас в	2	1
110	и больше ничего	4	1
111	не что иное	6	1
112	самом деле если	1	1
113	но тем что	1	1
114	это не только	1	1
115	в сравнении с	3	1
116	к тому же	2	1
117	и т д	23	1
