N	3gram	Potebnia_M_1	Tvorches
1	в то же	3	13
2	то же время	3	12
3	в том что	13	6
4	о том что	1	5
5	дело в том	2	3
6	и все же	1	3
7	с самого начала	3	3
8	на самом деле	1	2
9	и т п	2	2
10	точно так же	1	2
11	по крайней мере	2	2
12	не только в	3	2
13	там же с	7	2
14	тем не менее	6	2
15	дойти до того	1	1
16	что иное как	2	1
17	таким образом уже	1	1
18	потому что не	4	1
19	следовало бы искать	1	1
20	и того же	2	1
21	имеют для них	1	1
22	может быть назван	1	1
23	по отношению к	13	1
24	до сих пор	1	1
25	сами по себе	1	1
26	друг на друга	1	1
27	что как бы	1	1
28	что в одном	1	1
29	только то что	1	1
30	не могут быть	2	1
31	то что в	1	1
32	бы то ни	2	1
33	к которому стремится	1	1
34	заключает в себе	2	1
35	не одну свою	1	1
36	мы должны с	1	1
37	то и другое	2	1
38	вследствие этого в	1	1
39	все более и	2	1
40	мысли и чувства	1	1
41	и что в	3	1
42	могут быть названы	2	1
43	то ни было	1	1
44	с одной стороны	3	1
45	но при этом	1	1
46	и как бы	3	1
47	не только для	2	1
48	между человеком и	2	1
49	в связи с	1	1
50	тесно связанные с	1	1
51	нет ли в	1	1
52	потому что я	1	1
53	по себе а	1	1
54	заключается в том	1	1
55	если же в	1	1
56	в свою очередь	4	1
57	от мысли и	1	1
58	это значит что	1	1
59	очень важную роль	1	1
60	более и более	2	1
61	с другой стороны	5	1
62	в один момент	1	1
63	одного и того	2	1
64	в современном человеке	1	1
65	так как и	1	1
66	но это не	1	1
67	важную роль в	1	1
68	не что иное	2	1
69	к тому что	2	1
70	понимается им как	1	1
71	как и в	2	1
72	не имеют для	1	1
73	не так как	1	1
74	и т д	4	1
