N	2gram	Berdyaev_N_1	Myslijsy
1	потому что	4	33
2	то что	4	29
3	может быть	7	26
4	в этом	7	23
5	в том	8	23
6	и в	16	23
7	и не	11	18
8	что в	9	17
9	только в	1	15
10	в себе	2	14
11	как и	7	14
12	так как	1	14
13	не было	4	12
14	а не	17	12
15	том что	2	12
16	не в	6	11
17	по себе	1	11
18	но и	3	11
19	не может	16	11
20	не только	5	10
21	тем что	1	10
22	что мы	1	10
23	и потому	4	10
24	не есть	3	9
25	мы не	2	8
26	то это	1	8
27	в своем	1	8
28	но в	2	8
29	заключает в	1	8
30	было бы	1	8
31	о том	4	8
32	сказать что	3	8
33	мы говорим	2	7
34	как в	3	7
35	с этим	2	7
36	в нем	5	7
37	в силу	1	7
38	что такое	3	7
39	мысли и	2	7
40	это не	4	7
41	и что	2	7
42	с тем	3	7
43	могут быть	2	7
44	и к	5	6
45	в которой	1	6
46	человеческого духа	1	6
47	когда мы	2	6
48	так и	2	6
49	что не	1	6
50	для того	1	6
51	вместе с	2	6
52	говорить о	1	5
53	хотя и	2	5
54	и мы	4	5
55	должно быть	4	5
56	не менее	4	5
57	с ним	1	5
58	не имеет	4	5
59	есть только	1	5
60	к нему	1	5
61	есть в	2	5
62	уже в	1	5
63	в его	1	5
64	все это	5	5
65	а в	2	5
66	во всяком	1	5
67	только потому	1	4
68	в истории	3	4
69	думать что	2	4
70	что все	2	4
71	и с	2	4
72	с другими	1	4
73	в котором	1	4
74	сих пор	1	4
75	и более	1	4
76	в то	2	4
77	того чтобы	2	4
78	в каком	1	4
79	быть может	4	4
80	можно сказать	1	4
81	что он	1	4
82	хотя бы	2	4
83	от того	1	4
84	до сих	1	4
85	так же	2	4
86	мысли но	1	4
87	в той	1	4
88	и все	4	4
89	есть уже	1	4
90	человека и	3	3
91	переход от	1	3
92	и есть	10	3
93	и до	1	3
94	слова в	1	3
95	мы уже	1	3
96	еще до	2	3
97	еще не	3	3
98	и на	2	3
99	в самом	1	3
100	все эти	2	3
101	к одному	1	3
102	нашего времени	2	3
103	в нее	1	3
104	на нее	1	3
105	не будет	7	3
106	том случае	1	3
107	лишь в	6	3
108	в них	4	3
109	не всегда	1	3
110	но это	6	3
111	их в	1	3
112	говорим что	1	3
113	есть всегда	1	3
114	никогда не	6	3
115	должны быть	1	3
116	к тому	3	3
117	мы в	1	3
118	в виду	1	3
119	и только	1	3
120	уже не	2	3
121	и их	1	3
122	всяком случае	1	3
123	и из	1	3
124	нельзя сказать	1	3
125	до этого	1	3
126	все более	1	3
127	нет ничего	1	3
128	нашей мысли	1	3
129	это есть	7	3
130	о человеке	1	3
131	в смысле	2	3
132	в этих	1	3
133	давно уже	1	3
134	и вместе	1	3
135	можно лишь	1	2
136	оно есть	1	2
137	я не	2	2
138	есть вместе	1	2
139	в ней	5	2
140	то он	1	2
141	значение и	1	2
142	к ним	3	2
143	жизни к	4	2
144	из этих	1	2
145	что она	2	2
146	он не	8	2
147	не значит	3	2
148	том и	2	2
149	подобно тому	3	2
150	человека в	1	2
151	значительной степени	1	2
152	в мире	3	2
153	это было	3	2
154	человек не	1	2
155	вопрос о	3	2
156	сами по	1	2
157	она не	3	2
158	мысли в	2	2
159	в сущности	1	2
160	мысли как	1	2
161	к ней	1	2
162	и мысли	1	2
163	и его	1	2
164	в более	1	2
165	сами не	1	2
166	в области	1	2
167	у нас	1	2
168	не могут	1	2
169	и вполне	1	2
170	оно не	1	2
171	но сама	1	2
172	и это	2	2
173	не существует	3	2
174	не могу	1	2
175	в ее	3	2
176	духа и	3	2
177	и когда	1	2
178	в образе	1	2
179	можно было	2	2
180	не с	1	2
181	что его	1	2
182	все в	1	2
183	но нет	1	2
184	может иметь	1	2
185	время когда	1	2
186	которым оно	1	2
187	в обществе	2	2
188	конечно не	3	2
189	и у	1	2
190	в большинстве	1	2
191	большинстве случаев	1	2
192	что будет	1	2
193	друг друга	1	2
194	не были	1	2
195	и даже	2	2
196	с другой	3	2
197	в свою	1	2
198	и быть	1	2
199	было и	1	2
200	стремится к	3	2
201	превращается в	1	2
202	есть лишь	4	2
203	как ни	1	2
204	равно как	2	2
205	другая сторона	1	2
206	только для	1	2
207	по своему	4	2
208	тому как	3	2
209	эту мысль	1	2
210	своем развитии	1	2
211	в состоянии	1	2
212	том смысле	1	2
213	быть не	1	2
214	в это	1	2
215	никогда еще	1	2
216	и для	4	2
217	чтобы понять	1	2
218	мы должны	1	2
219	ни к	2	2
220	во время	1	2
221	есть и	1	2
222	все что	1	2
223	можно назвать	2	2
224	также что	1	1
225	нужно помнить	1	1
226	связана с	2	1
227	того же	1	1
228	он может	1	1
229	должна быть	3	1
230	со всех	4	1
231	большую роль	4	1
232	к новой	1	1
233	о формах	1	1
234	и другая	1	1
235	из глубины	2	1
236	зависимости от	1	1
237	всех сторон	4	1
238	это время	1	1
239	устарели и	1	1
240	в xix	1	1
241	на них	1	1
242	себя а	1	1
243	быть в	2	1
244	в чем	1	1
245	во всех	3	1
246	движение вперед	1	1
247	но не	2	1
248	в новом	2	1
249	нужно быть	1	1
250	отличие от	1	1
251	нет и	2	1
252	в известном	1	1
253	что совершается	1	1
254	что нет	1	1
255	духа в	2	1
256	а во-вторых	1	1
257	и через	1	1
258	он в	1	1
259	в этой	1	1
260	дальше и	1	1
261	быть только	1	1
