N	3gram	Vygotskiy__2	Mirosoze
1	не может быть	8	8
2	для того чтобы	13	4
3	что и в	3	4
4	что иное как	1	3
5	же как и	1	3
6	до сих пор	5	3
7	к тому что	2	3
8	так же как	4	3
9	от того что	1	3
10	в высшей степени	1	3
11	она никогда не	1	3
12	потому что она	2	3
13	есть не что	1	3
14	не что иное	1	3
15	и той же	4	2
16	как и всегда	1	2
17	подобно тому как	2	2
18	есть по преимуществу	1	2
19	потому что он	1	2
20	есть один из	1	2
21	и никогда не	2	2
22	так как он	1	2
23	и та же	1	2
24	одна и та	1	2
25	в отношении к	3	2
26	о том что	4	2
27	одной и той	4	2
28	как и в	2	2
29	и те же	2	2
30	после того как	1	2
31	в россии и	1	2
32	в том что	17	2
33	мы увидим что	1	2
34	том что в	2	1
35	а между тем	1	1
36	жизнь и судьба	1	1
37	потому что в	1	1
38	оно не может	1	1
39	мыслей и чувств	1	1
40	и на деле	1	1
41	том что он	3	1
42	по своему значению	1	1
43	с точки зрения	10	1
44	а не к	1	1
45	сам по себе	4	1
46	что он не	2	1
47	но и в	1	1
48	на что не	1	1
49	как детскую игру	1	1
50	в этом отношении	5	1
51	до конца к	1	1
52	разрушения мира и	1	1
53	во всех своих	1	1
54	что в самых	1	1
55	на то что	6	1
56	он никогда не	1	1
57	а не только	1	1
58	не потому что	1	1
59	он всю жизнь	2	1
60	но и это	1	1
61	делает то же	1	1
62	не есть еще	1	1
63	ни к какому	1	1
64	склонен думать что	1	1
65	по сравнению с	2	1
66	что он сам	1	1
67	его во всех	1	1
68	одни и те	2	1
69	ни на что	1	1
70	и в основе	1	1
71	к которой мы	1	1
72	но так как	2	1
73	другом и в	1	1
74	лежит в основе	1	1
75	нет ничего кроме	1	1
76	только с другой	1	1
77	но он не	1	1
78	того чтобы сделать	1	1
79	из нее одной	1	1
80	между тем в	1	1
81	ничего подобного нет	1	1
82	если бы не	1	1
83	на самом деле	5	1
84	то же что	2	1
85	в конце концов	3	1
86	том что все	1	1
87	именно потому что	1	1
