N	3gram	Losev_Prob_3	Dialekti
1	и т д	13	19
2	с точки зрения	2	12
3	миф не есть	1	11
4	это значит что	2	9
5	ни в каком	4	8
6	сама по себе	8	8
7	в том что	9	7
8	не есть ни	3	6
9	сам по себе	6	6
10	само по себе	3	5
11	по себе не	1	5
12	можно было бы	3	4
13	по крайней мере	5	4
14	одно и то	3	4
15	так как она	1	4
16	и то же	4	4
17	с другой стороны	5	4
18	в каком случае	2	4
19	той или другой	4	4
20	на то что	1	4
21	в то же	4	4
22	потому что он	4	3
23	только потому что	2	3
24	ровно ничего не	2	3
25	более или менее	1	3
26	имеет ничего общего	3	3
27	да и то	2	3
28	не нуждается в	1	3
29	не имеет никакого	3	3
30	только то что	2	3
31	что в нем	1	3
32	может быть и	3	3
33	не значит что	2	3
34	в конце концов	3	3
35	и в этом	6	3
36	иметь в виду	1	3
37	не может быть	5	3
38	содержит в себе	3	3
39	та или иная	3	3
40	ничего общего с	2	3
41	можно сказать что	2	3
42	не имеет ничего	3	3
43	той или иной	8	3
44	т д и	4	2
45	мы говорим что	1	2
46	то это значит	2	2
47	на самом деле	2	2
48	содержат в себе	1	2
49	есть он сам	1	2
50	мы находим в	2	2
51	до сих пор	2	2
52	и то и	1	2
53	что он не	1	2
54	по себе и	1	2
55	потому что и	1	2
56	не было бы	3	2
57	и даже просто	1	2
58	тех или других	1	2
59	точно так же	3	2
60	то или иное	2	2
61	то и другое	1	2
62	и состоит из	1	2
63	то в чем	1	2
64	и в частности	2	2
65	говорит ни о	1	2
66	не просто как	2	2
67	с одной стороны	1	2
68	несет на себе	2	2
69	по сравнению с	2	2
70	или по крайней	4	2
71	не что-нибудь иное	1	2
72	друг к другу	1	2
73	во всяком случае	6	2
74	не говорит ни	1	2
75	ни в чем	2	2
76	если иметь в	1	2
77	ничто не мешает	2	2
78	с той или	5	2
79	по себе а	3	2
80	д и т	4	2
81	это и есть	1	2
82	о том что	3	2
83	идеи и образа	1	2
84	и ни в	2	2
85	каком случае не	1	2
86	по себе но	1	2
87	к тому что	1	2
88	это уже не	2	1
89	крайней мере в	1	1
90	а потому что	1	1
91	и есть то	1	1
92	общего ни с	1	1
93	точка зрения на	1	1
94	в чем не	2	1
95	в чистом виде	2	1
96	хотя и не	2	1
97	уже не есть	3	1
98	всякий скажет что	1	1
99	одному тому что	1	1
100	в той или	2	1
101	не содержат в	1	1
102	сказать что в	1	1
103	имеет своим предметом	2	1
104	по одному тому	1	1
105	чего не было	1	1
106	в чем же	1	1
107	заключается не в	1	1
108	взятая в чистом	1	1
109	только сказать что	1	1
110	что смысл данной	1	1
111	дело в том	3	1
112	ясно что смысл	1	1
113	то время как	4	1
114	на какую-то другую	1	1
115	должны сказать что	3	1
116	это было бы	1	1
117	о том или	1	1
118	убеждаемся в том	1	1
119	то ясно что	1	1
120	в самом деле	1	1
121	по себе она	1	1
122	но даже и	4	1
