N	2gram	Bakhtin_Fr_1	Mirosoze
1	и в	65	46
2	в нем	13	22
3	у него	1	22
4	может быть	6	21
5	в этом	15	20
6	не только	10	18
7	и не	22	18
8	никогда не	6	18
9	для него	5	18
10	но и	10	15
11	не может	3	15
12	человека в	1	14
13	как и	5	13
14	а не	1	13
15	друг друга	3	12
16	к человеку	1	12
17	прежде всего	11	12
18	потому что	5	12
19	и он	2	11
20	не было	1	11
21	но он	1	11
22	в ней	6	11
23	у нас	1	11
24	но в	14	10
25	в себе	3	10
26	он не	2	10
27	он был	2	9
28	не в	4	9
29	не знает	6	9
30	отношение к	4	8
31	в своем	8	8
32	так как	6	8
33	она не	1	8
34	как бы	22	8
35	но это	3	8
36	человека и	1	7
37	связана с	5	7
38	как в	5	7
39	и к	4	7
40	в нашем	1	7
41	в этой	4	7
42	хотя бы	1	7
43	и потому	10	7
44	и для	2	7
45	что он	3	7
46	и здесь	3	6
47	жизнь в	1	6
48	того что	2	6
49	жизни и	7	6
50	по преимуществу	1	5
51	то же	1	5
52	в самом	4	5
53	и вот	2	5
54	что все	1	5
55	в своей	5	5
56	в отношении	6	5
57	в конце	1	5
58	во всем	2	5
59	и его	10	5
60	к тому	2	5
61	и это	2	5
62	те же	1	5
63	это не	3	5
64	один из	1	5
65	в его	9	5
66	для того	1	5
67	то что	3	5
68	образ и	1	5
69	и все	5	5
70	в духе	8	5
71	жизни это	1	4
72	с его	5	4
73	его на	2	4
74	на деле	1	4
75	в жизни	4	4
76	нет в	1	4
77	том что	6	4
78	жизнь и	1	4
79	того чтобы	1	4
80	только и	1	4
81	они и	1	4
82	так и	10	4
83	уже не	3	4
84	что и	1	4
85	они не	1	4
86	до конца	2	4
87	что в	3	4
88	все что	1	4
89	народ в	1	3
90	это и	1	3
91	они были	6	3
92	начала в	4	3
93	и на	11	3
94	в чем	2	3
95	менее всего	3	3
96	человеку и	1	3
97	он в	1	3
98	как он	1	3
99	и она	1	3
100	и с	3	3
101	на все	2	3
102	его в	7	3
103	мира сего	1	3
104	с самим	1	3
105	в них	5	3
106	что было	1	3
107	не для	2	3
108	можно ли	1	3
109	принадлежат к	1	3
110	западной европы	1	3
111	по своей	3	3
112	людей и	1	3
113	себя и	1	3
114	момент в	1	3
115	было в	1	3
116	с ним	3	3
117	о том	2	3
118	и во	3	3
119	жизни он	1	3
120	в том	16	3
121	только в	7	3
122	есть в	5	3
123	тем что	1	3
124	от того	2	3
125	до сих	4	3
126	к которому	1	3
127	нет ничего	3	3
128	жизни в	5	3
129	связано со	1	3
130	сих пор	4	3
131	и от	2	3
132	отношении к	1	3
133	сказать что	6	3
134	есть и	1	3
135	в своих	5	3
136	нем нет	1	2
137	отношения к	2	2
138	в обычном	3	2
139	от этой	1	2
140	когда человек	1	2
141	поэтому он	1	2
142	который был	2	2
143	принадлежит к	1	2
144	во всех	9	2
145	по отношению	1	2
146	есть по	1	2
147	как к	1	2
148	хотя и	2	2
149	говорит что	1	2
150	есть ли	1	2
151	от этого	1	2
152	от своей	1	2
153	и этим	2	2
154	традицией и	1	2
155	в которой	1	2
156	но на	3	2
157	этот процесс	1	2
158	и если	1	2
159	на его	2	2
160	не к	2	2
161	на этом	1	2
162	с собой	1	2
163	еще более	5	2
164	лишь в	1	2
165	стоит на	1	2
166	если я	1	2
167	а за	1	2
168	в церкви	1	2
169	в этих	2	2
170	точки зрения	7	2
171	место в	1	2
172	мир и	3	2
173	но эта	2	2
174	которые в	1	2
175	есть еще	1	2
176	сам он	1	2
177	ничего не	3	2
178	природы в	1	2
179	связи с	4	2
180	в основе	8	2
181	в небытие	1	2
182	к себе	2	2
183	оно не	1	2
184	они стали	1	2
185	людей в	1	2
186	он так	2	2
187	можно было	1	2
188	еще в	1	2
189	по себе	1	2
190	в разных	1	2
191	и возможно	1	2
192	вот почему	1	2
193	и та	1	2
194	как ее	1	2
195	и глубже	1	2
196	в сущности	16	2
197	нас в	1	2
198	к нему	3	2
199	свобода и	1	2
200	способность к	1	2
201	наук и	1	2
202	но с	2	2
203	мы видим	2	2
204	между тем	5	2
205	же и	1	2
206	со своим	1	2
207	уже в	1	2
208	и других	3	2
209	и мир	1	2
210	не о	1	2
211	противоречии с	1	2
212	или иной	5	2
213	интерес к	2	2
214	уходит в	1	2
215	на людей	1	2
216	что не	2	2
217	и люди	1	2
218	превращается в	5	2
219	человеческой жизни	1	2
220	и своим	1	2
221	было для	1	2
222	перейти в	1	2
223	да и	2	2
224	сам не	1	2
225	но для	3	2
226	в более	3	2
227	в пределе	1	2
228	бы в	1	2
229	его нельзя	1	2
230	направленной на	1	2
231	отношением к	1	2
232	но этот	1	2
233	отношению к	1	2
234	и эта	3	2
235	друга нет	1	1
236	они создавали	1	1
237	раскрывается возможность	1	1
238	самом деле	3	1
239	из самых	1	1
240	человеческой души	1	1
241	проникает в	1	1
242	прошлое и	1	1
243	ведь и	1	1
244	значение но	1	1
245	в германии	2	1
246	он знает	1	1
247	мы не	1	1
248	других представителей	1	1
249	романтизма в	1	1
250	большую роль	1	1
251	большое место	1	1
252	огромное место	1	1
253	не была	2	1
254	говорить о	1	1
255	и ее	1	1
256	на мир	5	1
257	на них	2	1
258	процесс этот	1	1
259	значение и	2	1
260	уже как	1	1
261	универсализм и	3	1
262	нет и	2	1
263	в свои	1	1
264	за пределы	8	1
265	которые не	1	1
266	что раскрывается	1	1
267	или у	1	1
268	мы дадим	2	1
269	степени есть	1	1
270	с этим	1	1
271	мира в	3	1
272	он перестает	1	1
273	своей не	1	1
274	это был	1	1
275	все остальные	1	1
276	сознания в	1	1
277	и как	1	1
278	его к	2	1
279	многие из	2	1
280	для которого	1	1
281	лежит на	1	1
282	явления и	1	1
283	отказывается от	1	1
284	в целом	2	1
285	все эти	10	1
286	во многих	2	1
287	раз в	1	1
288	с народной	7	1
289	и вечной	1	1
290	на то	1	1
291	времен и	1	1
292	она становится	1	1
293	потребности в	1	1
294	перестает быть	3	1
295	природной и	2	1
296	они в	2	1
297	по ту	1	1
298	из сферы	1	1
299	начала его	1	1
300	отношений между	1	1
301	было чуждо	1	1
302	европейской культуры	3	1
303	не могли	1	1
304	и вечно	1	1
305	но все	3	1
306	значительной степени	2	1
307	человеку но	1	1
308	они должны	1	1
309	об этом	1	1
310	их и	1	1
311	самим собой	1	1
312	жизнь но	1	1
313	входит в	4	1
314	на протяжении	5	1
315	которым все	1	1
316	было бы	1	1
317	к миру	1	1
318	самостоятельное значение	1	1
319	от всякой	1	1
320	так называемого	1	1
321	она и	1	1
322	это сама	2	1
323	значит также	1	1
324	его отношения	1	1
325	и уже	1	1
326	нигде не	1	1
327	в развитии	1	1
328	остается в	1	1
329	которую он	1	1
330	от своего	2	1
331	что такое	1	1
332	можно найти	1	1
333	и без	2	1
334	не подозревает	1	1
335	с точки	3	1
336	человеком и	1	1
337	в которых	1	1
338	жизни с	1	1
339	своего рода	1	1
340	народ не	1	1
341	значение для	1	1
342	одном из	1	1
343	него не	1	1
344	вниз в	1	1
345	и более	1	1
346	их в	2	1
347	между двумя	1	1
348	был уже	1	1
349	но они	1	1
350	и именно	2	1
351	равенства и	1	1
352	в самых	1	1
353	для всего	1	1
354	земли в	1	1
355	следовательно и	1	1
356	и весь	1	1
357	судьба и	1	1
358	строя жизни	2	1
359	и вечность	2	1
360	ту сторону	1	1
361	своей природе	1	1
362	и народной	1	1
363	xix веке	1	1
364	народной стихии	1	1
365	до того	1	1
366	и искусства	4	1
367	что на	1	1
368	не потому	1	1
369	полное и	1	1
370	не могут	3	1
371	и часто	2	1
372	ее на	1	1
373	своей книге	2	1
374	лежит в	1	1
375	сама жизнь	3	1
376	отличается от	1	1
377	мир на	1	1
378	и утверждает	2	1
379	он видит	1	1
380	возрождающую силу	1	1
381	обществом и	1	1
382	в ее	3	1
383	тем в	1	1
384	говорит об	1	1
385	говорили что	2	1
386	в пределах	1	1
387	приводит к	2	1
388	роль в	2	1
389	дано в	1	1
390	в xix	1	1
391	как с	1	1
392	и сам	1	1
393	она была	3	1
394	мира и	4	1
395	но у	2	1
396	вступил в	1	1
397	разрыв с	1	1
398	в эпоху	9	1
399	на что	2	1
400	с человеком	1	1
401	в прошлое	2	1
402	связанная с	2	1
403	находится в	1	1
404	средством для	1	1
405	именно потому	1	1
406	она также	1	1
407	в самой	3	1
408	под маской	1	1
409	резком противоречии	1	1
410	в значительной	6	1
411	до известной	1	1
412	это в	4	1
413	которой мы	1	1
414	необходимый момент	1	1
415	очень важна	1	1
416	стоит и	1	1
417	нему нельзя	1	1
418	показывает как	1	1
419	и только	1	1
420	наконец в	1	1
421	он предвидит	1	1
422	и культа	2	1
423	которых они	1	1
424	ли он	1	1
425	в какой	1	1
426	это очень	2	1
427	всех его	2	1
428	начало в	4	1
429	бы ни	2	1
430	в уста	1	1
431	к какому	2	1
432	этой борьбе	1	1
433	к земле	1	1
434	и у	6	1
435	и они	1	1
436	до предела	1	1
437	и чисто	2	1
438	богатый и	1	1
439	не из	1	1
440	смысла в	1	1
441	его и	1	1
442	мир в	3	1
443	был бы	1	1
444	а потому	1	1
445	очень характерно	2	1
446	постановка проблемы	2	1
447	не находит	1	1
448	выход за	2	1
449	моментов в	1	1
450	в xx	1	1
451	человек как	1	1
452	людей не	1	1
453	теснее и	2	1
454	этом отношении	3	1
455	была только	2	1
456	протяжении всего	2	1
457	средних веков	3	1
458	правды и	1	1
459	жизнь как	1	1
460	но вся	2	1
461	не были	3	1
462	на примере	1	1
463	обычном смысле	1	1
464	с другой	3	1
465	и прежде	3	1
466	характерно для	3	1
467	во второй	2	1
468	франции он	1	1
469	в менее	2	1
470	европы но	1	1
471	у других	2	1
472	о чем	1	1
473	его собственной	1	1
474	других произведениях	2	1
475	они одинаково	1	1
476	от всех	3	1
477	знает только	2	1
478	во франции	3	1
479	люди в	1	1
480	не осталось	1	1
481	связь с	5	1
482	людей даже	1	1
483	этап в	1	1
484	ни на	2	1
485	на самом	6	1
486	xix века	5	1
487	в жизнь	1	1
488	по своему	8	1
489	в изображении	2	1
490	видит в	1	1
491	свободные от	1	1
492	это приводит	1	1
493	в той	5	1
494	в вечной	1	1
495	а между	1	1
496	плоти и	1	1
497	человеком с	1	1
498	xx веке	1	1
499	века и	6	1
500	в тот	1	1
501	такие явления	1	1
502	многих других	1	1
503	этот не	1	1
504	и народа	1	1
505	и раздвоения	1	1
506	все это	9	1
507	глубины и	1	1
508	в резком	1	1
509	которые были	1	1
510	было еще	2	1
511	культуры и	8	1
512	формы и	7	1
513	это можно	2	1
514	той или	5	1
515	ни к	2	1
516	все они	1	1
517	от всякого	2	1
518	всеми его	1	1
519	а о	1	1
520	между ними	4	1
521	с ней	1	1
522	они как	1	1
523	правды которая	1	1
524	культуры в	4	1
525	в свое	2	1
526	были и	1	1
527	сила и	1	1
528	это так	1	1
529	друга как	1	1
530	труден но	1	1
531	к этому	1	1
532	им и	1	1
533	как на	1	1
