N	3gram	Losev_Dial_2	Myslijsy
1	более или менее	2	8
2	сами по себе	3	7
3	во всяком случае	2	7
4	в том что	6	7
5	по крайней мере	9	5
6	тем не менее	2	5
7	не в состоянии	2	4
8	подобно тому как	1	4
9	по мере того	1	4
10	до сих пор	2	4
11	сам по себе	3	4
12	то и другое	1	4
13	от того что	2	4
14	мере того как	1	4
15	в одно время	2	4
16	в то время	3	4
17	в том смысле	4	4
18	что мы называем	1	3
19	то время как	3	3
20	с одной стороны	1	3
21	не могут быть	2	3
22	по себе не	3	3
23	и т п	2	3
24	как бы ни	2	3
25	и т д	15	3
26	и может быть	3	2
27	которые не могут	1	2
28	на самом деле	1	2
29	есть прежде всего	1	2
30	в таком случае	3	2
31	в чем бы	1	2
32	том смысле как	1	2
33	одно и то	4	2
34	только потому что	1	2
35	в некоторых случаях	1	2
36	то что мы	1	2
37	или по крайней	2	2
38	не в том	1	2
39	связанные с этим	1	2
40	с другой стороны	4	2
41	то же время	4	2
42	само по себе	2	2
43	не может быть	3	2
44	с самого начала	2	2
45	в этом смысле	1	2
46	в то же	3	2
47	и то же	4	2
48	сама по себе	7	2
49	только тогда когда	4	2
50	и мертвых душ	1	2
51	дает нам возможность	1	1
52	известное состояние души	1	1
53	время как в	1	1
54	но только не	1	1
55	это было бы	1	1
56	не только о	1	1
57	большей или меньшей	1	1
58	то что они	1	1
59	в таком виде	1	1
60	но даже и	1	1
61	выйти за пределы	1	1
62	том что он	1	1
63	о том как	1	1
64	т д и	2	1
65	а потому что	1	1
66	одной стороны и	1	1
67	может быть только	2	1
68	которые не то	1	1
69	и во многих	1	1
70	при других обстоятельствах	1	1
71	и то и	1	1
72	с теми которые	1	1
73	по себе и	1	1
74	бы то ни	1	1
75	но это не	2	1
76	и не может	1	1
77	а потом уже	2	1
78	бы она ни	1	1
79	со всех сторон	1	1
80	в одном неделимом	1	1
81	главным образом в	1	1
82	вместе с тем	1	1
83	не то что	1	1
84	может и не	1	1
85	пространство и время	1	1
86	она еще не	1	1
87	что есть в	1	1
88	это будет значить	1	1
89	так как это	2	1
90	в том как	1	1
91	по сравнению с	1	1
92	в каждом человеке	1	1
93	того что она	1	1
94	мы в этом	1	1
95	все же не	1	1
96	в связи с	4	1
97	из этих последних	1	1
98	есть не только	1	1
99	или быть может	1	1
100	не только на	1	1
101	нет никакой возможности	1	1
102	совмещает в себе	1	1
103	и души и	1	1
104	иначе и потому	1	1
105	и как бы	1	1
106	не имеет значения	1	1
107	что не только	1	1
108	не потому что	6	1
109	том смысле что	3	1
110	никто никогда не	1	1
111	на этом основании	1	1
112	все же есть	1	1
113	и независимо от	1	1
114	о том что	4	1
115	мы можем сказать	1	1
116	что и в	1	1
117	того как он	1	1
118	вопрос о том	1	1
119	но все эти	1	1
120	не менее в	1	1
121	но все же	1	1
122	мы говорим о	1	1
123	будет значить что	1	1
124	до тех пор	1	1
125	которые могут быть	1	1
126	мы уже не	1	1
127	во все стороны	1	1
128	может быть так	1	1
129	и в этом	1	1
130	том как он	1	1
131	но что и	1	1
132	также что в	1	1
133	обратим внимание на	1	1
