N	2gram	Losev_Dial_2	Myshleni
1	и в	19	25
2	в том	14	23
3	том что	10	20
4	таким образом	4	17
5	так же	2	17
6	что в	7	17
7	с тем	2	16
8	в основе	1	16
9	как и	10	15
10	в его	1	15
11	то что	14	15
12	в этом	8	14
13	вместе с	2	14
14	может быть	20	13
15	в целом	1	13
16	так как	14	12
17	по своему	5	11
18	что они	6	10
19	перед нами	2	10
20	и что	5	10
21	что и	5	10
22	было бы	3	10
23	того что	6	10
24	только в	5	10
25	как бы	14	10
26	и не	30	10
27	мы не	1	9
28	связи с	4	9
29	заключается в	4	9
30	ни в	10	9
31	как в	2	9
32	как мы	3	8
33	тем что	2	8
34	показывает что	1	8
35	по своей	4	7
36	все эти	2	7
37	понятий и	1	7
38	по себе	18	7
39	в области	2	7
40	уже в	4	7
41	мы можем	1	7
42	что мы	2	7
43	как это	7	7
44	же как	3	6
45	того же	1	6
46	зависимости от	2	6
47	и на	1	6
48	но не	6	6
49	потому что	14	6
50	от этого	3	6
51	не только	19	6
52	в силу	5	6
53	не может	9	6
54	точки зрения	12	6
55	в животном	1	6
56	не в	8	6
57	не менее	3	6
58	самого начала	2	6
59	в собственном	1	6
60	с самого	2	6
61	что он	6	6
62	отличие от	1	6
63	со всеми	1	6
64	с другой	5	6
65	в связи	4	6
66	слова и	1	6
67	все это	4	6
68	все же	4	6
69	мы должны	2	6
70	человека и	2	5
71	в зависимости	2	5
72	мы уже	8	5
73	которую мы	1	5
74	с ее	2	5
75	отличаются от	1	5
76	и как	10	5
77	и к	7	5
78	что это	10	5
79	что она	14	5
80	при этом	4	5
81	и по	4	5
82	факт что	1	5
83	тем не	2	5
84	и другое	1	5
85	уже говорили	1	5
86	но это	7	5
87	с другом	1	5
88	могут быть	4	5
89	о том	5	5
90	так и	10	5
91	в этой	3	5
92	по типу	1	5
93	с одной	2	5
94	основной вывод	1	5
95	именно в	2	5
96	из которых	1	5
97	одной стороны	1	5
98	друг с	1	5
99	тем же	2	4
100	мы имеем	3	4
101	время как	7	4
102	еще не	4	4
103	которые не	2	4
104	отнюдь не	6	4
105	в своем	4	4
106	из этих	1	4
107	на то	1	4
108	он не	4	4
109	в основу	1	4
110	от нее	1	4
111	одного и	1	4
112	что с	2	4
113	в то	6	4
114	тогда когда	6	4
115	никогда не	9	4
116	то и	1	4
117	не могут	4	4
118	встречается в	1	4
119	к тому	2	4
120	что оно	4	4
121	и это	5	4
122	то время	4	4
123	приводит к	1	4
124	мог бы	1	4
125	по сравнению	1	4
126	с ним	4	4
127	выводу что	1	4
128	значит что	12	4
129	в какой	2	4
130	всяком случае	2	4
131	из них	3	4
132	мы знаем	1	4
133	друг друга	1	4
134	от того	4	4
135	но и	12	4
136	прежде всего	8	4
137	там где	1	4
138	нет никаких	1	4
139	независимо от	4	4
140	с этим	3	4
141	это значит	8	4
142	в смысле	5	4
143	тем и	1	4
144	и все	12	4
145	а в	4	4
146	сказать что	10	4
147	в частности	2	4
148	во всяком	2	4
149	как известно	2	3
150	то в	1	3
151	в котором	1	3
152	понятия но	1	3
153	не иметь	1	3
154	но как	5	3
155	если в	2	3
156	в последнее	1	3
157	когда он	1	3
158	в самом	5	3
159	остановиться на	1	3
160	но на	1	3
161	что эти	2	3
162	как он	4	3
163	как оно	1	3
164	не как	2	3
165	отрицать наличие	1	3
166	на этом	2	3
167	из основных	1	3
168	значение в	1	3
169	его в	3	3
170	в жизни	2	3
171	понятия и	1	3
172	или менее	2	3
173	их в	2	3
174	того как	2	3
175	но только	3	3
176	та или	2	3
177	во всем	1	3
178	отличается от	1	3
179	не есть	47	3
180	своего развития	1	3
181	были бы	1	3
182	последнее время	1	3
183	по способу	1	3
184	и которые	1	3
185	когда в	1	3
186	или иная	2	3
187	по цвету	1	3
188	обе эти	1	3
189	мы видим	2	3
190	с ними	2	3
191	путь к	1	3
192	между тем	2	3
193	если мы	2	3
194	в виде	2	3
195	и их	3	3
196	сами по	3	3
197	этом отношении	1	3
198	или иной	1	3
199	к которому	1	3
200	в живом	1	3
201	сравнению с	1	3
202	общения с	3	3
203	с этой	1	3
204	в результате	2	3
205	другой стороны	4	3
206	говорили уже	1	2
207	смысле слова	1	2
208	в сфере	2	2
