N	3gram	Propp_Isto_2	KulturaY
1	и т д	18	14
2	в том что	5	10
3	можно было бы	3	9
4	с другой стороны	2	7
5	тем не менее	1	5
6	в зависимости от	1	4
7	не только в	4	4
8	не может быть	2	4
9	точно так же	6	3
10	в связи с	4	3
11	потому что он	2	2
12	на самом деле	2	2
13	в этом случае	5	2
14	несмотря на то	1	2
15	вместе с тем	5	2
16	дело не в	2	2
17	в таких случаях	2	2
18	так же как	4	2
19	в отличие от	1	2
20	есть вместе с	1	2
21	но все же	4	2
22	мы знаем что	10	2
23	на то что	2	2
24	так или иначе	1	2
25	и в другом	1	2
26	том что в	1	1
27	он должен быть	1	1
28	да и то	1	1
29	т д вот	1	1
30	здесь можно было	2	1
31	не только нет	1	1
32	иметь в виду	2	1
33	по его мнению	1	1
34	влечет за собой	1	1
35	так и более	1	1
36	должен был бы	1	1
37	так как оно	1	1
38	и не только	1	1
39	т е к	1	1
40	до сих пор	6	1
41	что мы имеем	1	1
42	сам по себе	1	1
43	что он не	4	1
44	но это не	1	1
45	не сам по	1	1
46	и той же	1	1
47	главным образом в	1	1
48	т е в	1	1
49	не то что	1	1
50	с одной стороны	3	1
51	ответ на это	1	1
52	смысле этого слова	1	1
53	и здесь мы	1	1
54	и пр с	1	1
55	в виду что	1	1
56	понимать то что	1	1
57	уже с самого	2	1
58	вместо того чтобы	2	1
59	не только у	1	1
60	об этом можно	1	1
61	эта сторона дела	1	1
62	есть не что	1	1
63	нужно было бы	1	1
64	а самый факт	1	1
65	хотя бы на	1	1
66	связи с этим	1	1
67	и не должен	1	1
68	о том что	2	1
69	с самого начала	2	1
70	и прежде всего	1	1
71	что иное как	2	1
72	в другом случае	1	1
73	после того как	2	1
74	одной и той	1	1
75	в силу своей	1	1
76	не что иное	2	1
77	т д и	2	1
78	все это только	1	1
79	потому что они	1	1
80	к тому же	2	1
