N	2gram	Propp_Isto_6	Vladivir
1	и в	26	30
2	в этом	12	20
3	то что	6	20
4	у него	7	19
5	и не	10	18
6	в том	12	18
7	и с	6	14
8	же с	1	13
9	что он	9	13
10	не только	10	12
11	том что	10	12
12	там же	3	12
13	что в	12	12
14	как мы	4	11
15	в его	5	11
16	а в	3	11
17	сказать что	3	11
18	а также	4	10
19	не было	3	10
20	и даже	1	10
21	все же	8	9
22	кроме того	3	9
23	было бы	2	9
24	не в	3	9
25	в то	5	9
26	не может	6	9
27	для него	1	9
28	потому что	13	9
29	в своем	2	8
30	но в	7	8
31	что же	2	8
32	но и	9	8
33	в связи	1	8
34	вместе с	8	8
35	то есть	1	7
36	ни в	2	7
37	точки зрения	1	7
38	никогда не	13	7
39	не менее	1	7
40	может быть	11	7
41	а не	2	7
42	как это	5	7
43	между прочим	1	7
44	для нас	2	7
45	также и	1	6
46	он был	2	6
47	хотя и	1	6
48	и к	1	6
49	в себе	3	6
50	об этом	1	6
51	тем не	1	6
52	и его	7	6
53	у нас	5	6
54	то время	3	6
55	только в	5	6
56	всяком случае	2	6
57	а именно	9	6
58	еще и	1	6
59	прежде всего	4	6
60	о чем	2	6
61	к этому	3	6
62	жизни и	2	6
63	во всяком	2	6
64	того же	2	5
65	и то	3	5
66	с этим	2	5
67	все эти	8	5
68	при этом	3	5
69	как и	5	5
70	в своей	3	5
71	в котором	1	5
72	так как	18	5
73	к концу	3	5
74	это мы	2	5
75	так и	5	5
76	с ним	8	5
77	другими словами	3	5
78	и что	5	5
79	того что	2	5
80	так что	3	5
81	но что	1	5
82	как бы	4	5
83	о его	1	5
84	все это	1	5
85	из этого	3	5
86	то же	5	4
87	то это	5	4
88	и он	4	4
89	в ней	5	4
90	и на	12	4
91	мы читаем	1	4
92	что его	1	4
93	с его	4	4
94	отношение к	1	4
95	что это	2	4
96	в целом	1	4
97	в этой	2	4
98	и если	1	4
99	на его	4	4
100	в нем	8	4
101	он не	2	4
102	его в	5	4
103	несмотря на	1	4
104	мы знаем	2	4
105	мы с	1	4
106	в этих	2	4
107	мы должны	2	4
108	не есть	2	4
109	и о	1	4
110	здесь не	2	4
111	можно сказать	2	4
112	о том	7	4
113	с которыми	1	4
114	вовсе не	2	4
115	со стороны	3	4
116	именно в	1	4
117	после смерти	2	4
118	так же	2	4
119	в это	4	4
120	с этой	2	4
121	но это	4	4
122	и наконец	3	4
123	на этот	1	4
124	него в	2	4
125	отношения к	1	3
126	нам кажется	2	3
127	и больше	2	3
128	был и	1	3
129	и вот	3	3
130	лет и	1	3
131	именно к	1	3
132	что можно	1	3
133	во всех	1	3
134	но не	2	3
135	отличие от	1	3
136	мы сейчас	1	3
137	как в	6	3
138	что касается	2	3
139	и как	2	3
140	более или	1	3
141	так или	1	3
142	из этих	4	3
143	учение о	1	3
144	в очень	4	3
145	им в	1	3
146	таким образом	12	3
147	те же	1	3
148	с богом	1	3
149	в них	3	3
150	или менее	1	3
151	я его	2	3
152	не столько	1	3
153	что я	1	3
154	но он	2	3
155	к ней	1	3
156	в области	1	3
157	он и	2	3
158	когда мы	2	3
159	и вполне	1	3
160	сравнительно с	1	3
161	где он	2	3
162	и это	8	3
163	вот и	1	3
164	никак не	1	3
165	что и	4	3
166	уже не	7	3
167	уже в	1	3
168	в виде	6	3
169	а это	1	3
170	сказать о	1	3
171	здесь мы	4	3
172	или иначе	1	3
173	наконец в	1	3
174	под влиянием	1	3
175	в данном	3	3
176	по существу	1	3
177	своей жизни	1	3
178	под названием	2	3
179	и для	1	3
180	тем более	1	3
181	но вот	2	3
182	в свою	1	3
183	в таком	1	3
184	точно так	2	3
185	это в	1	3
186	бог и	1	2
187	также что	1	2
188	не имел	1	2
189	и есть	1	2
190	очень много	1	2
191	и до	2	2
192	из его	2	2
193	что эти	2	2
194	приходит к	3	2
195	мы уже	6	2
196	его не	2	2
197	на первом	1	2
198	что если	1	2
199	время как	3	2
200	не вполне	2	2
201	но то	1	2
202	а другие	1	2
203	только после	1	2
204	только тогда	1	2
205	он на	1	2
206	и хотя	2	2
207	бы с	1	2
208	как он	6	2
209	на то	2	2
210	и сам	2	2
211	на земле	4	2
212	и по	4	2
213	на этом	1	2
214	но дело	1	2
215	но все	2	2
216	это значит	1	2
217	и может	1	2
218	на все	1	2
219	это не	4	2
220	кажется что	2	2
221	он же	1	2
222	с тем	4	2
223	мы видели	11	2
224	мы не	6	2
225	еще в	3	2
226	на первый	3	2
227	и при	1	2
228	ли он	1	2
229	их в	3	2
230	однако в	2	2
231	даже в	2	2
232	и очень	1	2
233	она не	3	2
234	меня не	1	2
235	не имеет	2	2
236	на котором	3	2
237	правда в	1	2
238	того как	3	2
239	к этим	1	2
240	того чтобы	1	2
241	на меня	1	2
242	казалось бы	1	2
243	меня и	3	2
244	уже и	1	2
245	как будто	3	2
246	начиная с	1	2
247	и часто	1	2
248	этой книги	1	2
249	к тому	2	2
250	будто бы	1	2
251	меня в	3	2
252	не могу	1	2
253	данном случае	3	2
254	почему и	1	2
255	ничего не	2	2
256	первый план	2	2
257	он жил	1	2
