N	2gram	Trubetskoy_1	Literetu
1	не только	7	24
2	при этом	9	19
3	в качестве	1	17
4	но и	9	17
5	в том	30	16
6	а не	1	16
7	в частности	2	15
8	том что	19	14
9	тогда как	6	13
10	может быть	16	13
11	и не	8	12
12	в этом	12	12
13	в своем	10	11
14	состоит в	1	11
15	прежде всего	3	11
16	то что	18	10
17	или иначе	5	9
18	в целом	5	8
19	так или	5	8
20	не в	8	8
21	и в	23	8
22	только в	6	8
23	я и	1	7
24	я не	2	7
25	как бы	10	7
26	в себе	5	7
27	не менее	7	7
28	в его	5	7
29	уже не	1	7
30	и я	1	6
31	то есть	2	6
32	как и	9	6
33	точки зрения	13	6
34	и сам	2	6
35	того что	6	6
36	связи с	4	6
37	в жизни	3	6
38	одним из	4	5
39	то же	4	5
40	отличие от	3	5
41	как в	1	5
42	в то	6	5
43	для себя	2	5
44	же время	2	5
45	что он	7	5
46	уже в	1	5
47	не может	17	5
48	в данном	3	5
49	с этой	3	5
50	я в	2	5
51	с его	1	5
52	тем самым	3	5
53	в своей	1	4
54	еще не	5	4
55	столь же	5	4
56	но не	2	4
57	в этой	6	4
58	все же	13	4
59	перестает быть	1	4
60	в силу	7	4
61	лишь в	5	4
62	для этого	7	4
63	в уме	1	4
64	и его	1	4
65	данном случае	3	4
66	никогда не	4	4
67	так и	10	4
68	и тем	1	4
69	из них	5	4
70	в конце	4	4
71	друг друга	2	4
72	в связи	3	4
73	со стороны	1	4
74	это не	3	4
75	культуры в	10	4
76	в своих	2	4
77	например в	1	3
78	тех же	2	3
79	тем же	2	3
80	исходит из	1	3
81	также и	2	3
82	самого себя	4	3
83	что его	4	3
84	по отношению	9	3
85	в самом	8	3
86	бы не	1	3
87	в принципе	1	3
88	таким образом	31	3
89	той же	1	3
90	его в	5	3
91	далеко не	5	3
92	он и	1	3
93	несмотря на	6	3
94	в их	4	3
95	но в	4	3
96	том же	4	3
97	дело в	1	3
98	одна из	2	3
99	в основе	2	3
100	в области	4	3
101	всего в	1	3
102	в виду	2	3
103	приводит к	1	3
104	сводится к	2	3
105	по своей	7	3
106	один из	1	3
107	потому что	9	3
108	одно из	3	3
109	у него	5	3
110	и даже	1	3
111	с другой	6	3
112	еще и	1	3
113	не было	2	3
114	мира в	1	3
115	да и	1	3
116	этой точки	1	3
117	мыслится как	1	3
118	в культуре	1	3
119	жизни и	2	3
120	что в	8	3
