N	4gram	Vygotskiy__6	Formalny
1	и не может быть	1	3
2	иначе обстоит дело с	1	3
3	нет и не может	1	2
4	что именно потому что	1	1
5	понятно с самого начала	1	1
6	с точки зрения своей	1	1
7	как по отношению к	1	1
8	одного и того же	4	1
9	в том числе и	1	1
10	но с точки зрения	1	1
11	один и тот же	1	1
12	пределах одного и того	1	1
13	только в связи с	1	1
14	с этой точки зрения	1	1
15	которые сами по себе	1	1
16	одной и той же	3	1
17	в собственном смысле слова	1	1
18	так и по отношению	1	1
19	в зависимости от того	1	1
20	и по отношению к	1	1
21	в пределах одного и	1	1
22	в школьном обучении и	1	1
23	вместе с тем и	2	1
