N	3gram	Bakhtin_Pr_1	Stilisti
1	в то же	3	9
2	то же время	3	7
3	для того чтобы	2	7
4	с точки зрения	6	5
5	того или иного	2	5
6	то же самое	2	4
7	в свою очередь	1	4
8	той или иной	2	4
9	на самом деле	3	3
10	во всех своих	2	3
11	но и в	2	3
12	то или иное	2	3
13	не только в	2	3
14	которое может быть	1	3
15	и тем самым	2	3
16	как мы уже	1	3
17	или хотя бы	1	2
18	ни к чему	1	2
19	равно как и	1	2
20	и в то	2	2
21	как мы увидим	3	2
22	не было бы	1	2
23	в этом отношении	2	2
24	и в области	2	2
25	к миру и	2	2
26	в значительной степени	1	2
27	но в то	1	2
28	смысле этого слова	1	2
29	не может быть	11	2
30	есть не что	1	2
31	и как бы	1	2
32	не что иное	1	2
33	к чему не	1	2
34	что иное как	1	2
35	можно сказать что	2	2
36	в связи с	1	2
37	к тому что	1	2
38	что у нас	1	2
39	все то что	3	2
40	только в этих	1	1
41	по себе не	1	1
42	из всего сказанного	1	1
43	точка зрения не	1	1
44	и в таких	1	1
45	может обойтись без	1	1
46	хотя бы только	1	1
47	же мы должны	1	1
48	по отношению к	19	1
49	не говоря уже	1	1
50	в самом деле	3	1
51	то есть к	1	1
52	в нем и	1	1
53	не может обойтись	1	1
54	какое значение имеет	1	1
55	до сих пор	1	1
56	и во всех	2	1
57	в ней как	1	1
58	будем в дальнейшем	1	1
59	к личности говорящего	1	1
60	можно было бы	3	1
61	на этот вопрос	1	1
62	здесь же мы	1	1
63	и завершение и	1	1
64	отнюдь не является	1	1
65	хотя бы и	1	1
66	в одном и	1	1
67	является как бы	1	1
68	в большинстве случаев	5	1
69	находит свое отражение	1	1
70	а в этом	1	1
71	приходится иметь дело	2	1
72	художественного творчества и	3	1
73	как мы это	1	1
74	и в этом	1	1
75	по сравнению с	1	1
76	тем не менее	3	1
77	как это ни	1	1
78	до того времени	1	1
79	в нашем случае	1	1
80	иметь в виду	1	1
81	о том какое	1	1
82	и от всех	1	1
83	в виду что	1	1
84	значение имеет язык	1	1
85	о чем говорится	1	1
86	мы будем называть	1	1
87	это возможно лишь	1	1
88	и в романе	1	1
89	вследствие того что	1	1
90	уже не к	1	1
91	таким образом в	1	1
92	не только его	1	1
93	всего сказанного нами	1	1
94	войти в историю	1	1
95	в дальнейшем называть	1	1
96	хотя бы в	1	1
97	и для выражения	1	1
98	в конечном счете	4	1
99	и не может	2	1
100	вопрос о том	1	1
101	ни в какой	1	1
102	миру и к	1	1
103	и как мы	1	1
104	с другой стороны	4	1
105	в самом широком	1	1
106	к которому он	1	1
107	ни от чего	1	1
108	это как бы	1	1
109	лишь там где	2	1
110	та или иная	1	1
111	самом широком смысле	1	1
112	отношению к действительности	2	1
113	но каким образом	1	1
114	художественное творчество и	3	1
115	в том что	3	1
116	как и в	1	1
117	не нуждается в	1	1
