N	2gram	Vinokur_Ku_1	Komedia
1	и в	24	22
2	т е	38	13
3	том что	21	12
4	в г	3	11
5	но и	6	11
6	в том	30	11
7	не только	10	10
8	в то	2	10
9	из них	4	10
10	и т	33	9
11	как и	2	9
12	может быть	13	9
13	таким образом	12	8
14	должны были	1	8
15	о том	9	8
16	и его	5	8
17	в одном	3	8
18	и не	12	8
19	едва ли	1	7
20	в этой	3	7
21	и других	1	7
22	то же	8	6
23	тому же	1	6
24	и по	1	6
25	не в	11	6
26	ни в	2	6
27	в конце	1	6
28	одного из	1	6
29	что он	6	6
30	к тому	5	6
31	а в	5	6
32	в которой	6	6
33	что в	17	6
34	в истории	3	5
35	как в	4	5
36	на его	3	5
37	при этом	6	5
38	потому что	23	5
39	мы встречаем	1	5
40	так и	7	5
41	и даже	3	5
42	между тем	5	5
43	один из	4	5
44	уже в	3	5
45	в его	12	5
46	прежде всего	9	5
47	т п	18	5
48	с другой	7	5
49	нового времени	1	5
50	все это	6	5
51	другой стороны	6	5
52	из его	1	4
53	что они	4	4
54	ср также	2	4
55	но в	2	4
56	в нем	4	4
57	т д	14	4
58	и вот	1	4
59	на протяжении	1	4
60	несмотря на	3	4
61	точки зрения	14	4
62	в котором	3	4
63	в их	3	4
64	так как	9	4
65	как мы	1	4
66	же время	2	4
67	ли не	3	4
68	ясно что	3	4
69	а также	1	4
70	что и	4	4
71	i стр	3	4
72	в качестве	7	4
73	мы можем	1	4
74	тем что	8	4
75	именно в	6	4
76	в результате	5	4
77	же в	4	4
78	к этому	1	4
79	речь идет	2	3
80	же как	1	3
81	в тех	4	3
82	идет о	2	3
83	в году	1	3
84	и на	4	3
85	в чем	1	3
86	как правило	1	3
87	с одной	1	3
88	в этом	14	3
89	все же	12	3
90	хотя и	3	3
91	и как	2	3
92	в целом	4	3
93	по имени	1	3
94	на то	4	3
95	главным образом	1	3
96	да и	1	3
97	он не	2	3
98	и еще	2	3
99	и с	5	3
100	его в	1	3
101	первую очередь	2	3
102	чаще всего	1	3
103	в них	7	3
104	вопрос о	2	3
105	не менее	7	3
106	однако в	1	3
107	даже в	3	3
108	по отношению	8	3
109	того как	4	3
110	казалось бы	3	3
111	ничего не	2	3
112	в сознании	1	3
113	этом отношении	5	3
114	у нас	10	3
115	могут быть	1	3
116	и сам	1	3
117	во второй	1	3
118	после того	1	3
119	в частности	4	3
120	и одновременно	1	3
121	тот же	2	3
122	только в	11	3
123	и у	1	3
124	в начале	1	3
125	отношение к	1	3
126	каждый из	1	3
127	как раз	8	3
128	после смерти	1	3
129	к которому	3	3
