N	3gram	Vygotskiy__2	Istorich
1	с другой стороны	1	8
2	с одной стороны	7	7
3	в том что	21	5
4	до сих пор	1	4
5	о том что	4	4
6	мы имеем в	1	4
7	о том как	1	3
8	в данном случае	3	3
9	но так как	1	3
10	мы видели что	3	3
11	мы уже видели	2	3
12	не может быть	6	3
13	потому что он	2	2
14	том что в	2	2
15	на первый план	1	2
16	мы можем установить	1	2
17	мы не будем	1	2
18	только то что	1	2
19	как это делают	1	2
20	точно так же	1	2
21	так как он	1	2
22	таким образом и	1	2
23	во всяком случае	6	2
24	по отношению к	5	2
25	после того как	1	2
26	можно было бы	5	2
27	как у нас	1	2
28	как и в	1	2
29	как мы видели	1	2
30	должны были бы	2	1
31	в другом месте	2	1
32	на том что	2	1
33	между небом и	1	1
34	мы видим в	2	1
35	мы хотели бы	1	1
36	предстала перед нами	1	1
37	того что в	2	1
38	мере того как	1	1
39	там где нет	1	1
40	дальше мы должны	1	1
41	более или менее	2	1
42	в которых он	1	1
43	он показывает что	1	1
44	он вступает в	1	1
45	в том числе	3	1
46	мы обратимся к	1	1
47	том что он	1	1
48	по мере того	1	1
49	что отношение между	1	1
50	одной стороны и	2	1
51	в частности в	1	1
52	отличается от того	1	1
53	мы находим в	1	1
54	то и другое	1	1
55	небом и землей	1	1
56	говорит он что	1	1
57	в зависимости от	6	1
58	при этом он	1	1
59	друг на друга	1	1
60	что в одном	1	1
61	у него в	1	1
62	наряду с этим	1	1
63	с тем что	1	1
64	том числе и	3	1
65	к тому чтобы	2	1
66	на этот вопрос	5	1
67	это указание на	1	1
68	на первом месте	1	1
69	и то что	1	1
70	те же формы	1	1
71	который может быть	1	1
72	так же как	1	1
73	и мн др	1	1
74	не потому что	2	1
75	казалось бы что	2	1
76	как он говорит	2	1
77	в нем своего	1	1
78	а с другой	4	1
79	однако что как	1	1
80	земли и солнца	1	1
81	но вместе с	1	1
82	мы уже говорили	3	1
83	в том смысле	1	1
84	в свое время	1	1
85	этой точки зрения	1	1
86	по ту сторону	2	1
87	вместе с ним	3	1
88	вне поля зрения	1	1
89	в борьбе с	1	1
90	том смысле что	1	1
91	он был бы	1	1
92	прийти к выводу	1	1
93	и тем самым	1	1
94	к выводу что	1	1
95	и тем более	1	1
96	потому что мы	1	1
97	что можно с	1	1
98	подобно тому как	2	1
99	речь идет о	2	1
100	несмотря на все	1	1
101	можно сказать что	1	1
102	случае если бы	1	1
103	на то что	6	1
104	на другие предметы	1	1
105	из этих двух	1	1
106	не только то	1	1
107	друг с другом	2	1
108	для того чтобы	10	1
109	смысле этого слова	3	1
110	но никогда не	1	1
