N	3gram	Savitsky_E_1	FransuaR
1	то же время	14	9
2	в то же	15	9
3	прежде всего в	2	4
4	в том числе	1	4
5	как мы видели	2	4
6	то есть в	1	4
7	в свою очередь	2	3
8	с точки зрения	16	3
9	но в то	2	3
10	так и в	2	3
11	в том что	6	3
12	дело в том	1	2
13	более или менее	1	2
14	в этом отношении	3	2
15	то что в	2	2
16	в большинстве случаев	2	2
17	том числе и	1	2
18	можно было бы	3	2
19	в значительной степени	1	2
20	около этого времени	1	1
21	в этом мире	1	1
22	степени чем в	1	1
23	что в этом	1	1
24	как и его	1	1
25	в том же	1	1
26	гораздо большей степени	1	1
27	нужно заметить что	2	1
28	же время в	1	1
29	а также в	1	1
30	но и в	1	1
31	с тем что	1	1
32	в гораздо большей	1	1
33	на этот вопрос	1	1
34	но от этого	1	1
35	в этом процессе	1	1
36	и не в	1	1
37	в применении к	3	1
38	в данном случае	2	1
39	не только в	4	1
40	а также и	1	1
41	и в отношении	1	1
42	и в этом	4	1
43	превосходят все что	1	1
44	в связи с	1	1
45	о котором мы	1	1
46	есть не только	2	1
47	северной америки и	3	1
48	то мы увидим	1	1
49	во всяком случае	3	1
50	не имеет значения	1	1
51	в одном из	2	1
52	и тем самым	1	1
53	но и для	1	1
54	к тому же	1	1
55	большей степени чем	1	1
56	выходит за пределы	1	1
57	именно потому что	1	1
58	и прежде всего	3	1
59	во второй половине	2	1
60	друг от друга	2	1
61	в этом смысле	3	1
62	по своему положению	1	1
63	вовлекает в свой	1	1
64	чем в других	1	1
65	в себе в	1	1
66	при помощи которого	1	1
67	мы увидим что	1	1
