N	4gram	Losev_Vlad_1	Problema
1	не говоря уже о	1	4
2	ни в каком случае	1	3
3	не что иное как	1	3
4	есть не что иное	1	3
5	в каком случае не	1	2
6	также и то что	1	2
7	один и тот же	2	2
8	одной и той же	1	2
9	уже о том что	1	1
10	которая как раз и	1	1
11	так или иначе но	1	1
12	а в конце концов	1	1
13	говоря уже о том	1	1
14	и в то же	2	1
15	о том что в	1	1
16	и не может быть	1	1
17	под ред и с	1	1
18	о том что и	1	1
19	вообще и в частности	1	1
20	бы то ни было	1	1
21	в том что в	2	1
22	на самом же деле	1	1
23	а с другой стороны	1	1
24	каком случае не может	1	1
25	мы должны сказать что	1	1
26	в то время как	1	1
