N	2gram	Vygotskiy__4	DiskursI
1	в себе	6	19
2	при этом	2	17
3	в этом	28	16
4	как и	5	16
5	и в	33	16
6	может быть	22	16
7	и не	13	15
8	а не	6	14
9	то есть	13	12
10	в частности	4	12
11	но в	2	11
12	представляет собой	2	11
13	в мире	3	11
14	но и	3	11
15	со стороны	2	10
16	не только	7	10
17	том что	22	10
18	так и	3	9
19	не может	10	9
20	такого рода	1	9
21	как в	3	8
22	в том	21	8
23	а также	1	8
24	но не	3	7
25	в нем	7	7
26	ни в	3	7
27	прежде всего	2	7
28	то же	9	6
29	еще не	1	6
30	с его	2	6
31	себя в	4	6
32	все же	5	6
33	в своей	4	6
34	тем самым	3	6
35	в своих	3	6
36	и на	5	5
37	в своем	7	5
38	в то	3	5
39	с другой	2	5
40	же время	2	5
41	что в	21	5
42	для него	1	5
43	то что	44	5
44	а с	2	5
45	в рассказе	8	4
46	и то	2	4
47	по отношению	1	4
48	в этой	9	4
49	в основе	3	4
50	потому что	24	4
51	о том	20	4
52	в пределах	3	4
53	с одной	3	4
54	одно из	2	4
55	в одном	3	4
56	одной стороны	3	4
57	как бы	25	4
58	рассказа как	4	4
59	не является	2	4
60	точки зрения	6	4
61	к его	1	4
62	к этому	4	4
63	отношению к	1	4
64	также и	2	3
65	например в	3	3
66	и ее	2	3
67	принадлежит к	2	3
68	столь же	2	3
69	перед нами	6	3
70	и как	5	3
71	и наконец	2	3
72	все эти	6	3
73	из этих	2	3
74	он не	11	3
75	не следует	1	3
76	и может	5	3
77	в другом	1	3
78	его в	3	3
79	это не	6	3
80	в этих	1	3
81	легенды и	1	3
82	в котором	2	3
83	не столько	1	3
84	одном из	1	3
85	не в	2	3
86	в русской	2	3
87	об одном	1	3
88	мысль о	1	3
89	мире в	2	3
90	в его	10	3
91	только в	4	3
92	и его	5	3
93	из них	4	3
94	в них	2	3
95	здесь в	3	3
96	не было	3	3
97	как будто	8	3
98	иначе говоря	2	3
99	можно сказать	2	3
100	но это	1	3
101	и все	12	3
102	жизни в	1	3
103	жизни и	4	3
104	как на	6	3
105	которых не	1	2
106	же как	3	2
107	того же	1	2
108	и это	5	2
109	идет о	3	2
110	той же	4	2
111	место в	2	2
112	говорить о	3	2
113	в ней	6	2
114	мы имеем	2	2
115	жизненный путь	1	2
116	рассказ не	2	2
117	всякий раз	6	2
118	легко может	1	2
119	к которой	3	2
120	более чем	1	2
121	первый взгляд	1	2
122	стороны и	1	2
123	вследствие которого	1	2
124	в целом	5	2
125	рассказ о	1	2
126	рассказа в	3	2
127	по словам	2	2
128	с таким	2	2
129	подобно тому	1	2
130	что ни	2	2
131	и с	2	2
132	персонажей и	1	2
133	свой жизненный	1	2
134	но уже	1	2
135	рассказ в	1	2
136	должно быть	3	2
137	такой же	2	2
138	все это	13	2
139	несет в	3	2
140	на первый	1	2
141	как все	4	2
142	с точки	4	2
143	содержание рассказа	2	2
144	их в	3	2
145	дело в	1	2
146	никогда не	5	2
147	сводится к	2	2
148	что на	1	2
149	рассказе в	1	2
150	с ее	3	2
151	ни одно	2	2
152	времени и	2	2
153	в результате	2	2
154	между тем	1	2
155	что и	3	2
156	себя с	1	2
157	романа и	1	2
158	которая в	1	2
159	который не	2	2
160	есть в	1	2
161	для рассказа	3	2
162	начала жизни	1	2
163	рассказа не	1	2
164	на примере	2	2
165	именно в	2	2
166	с той	2	2
167	далеко не	3	2
168	не на	2	2
169	вместе с	8	2
170	в той	3	2
171	тому как	2	2
172	в полном	1	2
173	и для	3	2
174	рассказа является	1	2
175	на языке	1	2
176	а в	4	2
177	с ней	1	2
178	другой стороны	2	2
179	что он	20	2
180	и состоит	1	2
181	это в	4	2
182	себя как	1	1
183	речь идет	3	1
184	художественного произведения	1	1
185	переходит к	1	1
186	есть мы	1	1
187	самом деле	12	1
188	это и	5	1
189	на деле	1	1
190	и есть	4	1
191	в первом	1	1
192	к другому	1	1
193	своего повествования	1	1
194	на две	2	1
195	к рассказу	1	1
196	но если	3	1
197	к созданию	1	1
198	есть не	1	1
199	для своего	1	1
200	мы не	5	1
201	вопрос о	2	1
202	не была	1	1
203	он как	1	1
204	в сущности	6	1
205	с детства	1	1
206	этом так	1	1
207	на практике	1	1
208	я не	4	1
209	но даже	1	1
210	и со	1	1
211	это время	2	1
212	во мне	1	1
213	героев или	1	1
214	он сам	1	1
215	на их	1	1
216	бы то	2	1
217	в чем	1	1
218	события в	3	1
219	характер и	1	1
220	во всех	2	1
221	в сюжете	1	1
222	тем как	1	1
223	привели к	1	1
224	автором как	2	1
225	в ее	2	1
226	сохраняет и	1	1
227	чем это	1	1
228	о смерти	5	1
229	точка зрения	2	1
230	не то	4	1
231	в сторону	3	1
232	если в	1	1
233	конечном счете	1	1
234	с совершенно	4	1
235	человеческих отношений	1	1
236	а через	1	1
237	не просто	4	1
238	характера героя	2	1
239	за пределы	1	1
240	связи и	1	1
241	в истории	1	1
242	и сюжет	3	1
243	в одной	2	1
244	вот как	3	1
245	однако не	2	1
246	в круг	2	1
247	в этот	1	1
248	со своей	1	1
249	в самом	12	1
250	только то	1	1
251	в которой	4	1
252	в нашем	1	1
253	бы не	2	1
254	поэтому и	1	1
255	так в	1	1
256	но без	1	1
257	ни одна	1	1
258	раз в	7	1
259	им в	1	1
260	говорят о	1	1
261	к выводу	1	1
262	не имеют	1	1
263	в поэтике	1	1
