N	3gram	Bakhtin_Fr_6	Marksizm
1	с точки зрения	2	20
2	не может быть	1	13
3	в самом деле	4	9
4	до сих пор	3	8
5	в связи с	1	7
6	в настоящее время	1	6
7	и того же	1	5
8	одного и того	1	5
9	до настоящего времени	1	5
10	с другой стороны	2	5
11	вполне понятно что	2	3
12	мы не будем	1	3
13	в этом отношении	3	3
14	на этот вопрос	1	3
15	в конце концов	1	3
16	и тот же	2	3
17	один и тот	1	3
18	то же время	5	3
19	в первом случае	3	3
20	но все же	1	3
21	можно сказать что	1	3
22	в большинстве случаев	4	3
23	в то же	5	3
24	для того чтобы	1	3
25	в том что	2	3
26	в чем же	1	2
27	на первый план	3	2
28	как и все	1	2
29	в неразрывной связи	1	2
30	является одним из	1	2
31	на самом же	1	2
32	со всех сторон	1	2
33	но в то	1	2
34	смысле этого слова	1	2
35	по отношению к	1	2
36	и прежде всего	2	2
37	самом же деле	1	2
38	гуманитарных наук и	1	1
39	большого влияния на	1	1
40	одним и тем	1	1
41	большей или меньшей	3	1
42	это так же	1	1
43	и так сказать	1	1
44	там нет и	1	1
45	с внешним миром	1	1
46	том что он	1	1
47	что же касается	1	1
48	в одной из	1	1
49	как мы сказали	1	1
50	именно то что	1	1
51	до известной степени	1	1
52	но и в	2	1
53	и т.п но	3	1
54	в себе и	1	1
55	в литературе в	1	1
56	но если мы	1	1
57	рано или поздно	1	1
58	в основе своей	1	1
59	но уже в	2	1
60	и тонкий анализ	1	1
61	и вовсе не	2	1
62	все эти речевые	1	1
63	именно здесь в	1	1
64	в предыдущей главе	2	1
65	в значительной степени	1	1
66	мы увидим дальше	1	1
67	глубокий и тонкий	1	1
68	мы полагаем что	1	1
69	неразрывной связи с	1	1
70	формы и виды	1	1
71	и тем же	1	1
72	с одной стороны	4	1
73	все же они	1	1
74	так как они	1	1
75	во втором случае	3	1
76	и как бы	1	1
77	отражает в себе	1	1
78	в большей или	3	1
79	все же не	1	1
80	и т.п эта	1	1
81	так и от	1	1
82	в следующей главе	6	1
83	тесно связаны с	3	1
84	как мы увидим	2	1
85	в целом ряде	1	1
86	вместо того чтобы	3	1
87	до наших дней	1	1
88	в широком смысле	1	1
89	более или менее	1	1
90	таким образом в	2	1
91	между собой и	1	1
92	точки зрения этого	1	1
93	и в языке	1	1
94	рядом с этим	1	1
95	говорить в следующей	1	1
96	ни о каком	1	1
97	будем говорить в	1	1
98	не только в	1	1
99	как мы видим	1	1
100	таким образом не	1	1
101	и т.п все	2	1
102	как мы уже	6	1
103	в особенности же	1	1
104	и до настоящего	1	1
105	момент в нем	1	1
106	той или иной	1	1
