N	3gram	Vinokur_Vv_1	Hudozhes
1	о том что	12	9
2	и т п	5	8
3	то же время	5	8
4	по отношению к	4	8
5	в то же	5	8
6	в том что	12	6
7	в самом деле	5	4
8	можно было бы	3	4
9	к тому что	1	4
10	с точки зрения	2	3
11	в этом отношении	3	3
12	но в то	3	3
13	в связи с	2	3
14	друг для друга	1	3
15	и в самом	3	3
16	тем не менее	8	3
17	и т д	37	3
18	том что в	1	2
19	только потому что	1	2
20	того или иного	1	2
21	мы уже знаем	1	2
22	что же касается	2	2
23	только в том	2	2
24	до сих пор	5	2
25	ту или иную	1	2
26	в первой половине	1	2
27	как раз в	1	2
28	не только в	4	2
29	в значительной степени	1	2
30	так или иначе	4	2
31	не в том	2	2
32	связи с этим	1	2
33	не может быть	8	2
34	во второй половине	2	2
35	и в конце	1	1
36	как мы помним	1	1
37	по его словам	1	1
38	на том что	2	1
39	а между тем	1	1
40	потому что он	2	1
41	состоит в том	2	1
42	нами не как	1	1
43	прежде всего в	1	1
44	на самом деле	1	1
45	в этом смысле	10	1
46	то же самое	2	1
47	на свои вопросы	1	1
48	одной стороны и	3	1
49	и в этом	3	1
50	быть сказано о	1	1
51	именно в этом	3	1
52	с самого начала	1	1
53	в отличие от	3	1
54	себе самому и	1	1
55	именно в связи	1	1
56	в гораздо большей	1	1
57	заключает в себе	1	1
58	не имеет принципиального	1	1
59	как она есть	2	1
60	с этой точки	1	1
61	в xix в	1	1
62	не похожи на	1	1
63	на том чтобы	1	1
64	он вовсе не	1	1
65	в ней есть	1	1
66	не потому что	1	1
67	в первом случае	2	1
68	что в центре	1	1
69	именно в этой	1	1
70	в конце концов	2	1
71	а также и	2	1
72	в том как	1	1
73	не до конца	2	1
74	в нем не	1	1
75	во всяком случае	3	1
76	человек в центре	1	1
77	разумеется не в	1	1
78	в свое время	2	1
79	на вопрос что	1	1
80	что он вовсе	1	1
81	речь идет об	1	1
82	а в том	1	1
83	в данном случае	4	1
84	это еще не	2	1
85	т е все	1	1
86	как будто бы	2	1
87	в свою очередь	1	1
88	жизни как она	1	1
89	не со стороны	1	1
90	этой точки зрения	1	1
91	с тем что	3	1
92	но в этом	1	1
93	никогда не была	1	1
94	но все же	3	1
95	перед собой задачу	1	1
96	совсем не похожи	1	1
97	с одной стороны	4	1
98	вопрос о природе	1	1
99	все это делает	1	1
100	легко представить себе	1	1
101	xix в но	2	1
102	не в этом	1	1
103	в центре внимания	2	1
