N	3gram	Bakhtin_Fr_8	Myshleni
1	в том что	6	19
2	по сравнению с	1	14
3	по отношению к	1	10
4	с точки зрения	2	10
5	для того чтобы	2	8
6	с самого начала	1	7
7	в то время	2	6
8	можно сказать что	2	6
9	то же самое	1	6
10	можно было бы	1	5
11	заключается в том	1	5
12	друг с другом	1	5
13	в самом начале	1	4
14	как мы видели	2	4
15	том что оно	1	3
16	до сих пор	8	3
17	в этом отношении	1	3
18	друг к другу	1	3
19	мы видели что	3	3
20	мы видим в	1	2
21	состоит в том	1	2
22	в этом смысле	1	2
23	и там где	1	2
24	он мог бы	1	2
25	до известной степени	1	2
26	только то что	1	2
27	в значительной мере	1	2
28	вместе с тем	1	2
29	и то что	1	2
30	что все эти	1	2
31	с другой стороны	2	2
32	вместо того чтобы	1	2
33	не только не	2	2
34	в связи с	3	2
35	не может быть	2	2
36	таким образом что	1	1
37	но не могли	1	1
38	для своего обозначения	1	1
39	мы видим таким	1	1
40	в которой он	1	1
41	но не просто	1	1
42	на самом деле	1	1
43	в том числе	3	1
44	о том как	1	1
45	по своему значению	1	1
46	обстоит дело с	1	1
47	те и другие	1	1
48	в отличие от	1	1
49	но он не	1	1
50	том числе и	2	1
51	главным образом в	1	1
52	во всех областях	2	1
53	и могут быть	1	1
54	и тогда когда	1	1
55	как мы знаем	1	1
56	в том или	1	1
57	в данном случае	2	1
58	не потому что	1	1
59	сих пор мы	1	1
60	только в одной	1	1
61	с одной стороны	2	1
62	в действительности же	1	1
63	и не могут	1	1
64	с величайшим трудом	1	1
65	и в этом	1	1
66	потому что в	1	1
67	и в развитии	1	1
68	вопрос о том	1	1
69	на том же	1	1
70	как бы в	1	1
71	потому что они	1	1
72	и в отношении	1	1
73	и как бы	1	1
74	они и не	1	1
75	мы не можем	1	1
76	в сущности и	1	1
77	как и в	4	1
78	видим таким образом	1	1
79	в самом деле	1	1
80	той или иной	1	1
81	включает в себя	1	1
82	только тому что	1	1
83	то время когда	1	1
84	после того как	1	1
85	подобно тому как	1	1
86	в настоящее время	3	1
87	свое влияние на	1	1
