N	3gram	Vygotskiy__5	VeschiIm
1	не может быть	3	18
2	это значит что	4	17
3	что иное как	1	8
4	не что иное	1	8
5	в том что	11	6
6	одно и то	1	5
7	и то же	1	5
8	есть не что	1	5
9	в свою очередь	3	5
10	тем не менее	1	5
11	то что является	1	4
12	с точки зрения	9	4
13	и то что	2	4
14	от того что	2	4
15	в то же	1	4
16	не есть просто	1	4
17	что значит что	1	3
18	более или менее	1	3
19	в самом деле	2	3
20	подобно тому как	4	3
21	сам по себе	1	3
22	из того что	4	3
23	в собственном смысле	1	3
24	можно было бы	3	3
25	то и другое	2	3
26	вместе с тем	2	3
27	само по себе	2	3
28	сама по себе	4	3
29	не может не	1	2
30	можно сказать что	5	2
31	этой точки зрения	4	2
32	о том как	2	2
33	мы находим в	1	2
34	что только в	2	2
35	с этой точки	4	2
36	и в частности	2	2
37	в первом случае	1	2
38	и таким образом	1	2
39	заключается в том	5	2
40	нечто третье что	1	2
41	к тому что	1	2
42	так что в	2	2
43	таким образом что	2	1
44	и того же	3	1
45	школе и в	1	1
46	и может быть	1	1
47	а потому что	2	1
48	и тому же	2	1
49	тот же самый	1	1
50	но как раз	1	1
51	ничего иного кроме	1	1
52	в ней нет	1	1
53	мы видим таким	1	1
54	имеет дело с	1	1
55	это было бы	1	1
56	как и во	1	1
57	в этом смысле	1	1
58	том что он	2	1
59	остановиться только на	1	1
60	потому что я	1	1
61	в этом случае	3	1
62	то что эта	1	1
63	одной стороны и	1	1
64	на первый план	1	1
65	необходимо должно быть	2	1
66	что в свою	1	1
67	до сих пор	3	1
68	все дело заключается	1	1
69	и не может	2	1
70	в зависимости от	2	1
71	не может понять	1	1
72	в той же	2	1
73	что он не	2	1
74	не то что	3	1
75	точка зрения на	1	1
76	по одному этому	3	1
77	что не только	1	1
78	не то как	1	1
79	кроме того что	1	1
80	в свете того	2	1
81	и следовательно от	1	1
82	в понятии а	1	1
83	по себе без	1	1
84	это и значит	1	1
85	но само по	1	1
86	потому что он	5	1
87	в применении к	1	1
88	то время как	4	1
89	так же как	7	1
90	того что мы	2	1
91	или хотя бы	1	1
92	то что составляет	1	1
93	в том чтобы	1	1
94	если все это	1	1
95	таким образом и	1	1
96	еще и в	1	1
97	с одной стороны	3	1
98	смысле этого слова	1	1
99	и потому что	1	1
100	и ничего не	1	1
101	с ним когда	1	1
102	уже по одному	4	1
103	потому что она	1	1
104	эта точка зрения	2	1
105	для себя в	1	1
106	ни на что	1	1
107	с другой стороны	2	1
108	на вопрос о	3	1
109	и другое есть	1	1
110	и во всяком	1	1
111	сказать что оно	1	1
112	может быть совершенно	1	1
113	тем более не	1	1
114	в одном и	1	1
115	ни в каком	1	1
116	не есть нечто	1	1
117	тому как в	3	1
118	во всяком случае	1	1
119	мы не можем	1	1
120	том смысле что	1	1
121	в то время	4	1
122	говорили выше что	1	1
123	и вместе с	1	1
124	не только потому	1	1
125	о том что	4	1
126	если бы оно	1	1
127	ту же самую	1	1
128	хотя бы в	2	1
129	понятие и следовательно	1	1
130	не только не	3	1
131	видим таким образом	1	1
132	вопрос о том	3	1
133	вместо того чтобы	3	1
134	на отдельные звуки	1	1
135	понятий и не	1	1
136	к одному и	2	1
137	именно потому что	2	1
138	но все же	2	1
139	одного и того	3	1
140	для того чтобы	14	1
141	в том смысле	1	1
142	мы видим что	2	1
143	в результате этого	1	1
144	тех или иных	1	1
145	понятие должно быть	1	1
146	друг с другом	7	1
147	как же это	1	1
148	а если мы	1	1
149	одному и тому	2	1
150	распадается на отдельные	1	1
151	как мы говорили	1	1
