N	3gram	Trubetskoy_1	Myshleni
1	для того чтобы	5	14
2	по отношению к	1	12
3	в том что	3	11
4	с точки зрения	6	9
5	так же как	3	7
6	друг с другом	5	7
7	по сравнению с	2	5
8	в этом отношении	2	5
9	с самого начала	2	5
10	можно сказать что	2	5
11	то же самое	2	4
12	с этой точки	2	4
13	этой точки зрения	2	4
14	в то время	1	4
15	о том что	4	4
16	и того же	1	3
17	состоит в том	1	3
18	до сих пор	5	3
19	с одной стороны	7	3
20	и тот же	1	3
21	в свою очередь	1	3
22	не может быть	1	3
23	один и тот	1	3
24	не только не	1	3
25	одного и того	1	3
26	потому что в	1	2
27	в самом деле	1	2
28	о том как	1	2
29	а потому что	1	2
30	в отличие от	1	2
31	таким образом в	2	2
32	в этот период	1	2
33	вместе с тем	8	2
34	что оно является	1	2
35	но при этом	1	2
36	а с другой	5	2
37	то что он	2	2
38	тем или иным	1	2
39	с другой стороны	1	2
40	ничего общего с	2	2
41	именно потому что	1	2
42	но все же	4	2
43	мы видим что	1	2
44	в том виде	2	1
45	не может не	1	1
46	что в этом	1	1
47	сказать что в	1	1
48	в прямом смысле	1	1
49	найти выход из	1	1
50	мы имеем в	1	1
51	более или менее	5	1
52	имеем в виду	1	1
53	в этом последнем	1	1
54	в том числе	5	1
55	к тем же	1	1
56	те и другие	2	1
57	к этому что	1	1
58	в первую очередь	1	1
59	что мы знаем	1	1
60	том числе и	4	1
61	совершенно так же	1	1
62	другой стороны сами	1	1
63	имеющие ничего общего	1	1
64	в силу этого	1	1
65	не совпадает с	1	1
66	в этой области	1	1
67	в первом случае	1	1
68	смысле этого слова	1	1
69	и потому что	2	1
70	с другом не	1	1
71	психологической точки зрения	1	1
72	не только для	2	1
73	все более и	1	1
74	в связи с	3	1
75	но вместе с	2	1
76	а не как	1	1
77	развития тем более	1	1
78	мы уже говорили	1	1
79	к нему в	1	1
80	в смысле общего	1	1
81	друг к другу	1	1
82	во всяком случае	6	1
83	так и в	1	1
84	по своему значению	1	1
85	тем не менее	3	1
86	что оно имеет	1	1
87	и таким образом	3	1
88	это мы и	1	1
89	тем и другим	1	1
90	в одном и	1	1
91	между этими двумя	2	1
92	что происходит в	1	1
93	приводит к их	1	1
94	не имеющие ничего	1	1
95	и вместе с	4	1
96	и никогда не	1	1
97	в связь с	1	1
98	более и более	1	1
99	того что оно	1	1
100	в то же	2	1
101	и требует от	1	1
102	самом деле если	1	1
103	что в этой	1	1
104	не связанные с	1	1
105	в этом процессе	1	1
106	той или иной	2	1
107	влечет за собой	2	1
