N	3gram	Nazirov_Tv_2	Literetu
1	то же время	7	9
2	в то же	7	9
3	не может быть	3	7
4	в конечном счете	1	5
5	в том что	2	5
6	едва ли не	2	4
7	с другой стороны	2	4
8	по отношению к	3	3
9	на наш взгляд	2	3
10	о том что	2	2
11	и т п	2	2
12	в русской литературе	1	2
13	по крайней мере	2	2
14	в первый раз	1	2
15	это прежде всего	2	2
16	в том числе	1	2
17	не так как	1	2
18	том что в	1	1
19	особое место в	1	1
20	нет и не	1	1
21	есть по преимуществу	1	1
22	как и для	1	1
23	в соответствии с	4	1
24	и не может	2	1
25	в этот день	1	1
26	в отличие от	2	1
27	является одним из	1	1
28	только то что	1	1
29	не могут быть	1	1
30	том числе и	1	1
31	можно было бы	1	1
32	и в то	2	1
33	и в году	2	1
34	ничего общего с	1	1
35	по нашему мнению	4	1
36	нам представляется что	1	1
37	в целом ряде	1	1
38	кто из них	1	1
39	в частности в	1	1
40	с большой буквы	1	1
41	в году писал	1	1
42	мы не можем	1	1
43	пред вами как	1	1
44	в свою очередь	1	1
45	теперь же он	1	1
46	в одном из	2	1
47	том что этот	1	1
48	и прежде всего	1	1
49	той или иной	1	1
50	а с другой	1	1
51	а во второй	1	1
