N	3gram	Voloshinov_1	Myshleni
1	для того чтобы	1	14
2	по отношению к	3	12
3	в том что	2	11
4	с точки зрения	5	9
5	так же как	1	7
6	в этом отношении	1	5
7	с самого начала	2	5
8	в другом месте	1	4
9	подобно тому как	1	4
10	то же самое	1	4
11	с этой точки	1	4
12	этой точки зрения	1	4
13	и письменной речи	1	4
14	состоит в том	1	3
15	можно было бы	1	3
16	с одной стороны	2	3
17	и тот же	1	3
18	не может быть	4	3
19	один и тот	1	3
20	том что в	1	2
21	в самом деле	2	2
22	на всем протяжении	1	2
23	и не может	1	2
24	в зависимости от	2	2
25	в отличие от	1	2
26	и т.д и	1	2
27	все эти три	1	2
28	с другой стороны	2	2
29	само по себе	1	2
30	ничего общего с	2	2
31	хотя бы в	1	2
32	включает в себя	1	2
33	и в области	1	2
34	наметить хотя бы	1	1
35	что иное как	2	1
36	тот же самый	1	1
37	точки зрения и	1	1
38	в одном ряду	1	1
39	что в этом	1	1
40	еще долгое время	1	1
41	более или менее	1	1
42	на самом деле	1	1
43	слов и их	2	1
44	те же самые	1	1
45	в достаточной мере	1	1
46	тесно связана с	1	1
47	в собственном смысле	1	1
48	есть одно и	1	1
49	но мы должны	1	1
50	одно и то	3	1
51	эту точку зрения	1	1
52	не что иное	2	1
53	само собой разумеется	1	1
54	и то же	2	1
55	мы в другом	1	1
56	в связи с	1	1
57	а не как	1	1
58	мы можем установить	1	1
59	собственном смысле слова	1	1
60	тем не менее	1	1
61	не было бы	1	1
62	в тех случаях	1	1
63	есть не что	2	1
64	собой разумеется что	1	1
65	мы не можем	1	1
66	так же точно	1	1
67	таким образом мы	1	1
68	и вместе с	1	1
69	это и не	1	1
70	те или иные	1	1
71	того или иного	2	1
72	и никогда не	1	1
73	и не является	2	1
74	и подобно тому	1	1
75	тех случаях когда	1	1
76	в то же	1	1
77	к тому что	1	1
78	и т.п и	3	1
79	тех или иных	1	1
80	теперь мы можем	1	1
81	за пределы только	1	1
82	здесь и там	1	1
