N	2gram	Tiupa_Narr_1	Stilisti
1	и в	11	42
2	не только	31	27
3	как бы	6	27
4	и т.п	8	24
5	прежде всего	4	22
6	и т.д	6	20
7	хотя бы	2	17
8	то же	8	15
9	но и	27	15
10	и не	23	14
11	не может	8	12
12	может быть	15	12
13	мы уже	1	11
14	как и	13	11
15	точки зрения	5	11
16	отнюдь не	2	10
17	в этом	12	10
18	и как	3	10
19	как мы	2	10
20	ситуации и	2	10
21	что мы	2	10
22	мы не	3	9
23	при этом	19	9
24	в то	4	9
25	для того	3	9
26	то что	9	9
27	в ней	4	8
28	все же	4	8
29	в себе	6	8
30	таким образом	1	8
31	тем самым	5	8
32	с тем	1	8
33	в зависимости	2	7
34	зависимости от	2	7
35	и на	5	7
36	в которой	1	7
37	и тем	4	7
38	так как	1	7
39	никогда не	4	7
40	же время	4	7
41	потому что	5	7
42	того чтобы	4	7
43	ничего не	2	7
44	с его	4	7
45	только в	12	7
46	и его	10	7
47	мы можем	2	7
48	а не	13	7
49	и от	2	7
50	во всех	1	6
51	мы будем	1	6
52	точку зрения	1	6
53	в этой	6	6
54	но ведь	1	6
55	в нем	4	6
56	не в	6	6
57	в области	2	6
58	так и	5	6
59	в форме	2	6
60	в конце	2	6
61	или иной	4	6
62	речи и	1	6
63	говорящего и	1	6
64	в свою	2	6
65	той же	1	5
66	уже в	1	5
67	в нашем	3	5
68	в той	2	5
69	и наконец	1	5
70	одно и	2	5
71	и с	3	5
72	мы видели	1	5
73	с точки	1	5
74	тому что	1	5
75	в сознании	4	5
76	а в	13	5
77	не является	3	5
78	же самое	2	5
79	в его	6	5
80	и является	2	5
81	слова в	4	5
82	точек зрения	2	5
83	с помощью	1	5
84	вместе с	2	5
85	как это	3	5
86	слова и	1	5
87	своей жизни	1	5
88	у которого	1	5
89	если б	1	4
90	и то	3	4
91	самом деле	3	4
92	тем же	2	4
93	слово не	1	4
94	себя в	2	4
95	что именно	1	4
96	и к	1	4
97	но в	7	4
98	в самом	6	4
99	что это	1	4
100	так сказать	2	4
101	уже не	8	4
102	его в	1	4
103	у нас	3	4
104	его внутренней	1	4
105	но все	1	4
106	к тому	6	4
107	той или	5	4
108	свою очередь	2	4
109	если бы	7	4
110	о том	4	4
111	можно сказать	5	4
112	все время	1	4
113	того что	4	4
114	один из	6	4
115	с появлением	2	4
116	мы увидим	1	4
117	в качестве	14	4
118	вопроса о	1	4
119	точка зрения	5	4
120	о своей	2	4
121	не просто	1	4
122	а с	1	4
123	в слове	3	4
124	то есть	9	4
125	все это	1	4
126	не знаем	1	4
127	не существует	3	4
128	зрения в	1	4
129	так же	1	4
130	человеческой речи	1	3
131	на самом	1	3
132	которое может	1	3
133	и само	1	3
134	слова о	1	3
135	жизни это	1	3
136	еще не	4	3
137	ответ на	1	3
138	знакомства с	1	3
139	перед нами	5	3
140	хотя и	4	3
141	зрения как	2	3
142	та же	2	3
143	слов в	2	3
144	и вот	2	3
145	их в	3	3
146	заключает в	2	3
147	не будет	2	3
148	об этом	6	3
149	лишь в	3	3
150	это не	3	3
151	не мог	6	3
152	том что	7	3
153	что было	1	3
154	необходимо чтобы	1	3
155	в потоке	1	3
156	слова как	1	3
157	связи с	2	3
158	внутренней жизни	1	3
159	т.п и	2	3
160	да и	2	3
161	в виду	1	3
162	но при	3	3
163	в ее	1	3
164	роль в	2	3
165	что у	4	3
166	во второй	1	3
167	приближается к	1	3
168	и здесь	1	3
169	нуждается в	1	3
170	конце фразы	1	3
171	жизни и	6	3
172	только на	2	3
173	в данной	1	3
174	из них	4	3
175	его и	2	3
176	представить себе	1	3
177	в котором	1	3
178	в одном	4	3
179	не становится	1	3
180	что и	1	3
181	и даже	2	3
182	и уже	1	3
183	если не	2	3
184	в тех	1	3
185	в целом	3	3
186	в начале	3	3
187	и слово	1	3
188	но для	3	3
189	и для	2	3
190	для нас	1	3
191	и все	3	3
192	главным образом	1	3
193	между ними	2	3
194	не знает	1	3
195	сказать что	2	3
196	также и	3	2
197	жизни мы	1	2
198	мы имеем	3	2
199	всех его	2	2
200	высказывания в	2	2
201	но даже	1	2
202	как не	1	2
203	и он	6	2
204	же слово	1	2
205	между собой	2	2
206	иное как	1	2
207	установки на	1	2
208	природы и	1	2
209	но не	4	2
210	смог бы	1	2
211	достаточно для	1	2
212	только потому	1	2
213	значение и	1	2
214	должны были	1	2
215	отношение к	1	2
216	как в	4	2
217	почувствовал что	1	2
218	целый ряд	1	2
219	между двумя	5	2
220	к чему	3	2
221	ни один	1	2
222	представляет собой	8	2
223	бы не	1	2
224	речи но	1	2
225	тому же	6	2
226	человек не	1	2
227	слово это	2	2
228	в реальной	1	2
229	художественного высказывания	2	2
230	и сам	1	2
231	по своему	2	2
232	существенным моментом	1	2
233	человека в	2	2
234	значительной степени	1	2
235	ясно что	1	2
236	с этим	1	2
237	в жизни	3	2
238	не всегда	3	2
239	в этих	2	2
240	в своей	5	2
241	ли он	1	2
242	что вся	1	2
243	в которых	1	2
244	в мире	4	2
245	при условии	1	2
246	однако в	3	2
247	для каждого	1	2
248	своего героя	1	2
249	о них	3	2
250	что иное	1	2
251	каждый из	2	2
252	не останется	1	2
253	этом отношении	3	2
254	за ними	3	2
255	ли не	2	2
256	у себя	2	2
257	от ситуации	1	2
258	здесь не	2	2
259	ни слова	1	2
260	в пределах	2	2
261	как с	1	2
262	и когда	1	2
263	с собой	1	2
264	из двух	1	2
265	времени и	9	2
266	не с	1	2
267	вошел в	1	2
268	и вообще	1	2
269	с ним	2	2
270	по своей	1	2
271	в значительной	1	2
272	к нему	4	2
273	в него	1	2
274	этой ситуации	1	2
275	в том	8	2
276	тот же	1	2
277	одной из	1	2
278	что он	3	2
279	для всех	1	2
280	или даже	1	2
281	в душе	1	2
282	и точек	1	2
283	первобытного человека	2	2
284	и сознания	1	2
285	для него	4	2
286	для них	2	2
287	тем что	1	2
288	а на	2	2
289	говорить и	1	2
290	еще и	1	2
291	бытия в	1	2
292	смысл высказывания	1	2
293	связано с	1	2
294	не было	3	2
295	зависит от	2	2
296	до конца	2	2
297	суде и	1	2
298	разных местах	1	2
299	в связи	2	2
