N	2gram	Tiupa_Vved_1	FransuaR
1	и в	13	65
2	то есть	8	45
3	и др	1	24
4	как бы	4	22
5	и не	12	22
6	вовсе не	1	18
7	и т.п	9	17
8	в сущности	1	16
9	в том	10	16
10	в этом	21	15
11	но в	6	14
12	в нем	5	13
13	нового времени	3	13
14	и на	3	11
15	прежде всего	7	11
16	все эти	1	10
17	не только	20	10
18	и его	5	10
19	так и	8	10
20	но и	19	10
21	и потому	1	10
22	том числе	1	10
23	во всех	2	9
24	в его	4	9
25	все это	1	9
26	всех этих	1	8
27	в своем	5	8
28	в основе	3	8
29	в духе	1	8
30	и даже	1	8
31	по своему	2	8
32	точки зрения	1	7
33	в области	3	7
34	только в	6	7
35	числе и	1	7
36	жизни и	7	7
37	на самом	4	6
38	в ней	4	6
39	еще не	7	6
40	все же	6	6
41	и у	1	6
42	при этом	26	6
43	том что	7	6
44	в отношении	1	6
45	никогда не	4	6
46	как мы	3	6
47	времени и	7	6
48	в значительной	1	6
49	в литературе	2	6
50	может быть	18	6
51	не знает	1	6
52	сказать что	1	6
53	в последующих	1	5
54	отличие от	2	5
55	его развития	1	5
56	как в	4	5
57	с их	1	5
58	на протяжении	1	5
59	в них	2	5
60	как и	11	5
61	есть в	2	5
62	в своей	5	5
63	потому что	5	5
64	той или	3	5
65	между тем	1	5
66	для него	3	5
67	в одном	1	5
68	или иной	3	5
69	еще и	1	5
70	превращается в	1	5
71	связь с	1	5
72	в частности	13	5
73	в той	4	5
74	и все	4	5
75	еще более	1	5
76	в своих	2	5
77	жизни в	4	5
78	и до	1	4
79	и к	2	4
80	поэтому и	1	4
81	в самом	2	4
82	в этой	1	4
83	так сказать	2	4
84	и еще	1	4
85	входит в	1	4
86	во время	1	4
87	в их	1	4
88	в отличие	2	4
89	не в	6	4
90	большей или	1	4
91	связи с	1	4
92	в жизни	4	4
93	из них	1	4
94	отношение к	2	4
95	и оценки	1	4
96	или меньшей	1	4
97	это уже	1	4
98	мира и	2	4
99	для нас	2	4
100	между ними	1	4
101	культуры в	1	4
102	самом деле	3	3
103	жизни как	1	3
104	мы и	2	3
105	уже не	5	3
106	то что	6	3
107	в себе	5	3
108	но на	2	3
109	перестает быть	1	3
110	и с	2	3
111	это не	6	3
112	далеко не	4	3
113	в ее	1	3
114	он и	2	3
115	мир и	1	3
116	но это	3	3
117	даже в	1	3
118	на котором	1	3
119	по своей	3	3
120	этом отношении	4	3
121	картине мира	4	3
122	но одновременно	1	3
123	и прежде	1	3
124	в виду	1	3
125	она была	2	3
126	с ним	3	3
127	с другой	5	3
128	второй половины	1	3
129	к нему	1	3
130	во всей	1	3
131	в форме	1	3
132	что он	1	3
133	но как	1	3
134	мир в	1	3
135	как раз	2	3
136	в ряду	2	3
137	мира в	8	3
138	во франции	1	3
139	на фоне	2	3
140	нет ничего	1	3
141	и их	1	3
142	не является	3	3
143	по ходу	1	3
144	не может	7	3
145	что в	3	3
146	в искусстве	1	3
147	т.п в	1	2
148	одним из	5	2
149	например в	2	2
150	области литературы	1	2
151	в чужой	1	2
152	смерть в	1	2
153	из всех	1	2
154	и само	1	2
155	всех его	1	2
156	это всегда	1	2
157	не вполне	3	2
158	подчеркнуть что	5	2
159	и он	1	2
160	это время	2	2
161	начало и	2	2
162	но не	5	2
163	не входит	1	2
164	образов но	2	2
165	и наконец	2	2
166	из этих	3	2
167	он не	3	2
168	не к	4	2
169	и вот	1	2
170	на его	1	2
171	новое и	1	2
172	и по	3	2
173	так например	1	2
174	значительной степени	1	2
175	а его	2	2
176	жизни но	1	2
177	в этих	3	2
178	от своего	1	2
179	их в	2	2
180	бы быть	1	2
181	на него	2	2
182	в процессе	1	2
183	всего на	1	2
184	во всем	1	2
185	в мир	1	2
186	начиная с	3	2
187	к себе	1	2
188	есть только	1	2
189	могут быть	4	2
190	к тому	6	2
191	но при	5	2
192	приводит к	2	2
193	роль в	1	2
194	особенно в	1	2
195	мы всегда	1	2
196	о том	5	2
197	можно сказать	4	2
198	основе своей	1	2
199	существенную роль	1	2
200	представления о	1	2
201	существенные изменения	1	2
202	но с	1	2
203	мы видим	1	2
204	с одной	5	2
205	только на	1	2
206	и чисто	1	2
207	или даже	1	2
208	далек от	1	2
209	в наиболее	2	2
210	в особенности	1	2
211	при всей	2	2
212	неразрывном единстве	1	2
213	что не	1	2
214	одной стороны	5	2
215	на этот	1	2
216	до конца	3	2
217	несмотря на	1	2
218	и так	1	2
219	и особенно	1	2
220	его на	1	2
221	эта природа	1	2
222	наряду с	2	2
223	быть только	2	2
224	да и	1	2
225	на ранних	1	2
226	того что	6	2
227	что мы	2	2
228	в целом	3	2
229	между прочим	1	2
230	и для	3	2
231	при таком	1	2
232	и от	2	2
233	не подлежит	1	2
234	или в	1	2
235	хотя и	7	2
236	интерес к	1	2
237	же в	1	2
238	в романе	6	2
239	себе самому	1	2
240	в противоположность	1	2
241	в таком	1	2
242	термина в	1	1
243	ранних этапах	1	1
244	речь идет	1	1
245	тех же	1	1
246	в приведенном	2	1
247	между двумя	3	1
248	от своей	1	1
249	автора может	1	1
250	другой жизни	1	1
251	то же	5	1
252	а как	1	1
253	существенный аспект	1	1
254	мы не	4	1
255	обновления и	1	1
256	на первом	1	1
257	к новой	1	1
258	нам в	1	1
259	именно к	1	1
260	только благодаря	1	1
261	оба эти	1	1
262	говорить о	2	1
263	принадлежит к	3	1
264	этого термина	1	1
265	вопросы о	1	1
266	т.п но	1	1
267	и мира	3	1
268	начале и	1	1
269	появляется и	1	1
270	от них	1	1
271	же она	1	1
272	по отношению	7	1
273	его произведение	1	1
274	друг от	1	1
275	в настоящем	2	1
276	иной степени	1	1
