N	2gram	Tiupa_Anal_3	Komedia
1	и в	18	22
2	и не	12	21
3	молодого человека	1	14
4	том что	12	13
5	таким образом	4	12
6	в том	9	12
7	со стороны	9	11
8	в доме	1	10
9	потому что	1	10
10	в самом	5	9
11	до сих	1	9
12	вместе с	2	9
13	сих пор	1	9
14	в этом	14	8
15	его в	3	8
16	в глазах	2	8
17	в своем	4	8
18	о том	6	8
19	если бы	1	8
20	в его	7	8
21	что и	5	8
22	что он	4	8
23	едва ли	3	7
24	то же	3	7
25	при этом	11	7
26	об этом	2	7
27	в конце	5	7
28	о чем	4	7
29	а в	10	7
30	в свою	5	7
31	того же	5	6
32	самом деле	2	6
33	еще не	6	6
34	так что	1	6
35	тому же	3	6
36	в то	3	6
37	и его	13	6
38	к тому	6	6
39	того чтобы	1	6
40	свою очередь	4	6
41	для того	1	6
42	может быть	9	6
43	как раз	7	6
44	к этому	3	6
45	речь идет	1	5
46	отношение к	1	5
47	более чем	2	5
48	но в	2	5
49	не только	22	5
50	а по	1	5
51	он не	6	5
52	в своей	1	5
53	не менее	4	5
54	же время	3	5
55	связи с	1	5
56	к себе	1	5
57	и сам	4	5
58	хотя и	2	5
59	с ним	1	5
60	любви к	2	5
61	что в	9	5
62	по отношению	7	5
63	тем что	2	5
64	прежде всего	5	5
65	как это	3	5
66	все это	3	5
67	то ли	2	4
68	на себя	2	4
69	в ней	2	4
70	он был	1	4
71	с другой	7	4
72	отнюдь не	4	4
73	все же	4	4
74	когда он	2	4
75	то что	2	4
76	в себе	2	4
77	что она	2	4
78	совпадают с	1	4
79	с тем	2	4
80	несмотря на	2	4
81	точки зрения	3	4
82	не в	6	4
83	однако в	5	4
84	на него	1	4
85	у него	1	4
86	и здесь	2	4
87	так и	14	4
88	между собой	1	4
89	с помощью	1	4
90	вовсе не	1	4
91	но и	13	4
92	а не	9	4
93	в связи	1	4
94	стихов из	1	4
95	не является	5	4
96	и для	2	4
97	бы в	1	4
98	тем более	1	4
99	хотя бы	1	4
100	идет о	1	3
101	который в	3	3
102	говорить о	3	3
103	на них	1	3
104	столь же	4	3
105	жениться на	1	3
106	с его	8	3
107	в ее	3	3
108	с этим	3	3
109	и к	4	3
110	тем же	1	3
111	представляет собой	5	3
112	в этой	6	3
113	и тот	1	3
114	по имени	1	3
115	на то	1	3
116	не могла	2	3
117	в нем	2	3
118	при виде	1	3
119	приводит к	4	3
120	было бы	3	3
121	в них	2	3
122	далеко не	4	3
123	как и	14	3
124	и еще	1	3
125	но если	1	3
126	себе в	1	3
127	с точки	2	3
128	отцом и	1	3
129	тем не	2	3
130	к ним	1	3
131	никогда не	5	3
132	ничего не	3	3
133	судя по	2	3
134	он так	1	3
135	обращается к	1	3
136	в глаза	2	3
137	одного из	1	3
138	не позволяет	1	3
139	должно было	1	3
140	тех пор	2	3
141	не о	1	3
142	одной из	1	3
143	с одной	2	3
144	в начале	6	3
145	что не	3	3
146	всяком случае	2	3
147	мы можем	2	3
148	отношению к	7	3
149	и даже	8	3
150	перед ним	1	3
151	на этот	1	3
152	один из	2	3
153	в частности	12	3
154	на новую	1	3
155	не может	2	3
156	по своему	2	3
157	одной стороны	2	3
158	в течение	1	3
159	отца не	1	3
160	как бы	10	3
161	с этой	1	3
162	в целом	3	3
163	еще больше	1	3
164	бы он	1	3
165	до тех	1	3
166	не знает	1	3
167	дело с	3	3
168	все что	1	3
169	во всяком	2	3
170	в совершенном	1	2
171	отношения к	2	2
172	человека и	1	2
173	перед лицом	1	2
174	здесь и	3	2
175	из его	1	2
176	его не	3	2
177	мы не	3	2
178	в сущности	5	2
179	и он	2	2
180	и на	4	2
181	во всех	2	2
182	с отцом	1	2
183	конечном счете	2	2
184	отличие от	2	2
185	за пределы	1	2
186	что они	3	2
187	как в	3	2
188	собственного дома	1	2
189	между отцом	1	2
190	что касается	3	2
191	в ожидании	1	2
192	в результате	5	2
193	и хотя	1	2
194	всего лишь	8	2
195	так или	1	2
196	бы не	1	2
197	раз в	1	2
198	после чего	2	2
199	на его	2	2
200	о которой	2	2
201	состоит в	4	2
202	кто из	1	2
203	возвращение к	1	2
204	в силу	1	2
205	человека в	1	2
206	а затем	1	2
207	в мире	5	2
208	не с	2	2
209	с другими	1	2
210	это не	2	2
211	отца и	1	2
212	еще одно	1	2
213	остается в	1	2
214	не мог	2	2
215	мало что	1	2
216	в г	1	2
217	и без	3	2
218	в их	6	2
219	в одном	4	2
220	того кто	1	2
221	как видим	1	2
222	вплоть до	2	2
223	дело не	3	2
224	в основе	1	2
225	ему и	1	2
226	известной степени	3	2
227	ли не	4	2
228	все еще	1	2
229	как мы	1	2
230	и о	1	2
231	к нравственным	1	2
232	здесь не	3	2
233	роль в	3	2
234	действующим лицом	1	2
235	от своей	2	2
236	именно потому	1	2
237	а также	2	2
238	в другом	1	2
239	в конечном	2	2
240	между тем	5	2
241	нуждается в	2	2
242	что девушка	1	2
243	за ней	1	2
244	не как	2	2
245	тот же	1	2
246	сына и	1	2
247	у тебя	1	2
248	и ее	2	2
249	в качестве	12	2
250	же автора	1	2
251	уже в	3	2
252	мы знаем	1	2
253	при всей	1	2
254	этом отношении	3	2
255	или иначе	1	2
256	себя и	1	2
257	не было	3	2
258	отца в	1	2
259	представляется совершенно	1	2
260	своей любви	1	2
261	что мы	2	2
262	он и	3	2
263	до этого	1	2
264	из которых	1	2
265	в пределах	4	2
266	не могут	1	2
267	этом случае	1	2
268	о его	2	2
269	и все	2	2
270	не будет	3	2
271	а о	1	2
272	между ними	1	2
273	своего состояния	1	2
