N	2gram	Losev_Prob_3	Psycholo
1	и в	44	38
2	в басне	11	37
3	то что	23	35
4	все время	1	30
5	в том	21	25
6	в самом	3	25
7	самом деле	3	21
8	что в	8	20
9	может быть	28	19
10	и что	7	18
11	на то	3	16
12	что она	1	16
13	точки зрения	5	16
14	в ней	5	15
15	то есть	34	15
16	и т	13	14
17	том что	12	14
18	если бы	3	14
19	как бы	9	14
20	потому что	25	14
21	в этом	17	13
22	в этой	3	13
23	не только	14	12
24	таким образом	9	12
25	было бы	8	12
26	не в	13	12
27	что он	9	11
28	то же	13	10
29	басни в	1	10
30	что это	3	10
31	и не	35	10
32	же самое	9	10
33	и все	3	10
34	о которых	3	9
35	с точки	2	9
36	того чтобы	1	9
37	и то	14	8
38	с этим	2	8
39	все же	6	8
40	и как	3	8
41	с тем	5	8
42	как и	10	8
43	в одном	1	8
44	и это	9	8
45	но только	6	8
46	так что	12	8
47	вовсе не	37	8
48	как раз	8	8
49	для того	1	8
50	перед нами	8	8
51	для нас	16	8
52	из этого	3	8
53	мы уже	4	7
54	с другой	7	7
55	заключается в	4	7
56	мы можем	6	7
57	не может	7	7
58	как мы	8	7
59	в ее	4	7
60	что у	3	7
61	никак не	9	7
62	эту басню	1	7
63	а не	18	7
64	а в	5	7
65	и на	1	6
66	в которых	3	6
67	как это	2	6
68	и если	6	6
69	он не	8	6
70	бы совершенно	1	6
71	мы видели	2	6
72	в котором	2	6
73	тому что	4	6
74	она не	3	6
75	не имеет	9	6
76	и его	5	6
77	басня может	1	6
78	к тому	3	6
79	указывает на	7	6
80	ясно что	6	6
81	и здесь	5	6
82	о том	6	6
83	второй план	1	6
84	с одной	2	6
85	если мы	16	6
86	из них	2	6
87	так как	9	6
88	до сих	2	6
89	которых мы	1	6
90	там где	1	6
91	он говорит	1	6
92	должна быть	1	5
93	мы не	7	5
94	в своем	5	5
95	могли бы	4	5
96	в которой	2	5
97	в другом	2	5
98	несмотря на	1	5
99	в своей	5	5
100	казалось бы	1	5
101	и когда	1	5
102	в его	9	5
103	но и	10	5
104	одной стороны	1	5
105	басни с	1	5
106	вместе с	2	5
107	в той	3	5
108	сих пор	2	5
109	или в	4	5
110	о котором	1	5
111	другой стороны	5	5
112	совершенно не	4	5
113	что эти	1	4
114	что если	1	4
115	время как	4	4
116	во всех	2	4
117	не то	2	4
118	что они	5	4
119	идет о	1	4
120	как в	5	4
121	когда он	2	4
122	в целом	6	4
123	все эти	7	4
124	в тех	3	4
125	в себе	8	4
126	басне и	1	4
127	в нем	9	4
128	при этом	4	4
129	т д	13	4
130	здесь мы	1	4
131	но если	6	4
132	что с	1	4
133	и другое	1	4
134	из него	2	4
135	никогда не	6	4
136	больше чем	1	4
137	в самой	2	4
138	как будто	3	4
139	от морали	1	4
140	мы все	1	4
141	когда в	3	4
142	в виду	10	4
143	что и	9	4
144	басню в	1	4
145	с той	5	4
146	только в	19	4
147	не можем	1	4
148	при помощи	8	4
149	у него	1	4
150	и даже	14	4
151	и между	1	4
152	из которых	2	4
153	по своему	2	4
154	того что	8	4
155	мы могли	4	4
156	и для	2	4
157	речь идет	1	4
158	этих героев	1	4
159	сказать что	16	4
160	ее в	1	4
161	в своих	1	4
162	уже это	1	3
163	того же	2	3
164	смысл этого	1	3
165	едва ли	5	3
166	и этот	1	3
167	из всех	1	3
168	и значение	3	3
169	до такой	1	3
170	на тему	1	3
171	совсем не	2	3
172	и к	6	3
173	но в	12	3
174	из этих	1	3
175	не к	1	3
176	одно и	3	3
177	что все	2	3
178	конечно в	1	3
179	бы в	2	3
180	его в	3	3
181	и тем	9	3
182	ни в	8	3
183	в них	1	3
184	далеко не	1	3
185	в один	1	3
186	со всей	1	3
187	в такой	1	3
188	без всяких	1	3
189	она в	1	3
190	мы говорили	2	3
191	бы не	1	3
192	с теми	2	3
193	в то	9	3
194	и соловей	1	3
195	всякая басня	1	3
196	в основе	2	3
197	именно это	1	3
198	как только	3	3
199	и о	5	3
200	имеет никакого	3	3
201	к тем	1	3
202	действительность и	3	3
203	были бы	2	3
204	и только	6	3
205	здесь не	8	3
206	которое мы	5	3
207	был бы	1	3
208	не так	3	3
209	тем что	4	3
210	такое же	1	3
211	что не	1	3
212	то и	5	3
213	это одно	1	3
214	который мы	1	3
215	когда она	2	3
216	только для	1	3
217	но это	8	3
218	все это	5	3
219	указать на	1	3
220	она может	2	3
221	такой степени	1	3
222	одновременно и	1	3
223	что под	1	3
224	стрекозы и	1	3
225	к этому	1	3
226	как на	2	3
227	в таком	5	3
228	от этой	1	2
229	отношения к	3	2
230	например в	1	2
231	на самом	7	2
232	он может	1	2
233	что смысл	2	2
234	басня и	2	2
235	не имеют	4	2
236	все те	1	2
237	и больше	3	2
238	той же	1	2
239	и ничего	1	2
240	нам в	1	2
241	оно есть	1	2
242	большей частью	1	2
243	между собой	1	2
244	мы читаем	2	2
245	всего этого	1	2
246	бы она	2	2
247	заключается не	1	2
248	видели что	1	2
249	но как	4	2
250	с самой	3	2
251	уже как	3	2
252	не просто	23	2
253	отнюдь не	10	2
254	в истории	1	2
255	что именно	1	2
256	очень трудно	1	2
257	и формулировать	1	2
258	он в	2	2
259	остановиться на	1	2
260	нами в	2	2
261	своим собственным	2	2
262	а вовсе	2	2
263	в прямом	1	2
264	всех этих	2	2
265	в отвлеченном	1	2
266	одной и	1	2
267	и по	2	2
268	так например	1	2
269	соловья и	2	2
270	в нее	1	2
271	и может	2	2
272	и дает	1	2
273	человек который	1	2
274	которое имеет	3	2
275	же самого	1	2
276	автора и	1	2
277	перед собой	1	2
278	от своего	1	2
279	и ее	3	2
280	момент который	1	2
281	говорил о	1	2
282	и той	1	2
283	образом и	2	2
284	но он	1	2
285	но они	1	2
286	и эти	1	2
287	есть именно	5	2
288	и более	2	2
289	том и	1	2
290	в этих	2	2
291	это является	3	2
292	и очень	3	2
293	море не	1	2
294	нет никакого	4	2
295	дело не	2	2
296	он хочет	1	2
297	и всегда	2	2
298	ничего не	3	2
299	находятся в	3	2
300	к ней	1	2
301	то это	10	2
302	всех прочих	1	2
303	у нас	10	2
304	не могут	1	2
305	когда мы	15	2
306	что оно	2	2
307	утверждать что	1	2
308	из всего	1	2
309	с ее	2	2
310	данном случае	7	2
311	только то	2	2
312	то время	4	2
313	прямом смысле	1	2
314	в глаза	1	2
315	пение соловья	2	2
316	том как	2	2
317	мы в	4	2
318	для этого	6	2
319	с ним	7	2
320	внимание на	1	2
321	и та	1	2
322	но мы	1	2
323	и во	2	2
324	у них	2	2
325	что поэт	1	2
326	и следовательно	2	2
327	все прочие	1	2
328	что здесь	5	2
329	что только	1	2
330	что даже	4	2
331	басня как	1	2
332	и часто	1	2
333	и действительно	1	2
334	помощи которого	1	2
335	по мнению	2	2
336	это же	3	2
337	все они	2	2
338	со всеми	1	2
339	в качестве	3	2
340	для всех	1	2
341	есть в	3	2
342	уже не	7	2
343	своих героев	2	2
344	или не	1	2
345	в виде	6	2
346	к своим	1	2
347	к каким	1	2
348	для него	3	2
349	всяком случае	6	2
350	могло бы	3	2
351	в конце	5	2
352	но что	2	2
353	заметить что	1	2
354	к самому	2	2
355	и поэтический	1	2
356	это будет	4	2
357	другое и	1	2
358	без всякой	1	2
359	здесь в	3	2
360	еще и	7	2
361	а с	2	2
362	до конца	1	2
363	однако и	1	2
364	уже давно	1	2
365	эти слова	2	2
366	хотя бы	3	2
367	к своему	1	2
368	в данном	9	2
369	что за	1	2
370	к самой	1	2
371	но сам	1	2
372	есть только	4	2
373	смысле этого	1	2
374	что всякое	1	2
375	это есть	3	2
376	что же	8	2
377	в первой	1	2
378	по существу	2	2
379	том смысле	3	2
380	быть не	1	2
381	этого слова	5	2
382	с этой	3	2
383	благодаря этому	1	2
384	заставляет нас	2	2
385	при таком	2	2
386	поэзии в	1	2
387	вовсе нет	1	2
388	только что	2	2
389	же в	3	2
390	так же	5	2
391	нам не	2	2
392	была бы	1	2
393	указывают на	1	2
394	к этой	1	2
395	и другие	3	2
396	они не	1	2
397	можно назвать	1	2
398	во всяком	9	2
399	значения этого	1	1
400	не нужна	1	1
401	скажет что	4	1
402	герои не	1	1
403	у гоголя	8	1
404	же как	3	1
405	именно эта	1	1
406	относится и	2	1
407	художественного произведения	14	1
408	и определенного	1	1
409	этого пения	1	1
410	и потому	7	1
411	дело вовсе	2	1
412	словами и	1	1
413	это и	7	1
414	и есть	5	1
415	в первом	1	1
416	он требует	1	1
417	и до	2	1
418	выражается в	3	1
419	от которых	1	1
420	что мы	8	1
421	от реальных	1	1
422	часто бывает	3	1
423	мы имеем	2	1
424	но никто	1	1
425	что самый	1	1
426	чем ты	1	1
427	это означает	1	1
428	не столько	2	1
429	именно те	1	1
430	но исключительно	1	1
431	на свою	1	1
432	план в	1	1
433	чтобы у	1	1
434	и он	1	1
435	не остается	1	1
436	часть басни	1	1
437	еще не	5	1
438	это возможно	1	1
439	или все	1	1
440	является просто	1	1
441	я на	1	1
442	в чем	4	1
443	произведения его	1	1
444	там и	3	1
445	природы и	2	1
446	то мы	1	1
447	сказать и	1	1
448	в изображении	1	1
449	басне потому	1	1
450	чем это	1	1
451	но не	3	1
452	мы будем	2	1
453	в сторону	1	1
454	прозаической и	1	1
455	не все	1	1
456	о картине	1	1
