N	3gram	Losev_Prob_4	Mirosoze
1	там и здесь	1	6
2	друг к другу	1	5
3	добра и зла	1	5
4	для того чтобы	2	4
5	что иное как	2	3
6	же как и	1	3
7	до сих пор	1	3
8	к тому что	1	3
9	так же как	1	3
10	это и есть	1	3
11	потому что она	2	3
12	есть не что	2	3
13	не что иное	2	3
14	для этого необходимо	1	3
15	у достоевского нет	1	2
16	в чем не	1	2
17	потому что он	2	2
18	познания добра и	1	2
19	в братьях карамазовых	1	2
20	о великом инквизиторе	1	2
21	о том что	3	2
22	ни в чем	1	2
23	как и в	1	2
24	что это не	1	2
25	может быть лишь	1	2
26	в том что	8	2
27	как и во	1	2
28	и для всякой	1	1
29	а следовательно и	1	1
30	прежде всего как	1	1
31	легенда о великом	1	1
32	и в нашем	1	1
33	том что он	1	1
34	революции а не	1	1
35	ли сказать что	1	1
36	по своему значению	1	1
37	в нем и	1	1
38	можно ли сказать	2	1
39	с точки зрения	11	1
40	преступлении и наказании	1	1
41	сам по себе	6	1
42	что он не	1	1
43	с ним как	1	1
44	в романах достоевского	1	1
45	а может быть	1	1
46	в себе и	2	1
47	достоевского не только	1	1
48	несет с собой	1	1
49	не сам по	2	1
50	чтобы не только	1	1
51	на то что	1	1
52	у достоевского не	1	1
53	который имел бы	1	1
54	и не было	2	1
55	в преступлении и	1	1
56	бы и не	1	1
57	ни к какому	1	1
58	перед лицом вечности	1	1
59	не есть ни	2	1
60	по сравнению с	1	1
61	и есть не	1	1
62	в бесконечную даль	2	1
63	но и его	1	1
64	человека в этом	1	1
65	на эту тему	1	1
66	но так как	1	1
67	утвердить себя в	1	1
68	которого нет в	1	1
69	не то чтобы	1	1
70	науки и искусства	1	1
71	в бесконечные дали	2	1
72	только и можно	3	1
73	на заходящее солнце	1	1
74	не может существовать	1	1
75	и не хотел	1	1
76	жизни в этом	1	1
77	он верит в	1	1
78	той или иной	11	1
79	человеческая жизнь и	1	1
80	и зла и	1	1
81	сама по себе	2	1
82	на самом деле	3	1
83	в конце концов	1	1
84	именно потому что	1	1
85	достоевского нет ни	1	1
