N	3gram	Potebnia_M_1	Problemy
1	и т п	2	9
2	с точки зрения	3	8
3	до сих пор	1	7
4	по отношению к	13	5
5	сам по себе	1	5
6	то же время	3	5
7	в то же	3	5
8	сама по себе	3	4
9	не может быть	9	4
10	и т д	4	4
11	более или менее	1	3
12	можно было бы	1	3
13	в эту минуту	1	3
14	с другой стороны	5	3
15	как и в	2	3
16	в этом смысле	4	2
17	друг на друга	1	2
18	на этот вопрос	2	2
19	как если бы	1	2
20	и в этих	1	2
21	но при этом	1	2
22	по себе еще	1	2
23	тем не менее	6	2
24	и в самой	1	2
25	в то время	1	2
26	другой стороны и	1	2
27	ни в одном	1	2
28	но все же	1	2
29	на то что	1	2
30	друг от друга	2	2
31	себе еще не	1	2
32	бы ни были	1	1
33	каждая из этих	1	1
34	в сущности есть	1	1
35	а между тем	3	1
36	а следовательно и	1	1
37	мысли и слова	1	1
38	словом но в	1	1
39	и в жизни	1	1
40	же время не	1	1
41	следовать друг за	1	1
42	мере того как	3	1
43	дело в том	2	1
44	в том и	2	1
45	так что в	2	1
46	по мере того	3	1
47	и даже отчасти	1	1
48	одной стороны и	1	1
49	их к одному	1	1
50	по крайней мере	2	1
51	в таком случае	2	1
52	сами по себе	1	1
53	бы ни было	1	1
54	бы то ни	2	1
55	но и в	4	1
56	между тем как	1	1
57	там где есть	1	1
58	в собственном смысле	1	1
59	что в нем	1	1
60	при этом не	1	1
61	никогда не была	1	1
62	т п с	1	1
63	то ни было	1	1
64	бы в самом	1	1
65	с одной стороны	3	1
66	смысле этого слова	1	1
67	в связи с	1	1
68	свое собственное слово	1	1
69	в слове может	1	1
70	во всяком случае	1	1
71	и в том	3	1
72	не мог бы	1	1
73	о том что	1	1
74	между этими двумя	1	1
75	своего выражения в	1	1
76	по себе и	1	1
77	но тем не	3	1
78	так и в	3	1
79	само по себе	4	1
80	на самом деле	1	1
81	в одном из	1	1
82	этой точки зрения	1	1
83	не только не	2	1
84	каждом из этих	1	1
85	не может стать	1	1
86	он не есть	1	1
87	служит для него	2	1
88	а не на	1	1
89	как мы видим	1	1
90	находятся в таких	1	1
91	точки зрения он	1	1
92	но не в	1	1
93	если бы не	2	1
94	времени и пространства	1	1
95	после того как	1	1
96	в каждом из	1	1
97	друг за другом	1	1
98	в том что	13	1
99	и для всякого	1	1
100	мы увидим что	3	1
101	и в каждом	1	1
102	не в одном	1	1
103	не менее в	1	1
