N	3gram	Bakhtin_sl_1	FransuaR
1	то же время	12	8
2	в то же	12	8
3	в большинстве случаев	6	5
4	как мы уже	2	5
5	и в то	5	4
6	более или менее	3	3
7	но и в	1	3
8	для того чтобы	1	3
9	с другой стороны	4	3
10	с самого начала	1	3
11	таким образом в	3	3
12	с точки зрения	8	2
13	той же задаче	1	2
14	на самом же	1	2
15	в узком смысле	10	2
16	с одной стороны	4	2
17	самом же деле	1	2
18	до наших дней	1	2
19	не только в	2	2
20	в то время	2	2
21	о том что	1	2
22	то есть в	1	2
23	и по своей	1	2
24	как мы видели	1	2
25	они вводятся как	1	1
26	можно сказать что	1	1
27	быть тем чем	3	1
28	а следовательно и	1	1
29	да и в	1	1
30	между ними и	1	1
31	зрения на мир	4	1
32	в нем до	1	1
33	и специальное значение	1	1
34	точки зрения на	3	1
35	дело в том	1	1
36	на том же	2	1
37	здесь перед нами	1	1
38	на смертном одре	1	1
39	мы уже сказали	2	1
40	и так сказать	1	1
41	это отношение к	1	1
42	и это отношение	1	1
43	его контексте и	1	1
44	до сих пор	2	1
45	и не может	2	1
46	как мы сказали	4	1
47	в его контексте	1	1
48	до известной степени	2	1
49	в этом отношении	1	1
50	со всех сторон	1	1
51	одно и то	2	1
52	неразрывно связанные с	1	1
53	тем чем они	1	1
54	своему смыслу и	1	1
55	то время как	2	1
56	в данном случае	3	1
57	одной из них	1	1
58	и в них	1	1
59	но в то	4	1
60	в первый раз	1	1
61	хотя может быть	1	1
62	и все его	1	1
63	и то же	2	1
64	не значит конечно	1	1
65	а также и	1	1
66	может быть и	1	1
67	в сущности только	1	1
68	в отличие от	1	1
69	и в самых	1	1
70	и на его	1	1
71	к одному из	1	1
72	нем до конца	1	1
73	перед нами в	1	1
74	это не значит	1	1
75	значит конечно что	1	1
76	всех этих форм	1	1
77	и др все	1	1
78	так и в	3	1
79	создают вокруг себя	1	1
80	то же слово	2	1
81	не может быть	1	1
82	случаев все эти	1	1
83	с ее методами	1	1
84	и до наших	1	1
85	большинстве случаев все	1	1
86	гл xviii здесь	1	1
87	узком смысле слова	1	1
88	и в плане	1	1
89	в свою очередь	2	1
90	включает в себя	1	1
91	они не только	1	1
92	мы не знаем	1	1
93	не видят и	1	1
94	с этими словами	1	1
95	но это не	1	1
96	мы видим что	1	1
97	конечно не только	1	1
98	тех или иных	1	1
99	чем они были	1	1
100	в том что	1	1
