N	3gram	Bakhtin_Fr_1	Myslijsy
1	сами по себе	1	7
2	во всяком случае	1	7
3	в том что	6	7
4	а между тем	1	4
5	до сих пор	4	4
6	что мы называем	1	3
7	с одной стороны	2	3
8	не могут быть	1	3
9	как бы ни	2	3
10	и может быть	1	2
11	на самом деле	2	2
12	и все остальные	1	2
13	о которой мы	1	2
14	то что мы	1	2
15	с другой стороны	1	2
16	для того чтобы	1	2
17	то же время	1	2
18	так и в	2	2
19	не может быть	1	2
20	в то же	1	2
21	и в общем	1	1
22	и связанные с	1	1
23	многие из тех	1	1
24	то и не	1	1
25	прежде всего на	2	1
26	и всякого рода	1	1
27	дело в том	2	1
28	большей или меньшей	4	1
29	требует для своего	1	1
30	том что он	1	1
31	внешнего мира то	1	1
32	может быть только	1	1
33	друг от друга	1	1
34	и в других	2	1
35	то есть именно	1	1
36	в отличие от	4	1
37	при этом что	1	1
38	и др и	1	1
39	в собственном смысле	1	1
40	но это не	1	1
41	как и при	1	1
42	и не может	1	1
43	в нем в	2	1
44	такие которые с	1	1
45	главным образом в	1	1
46	их связь с	1	1
47	один из них	1	1
48	в применении к	3	1
49	между тем в	1	1
50	во всех этих	2	1
51	этот мир и	1	1
52	в большей или	4	1
53	в связи с	1	1
54	из них не	1	1
55	но не только	1	1
56	мы будем называть	1	1
57	могла бы быть	1	1
58	что касается до	1	1
59	он вовсе не	1	1
60	первоначально не были	1	1
61	не потому что	1	1
62	даже и в	3	1
63	ни для кого	1	1
64	в одном из	1	1
65	то есть в	4	1
66	мысли и не	1	1
67	но все же	2	1
68	в большинстве случаев	2	1
69	это как бы	1	1
70	вне связи с	1	1
