N	3gram	Vygotskiy__7	Psycholo
1	для того чтобы	18	19
2	в том что	13	12
3	о том что	4	10
4	в самом деле	4	7
5	то же самое	5	6
6	на то что	4	6
7	к тому что	6	5
8	так же точно	3	5
9	на самом деле	2	5
10	с самого начала	7	5
11	с точки зрения	21	4
12	что он не	1	4
13	можно было бы	1	4
14	как раз в	2	4
15	друг с другом	2	4
16	том что он	2	3
17	точно так же	2	3
18	так как она	3	3
19	и что в	1	3
20	так же как	7	3
21	в конце концов	1	3
22	смысле этого слова	3	3
23	и в этом	1	3
24	во всяком случае	1	3
25	шаг за шагом	1	3
26	заключается в том	4	3
27	то что мы	1	3
28	это и есть	1	3
29	до сих пор	3	3
30	с одной стороны	5	3
31	сама по себе	1	3
32	и в конце	2	2
33	потому что он	2	2
34	тех пор пока	1	2
35	сказать что в	1	2
36	в какой мере	2	2
37	никак не может	1	2
38	внимание на то	1	2
39	с другом и	1	2
40	ни одно из	1	2
41	сам по себе	1	2
42	во всех этих	1	2
43	вместе с тем	4	2
44	то время как	2	2
45	совершенно понятно что	1	2
46	если бы мы	1	2
47	в какой бы	1	2
48	же самое что	2	2
49	он говорит что	1	2
50	с другой стороны	1	2
51	и только что	1	2
52	и той же	2	2
53	вместо того чтобы	1	2
54	таким образом в	2	2
55	с таким образом	1	2
56	в то время	2	2
57	одно из этих	1	2
58	не только не	9	2
59	до тех пор	1	2
60	одной и той	2	2
61	в сущности говоря	2	2
62	должно было бы	1	2
63	потому что его	1	1
64	том что она	2	1
65	в самой этой	1	1
66	возникает целый ряд	1	1
67	что иное как	1	1
68	в этой фразе	1	1
69	суть дела заключается	1	1
70	что в этом	2	1
71	мы уже говорили	1	1
72	дела заключается в	1	1
73	вправе сделать вывод	1	1
74	прежде всего на	1	1
75	та же самая	1	1
76	том что это	1	1
77	совершенно невозможно потому	1	1
78	по отношению к	5	1
79	станем останавливаться на	1	1
80	подобно тому как	1	1
81	также и в	1	1
82	мы должны перейти	1	1
83	в том и	3	1
84	самом деле если	1	1
85	как говорит толстой	2	1
86	сказать что оно	1	1
87	нас на глазах	1	1
88	же как и	2	1
89	бы сказать что	2	1
90	в одной и	1	1
91	потому что не	1	1
92	мы не можем	3	1
93	имеет в виду	3	1
94	переходя от одного	1	1
95	никто не станет	1	1
96	по самой своей	1	1
97	у нас на	1	1
98	нужно было бы	2	1
99	в той же	2	1
100	мы могли бы	4	1
101	если мы обратимся	1	1
102	не может жить	1	1
103	из того что	2	1
104	и таким образом	1	1
105	что она не	1	1
106	до некоторой степени	1	1
107	как это делают	1	1
108	том и другом	2	1
109	и не может	1	1
110	помощи одних только	1	1
111	слова в этом	1	1
112	так например в	1	1
113	что все это	1	1
114	с этой точки	4	1
115	мы не станем	1	1
116	и что мы	1	1
117	нашего исследования и	1	1
118	бы показать что	1	1
119	не годится для	1	1
120	как и всякий	1	1
121	его и что	1	1
122	того чтобы понять	1	1
123	из которых складывается	1	1
124	совершенно иначе чем	1	1
125	то что она	1	1
126	невозможно потому что	1	1
127	тот факт что	1	1
128	но он еще	1	1
129	это было вызвано	1	1
130	и никак не	1	1
131	при помощи одних	1	1
132	и уже в	1	1
133	в свою очередь	2	1
134	тем же самым	1	1
135	друг к другу	1	1
136	том что они	2	1
137	того чтобы сделать	2	1
138	что ему нужно	2	1
139	мы вправе сделать	1	1
140	сомнения в том	1	1
141	потому что они	1	1
142	с психологической стороны	1	1
143	и всякий другой	1	1
144	очевидно что в	1	1
145	не связанной с	1	1
146	не может быть	4	1
147	бы ожидать что	1	1
148	потому что все	1	1
149	не что иное	1	1
150	к которой мы	1	1
151	он как и	1	1
152	и вместе с	2	1
153	сих пор в	1	1
154	смотреть как на	1	1
155	что самая структура	1	1
156	ни в какой	2	1
157	этой точки зрения	4	1
158	к выводу что	2	1
159	не только в	1	1
160	в конечном счете	2	1
161	по одному образцу	1	1
162	можно сказать что	3	1
163	мы обратимся к	1	1
164	в этом смысле	1	1
165	в то же	1	1
166	как мы уже	1	1
167	в каком направлении	1	1
168	иначе чем это	1	1
169	и от значения	1	1
170	в его самых	1	1
171	мы как будто	1	1
172	и мы вправе	1	1
173	мы тем самым	1	1
174	разговор идет о	1	1
175	не станем останавливаться	1	1
176	что и в	1	1
177	таким образом по	1	1
178	не до конца	2	1
179	она не может	1	1
180	привело к тому	1	1
