N	2gram	Vygotskiy__1	Hudozhes
1	том что	16	16
2	и в	31	14
3	так и	3	13
4	не только	13	12
5	при этом	19	12
6	о том	7	12
7	в том	30	12
8	а не	13	12
9	и т	26	11
10	в себе	4	11
11	в этом	12	11
12	прежде всего	4	11
13	в рассказе	1	11
14	в своей	3	10
15	для него	1	10
16	то же	5	9
17	как и	16	9
18	что он	7	9
19	в качестве	2	9
20	у него	4	9
21	в этой	3	8
22	как в	9	8
23	то что	32	8
24	т п	16	8
25	ничего не	2	8
26	в его	6	8
27	между тем	4	8
28	в то	5	8
29	еще не	1	7
30	тогда как	1	7
31	это не	1	7
32	своего рода	1	7
33	не в	11	7
34	казалось бы	2	7
35	к тому	4	7
36	быть может	1	7
37	уже не	2	7
38	именно в	1	7
39	не может	17	7
40	как бы	5	7
41	а в	6	7
42	человека в	1	6
43	было бы	6	6
44	никогда не	8	6
45	жизни в	1	6
46	что в	23	6
47	самом деле	9	5
48	с его	1	5
49	перед нами	1	5
50	но в	3	5
51	об этом	1	5
52	ни в	9	5
53	точки зрения	15	5
54	не менее	2	5
55	и его	7	5
56	потому что	10	5
57	только в	14	5
58	по мнению	2	5
59	может быть	22	5
60	но и	2	5
61	в частности	3	5
62	к жизни	2	5
63	в этих	4	5
64	одновременно и	1	5
65	жизни и	3	5
66	он уже	1	4
67	и о	4	4
68	в ней	1	4
69	столь же	4	4
70	а только	2	4
71	в центре	1	4
72	в своем	3	4
73	и к	3	4
74	в действительности	1	4
75	то в	1	4
76	в самом	11	4
77	та же	3	4
78	на то	10	4
79	что она	6	4
80	он не	3	4
81	и с	2	4
82	несмотря на	5	4
83	тем не	2	4
84	тому что	4	4
85	с ним	2	4
86	она не	5	4
87	связи с	1	4
88	как будто	5	4
89	в духе	1	4
90	и это	3	4
91	можно сказать	1	4
92	того что	10	4
93	один из	4	4
94	из них	2	4
95	в конце	3	4
96	как раз	2	4
97	не было	3	4
98	и все	5	4
99	бытия и	1	4
100	только что	2	4
101	т е	3	4
102	и от	2	4
103	речь идет	3	3
104	по преимуществу	1	3
105	с точки	2	3
106	едва ли	1	3
107	на тех	1	3
108	в мире	1	3
109	и на	1	3
110	в ее	5	3
111	отнюдь не	6	3
112	идет о	2	3
113	как к	2	3
114	все же	5	3
115	в нем	2	3
116	т д	8	3
117	и по	3	3
118	его в	2	3
119	с этим	3	3
120	даже в	2	3
121	в своих	4	3
122	такой же	2	3
123	она в	2	3
124	из нас	2	3
125	та или	1	3
126	или иная	1	3
127	этом отношении	2	3
128	что при	3	3
129	для себя	1	3
130	как мы	2	3
131	того чтобы	7	3
132	в пределах	1	3
133	приводит к	2	3
134	и когда	3	3
135	что у	3	3
136	том как	1	3
137	если бы	6	3
138	о нем	1	3
139	а также	1	3
140	это в	2	3
141	же в	1	3
142	в литературе	1	3
143	но не	3	3
144	будто бы	2	3
145	в т	1	3
146	и даже	6	3
147	со стороны	4	3
148	то и	2	3
149	в связи	2	3
150	в творчестве	1	3
151	по своему	1	3
152	и для	5	3
153	от него	2	3
154	или не	2	3
155	в таком	3	3
156	к этой	2	3
157	говоря о	1	2
158	например в	3	2
159	же как	4	2
160	на самом	2	2
161	оно было	2	2
162	в их	1	2
163	той же	3	2
164	мы не	12	2
165	вопрос о	3	2
166	не была	1	2
167	вместо того	1	2
168	же мере	1	2
169	но как	2	2
170	если в	1	2
171	конечном счете	3	2
172	к творчеству	1	2
173	же мало	1	2
174	в одной	3	2
175	в художественном	3	2
176	характеры действующих	1	2
177	хотя и	3	2
178	или иную	1	2
179	в целом	5	2
180	только на	3	2
181	как он	2	2
182	на его	1	2
183	не следует	1	2
184	заключает в	1	2
185	однако в	1	2
186	не бывает	1	2
187	с такими	1	2
188	под воздействием	1	2
189	то чтобы	2	2
190	речь в	1	2
191	ясно что	19	2
192	не умеет	1	2
193	особенно в	1	2
194	живет в	1	2
195	по себе	9	2
196	одной из	1	2
197	все равно	1	2
198	должно быть	1	2
