N	3gram	Tiupa_Hudo_1	Dialekti
1	с точки зрения	3	12
2	сама по себе	2	8
3	в том что	7	7
4	то же время	5	4
5	по крайней мере	1	4
6	одно и то	3	4
7	и то же	3	4
8	с другой стороны	5	4
9	в то же	5	4
10	более или менее	5	3
11	в этом смысле	3	3
12	только то что	1	3
13	может быть и	2	3
14	иметь в виду	1	3
15	не может быть	3	3
16	содержит в себе	1	3
17	та или иная	1	3
18	можно сказать что	3	3
19	внутреннее и внешнее	1	3
20	той или иной	4	3
21	в себе самом	1	2
22	и в то	1	2
23	что он не	1	2
24	точно так же	1	2
25	то или иное	1	2
26	как более или	1	2
27	с одной стороны	2	2
28	как один из	1	2
29	по себе а	1	2
30	это и есть	1	2
31	о том что	1	2
32	к тому что	2	2
33	один из видов	1	2
34	в той или	2	1
35	в себе никаких	1	1
36	отнюдь не в	1	1
37	в данный момент	2	1
38	что в основе	2	1
39	своего объекта и	1	1
40	мы имеем дело	2	1
41	а не с	1	1
42	в виду что	1	1
43	это было бы	1	1
44	так или иначе	3	1
45	объективно и не	1	1
46	те и другие	1	1
47	отчет в том	1	1
48	а можно только	1	1
49	до известной степени	2	1
50	ни в коем	2	1
51	можно говорить о	1	1
52	из того что	1	1
53	точки зрения не	1	1
54	в коем случае	2	1
55	еще не есть	1	1
56	и не дает	1	1
57	если бы для	1	1
58	к своему собственному	1	1
59	в то время	1	1
60	отношении к нему	1	1
61	тех кто его	1	1
62	в отношении к	1	1
63	по большей части	2	1
64	в связи с	1	1
65	не в самом	2	1
66	или ином отношении	1	1
67	таким образом и	1	1
68	а в том	1	1
69	есть не что	1	1
70	коем случае не	2	1
71	а не ее	1	1
72	всегда так или	1	1
73	или иное логическое	1	1
74	что иное как	1	1
75	друг от друга	1	1
76	хома брут не	1	1
77	в этих случаях	1	1
78	в полной мере	1	1
79	больше и больше	1	1
80	никогда не бывает	1	1
81	не что иное	1	1
82	тех или иных	2	1
83	тем не менее	3	1
84	в сравнении с	1	1
85	дело не в	1	1
86	для того чтобы	2	1
87	не сама по	1	1
88	том или ином	1	1
89	на первый взгляд	1	1
90	к тому же	1	1
91	то же самое	1	1
