N	2gram	Losev_Vlad_1	Hudozhes
1	и в	31	28
2	том что	14	19
3	и не	17	18
4	в том	11	15
5	а не	1	14
6	в этом	14	13
7	не в	5	13
8	о том	11	12
9	не только	24	11
10	при этом	2	11
11	как и	4	11
12	в его	12	11
13	у нее	1	10
14	уже не	3	10
15	в себе	4	9
16	но и	19	9
17	так и	6	8
18	что он	12	8
19	себя в	4	8
20	в жизни	3	8
21	может быть	6	8
22	о чем	1	8
23	я не	4	7
24	по отношению	1	7
25	тогда как	1	7
26	казалось что	1	7
27	что она	2	7
28	об этом	7	7
29	к тому	3	7
30	в частности	2	7
31	как это	7	7
32	и все	4	7
33	с ним	5	7
34	жизни в	1	7
35	в котором	6	6
36	то же	6	6
37	не было	5	6
38	и с	14	6
39	в своей	4	6
40	в то	8	6
41	тем что	2	6
42	для себя	2	6
43	если бы	1	6
44	сводится к	1	6
45	можно сказать	6	6
46	это не	1	6
47	человеческой жизни	1	6
48	а в	9	6
49	то что	18	6
50	жизни и	5	6
51	с его	11	5
52	в этой	4	5
53	как в	3	5
54	в самом	2	5
55	не могла	1	5
56	в своем	4	5
57	не менее	2	5
58	у него	15	5
59	никогда не	9	5
60	ничего не	3	5
61	и его	7	5
62	в детстве	2	5
63	она не	1	5
64	и сам	6	5
65	его жизни	6	5
66	только на	3	5
67	одно из	1	5
68	для него	7	5
69	да и	4	5
70	с ее	1	5
71	что в	14	5
72	и другие	1	5
73	и т	2	4
74	но не	3	4
75	своей жизни	2	4
76	то в	1	4
77	человека в	1	4
78	он не	10	4
79	и уже	1	4
80	в других	1	4
81	тем не	2	4
82	для нее	2	4
83	тому что	1	4
84	же время	4	4
85	и сама	1	4
86	и о	2	4
87	того чтобы	2	4
88	что они	3	4
89	только в	9	4
90	в качестве	6	4
91	что и	5	4
92	как раз	7	4
93	для того	2	4
94	говорит о	1	4
95	то и	2	4
96	не может	6	4
97	о своем	1	4
98	едва ли	3	3
99	по его	2	3
100	на себя	3	3
101	всю ночь	1	3
102	и он	3	3
103	в ней	1	3
104	еще не	2	3
105	и на	3	3
106	столь же	1	3
107	в ответ	2	3
108	для других	1	3
109	со стороны	2	3
110	раз в	1	3
111	как он	4	3
112	в нем	4	3
113	что все	2	3
114	мы уже	7	3
115	с другими	1	3
116	было бы	2	3
117	в это	2	3
118	в них	2	3
119	все было	2	3
120	несмотря на	4	3
121	в этих	1	3
122	пока еще	2	3
123	этом и	2	3
124	любви и	1	3
125	как о	1	3
126	на него	3	3
127	о них	1	3
128	со своим	5	3
129	личности в	1	3
130	к себе	2	3
131	же самое	1	3
132	и это	2	3
133	что у	4	3
134	внимание на	1	3
135	это была	3	3
136	к нему	4	3
137	одной из	2	3
138	с ними	2	3
139	с одной	1	3
140	для нас	4	3
141	в одном	1	3
142	ему казалось	1	3
143	что на	2	3
144	с другой	3	3
145	а с	5	3
146	прежде всего	1	3
147	своего мужа	1	3
148	так же	1	3
149	одной стороны	1	3
150	в состоянии	1	3
151	все это	5	3
152	или в	1	3
153	по поводу	12	3
154	самом деле	1	3
155	все что	2	3
156	к людям	1	2
157	и то	10	2
158	той же	2	2
159	который в	1	2
160	не во	1	2
161	который был	2	2
162	личности с	2	2
163	он сам	2	2
164	нам представляется	3	2
165	ответ на	2	2
166	отношение к	3	2
167	тоже не	1	2
168	другой день	1	2
169	без другого	1	2
170	все же	3	2
171	как уже	1	2
172	и к	6	2
173	но в	12	2
174	с детьми	1	2
175	со своей	3	2
176	жизни так	1	2
177	в нашем	4	2
178	из этих	2	2
179	тому же	2	2
180	чего не	1	2
181	мысли и	4	2
182	т д	2	2
183	о которой	3	2
184	не как	1	2
185	на этом	2	2
186	не будет	1	2
187	а по	2	2
188	не с	1	2
189	лишь в	2	2
190	это было	6	2
191	который и	1	2
192	о которых	1	2
193	целый день	1	2
194	и тогда	1	2
195	со всей	1	2
196	место в	2	2
197	в г	1	2
198	от своего	1	2
199	она в	1	2
200	не столько	2	2
201	что я	2	2
202	с такою	1	2
203	вместе со	1	2
204	а вот	1	2
205	называет его	1	2
206	сам он	1	2
207	дело не	2	2
208	одна из	1	2
209	не по	2	2
210	только не	1	2
211	к ней	4	2
212	ему в	2	2
213	как мы	9	2
214	на другой	1	2
215	мысль о	1	2
216	роль в	1	2
217	те же	1	2
218	с самим	1	2
219	которая была	1	2
220	во второй	1	2
221	о нем	7	2
222	и просто	3	2
223	с того	2	2
224	а также	5	2
225	любви к	1	2
226	и только	1	2
227	отношениях с	1	2
228	говорит в	1	2
229	один из	4	2
230	здесь не	3	2
231	дело с	1	2
232	ли он	1	2
233	он уже	4	2
234	теперь в	1	2
235	мы читаем	2	2
236	с какой	1	2
237	и у	4	2
238	ни одного	1	2
239	в виде	3	2
240	ни с	4	2
241	из них	2	2
242	вовсе не	5	2
243	ее на	1	2
244	как у	1	2
245	именно в	1	2
246	еще и	7	2
247	себя и	1	2
248	что не	1	2
249	мы знаем	2	2
250	а за	1	2
251	именно так	2	2
252	однако и	1	2
253	жизнь в	2	2
254	вместе с	3	2
255	и а	2	2
256	в данном	1	2
257	он будет	2	2
258	с такой	1	2
259	я с	1	2
260	что же	5	2
261	и от	5	2
262	о его	2	2
263	это был	5	2
264	и для	2	2
265	еще одна	1	2
266	отнюдь не	3	2
267	это уже	1	2
268	у которого	1	2
269	потому что	11	2
270	хотя бы	2	2
271	точки зрения	2	2
272	личности и	1	2
273	между ними	1	2
274	и эта	1	2
275	сказать что	7	2
276	что даже	1	2
277	как на	2	2
278	тем самым	2	2
279	тайны и	1	2
280	отношения к	1	1
