N	4gram	Tiupa_Hudo_1	Problema
1	не что иное как	1	4
2	есть не что иное	1	4
3	бы то ни было	1	3
4	одно и то же	3	3
5	в той или иной	2	2
6	чего бы то ни	1	2
7	сама по себе а	1	2
8	в том или ином	1	2
9	заключается в том что	1	2
10	не сама по себе	1	2
11	той или иной мере	1	2
12	том или ином отношении	1	1
13	одного и того же	2	1
14	дело не в самом	1	1
15	еще и потому что	1	1
16	в войне и мире	2	1
17	не может быть и	1	1
18	с этой точки зрения	1	1
19	узком значении этого слова	1	1
20	в том что он	1	1
21	в узком значении этого	1	1
22	по себе а в	1	1
23	и того же типа	1	1
