N	3gram	Nazirov_Tv_2	Istorich
1	и т д	11	15
2	с другой стороны	2	7
3	до сих пор	3	5
4	в том что	2	5
5	в ином мире	1	4
6	еще не все	1	3
7	в связи с	1	3
8	другой стороны и	1	3
9	том что в	1	2
10	по отношению к	3	2
11	что в них	1	2
12	точно так же	1	2
13	одном из вариантов	1	2
14	во всяком случае	2	2
15	это еще не	1	2
16	в то время	1	2
17	о том что	2	2
18	в одном из	2	2
19	как и в	1	2
20	к тому же	1	2
21	известно что в	1	2
22	мы знаем что	1	1
23	хотя и не	1	1
24	же как в	1	1
25	но прежде всего	2	1
26	в чем же	1	1
27	никогда не видят	1	1
28	тесно связан с	1	1
29	в том числе	1	1
30	в соответствии с	4	1
31	сказывается в том	1	1
32	сами по себе	1	1
33	то это означало	1	1
34	мы видим в	1	1
35	только то что	1	1
36	теперь я могу	1	1
37	что в нем	1	1
38	нас до сих	1	1
39	в таком случае	2	1
40	можно было бы	1	1
41	большую роль в	1	1
42	в том смысле	1	1
43	в них нет	1	1
44	но в таком	1	1
45	все же не	2	1
46	мы уже говорили	1	1
47	но это еще	1	1
48	так же как	2	1
49	и в том	1	1
50	соответствии с этим	1	1
51	между тем из	1	1
52	к ней в	1	1
53	не означает что	1	1
54	в свою очередь	1	1
55	это и есть	1	1
56	и прежде всего	1	1
57	ничего общего с	1	1
58	не может быть	3	1
59	с самого начала	1	1
60	в его работе	1	1
61	о том чтобы	1	1
62	у нас до	1	1
63	может быть в	1	1
64	т д в	1	1
65	одним из условий	1	1
66	на этот вопрос	2	1
67	нет ли здесь	1	1
