N	2gram	Ircho_Kome_2	Narrotol
1	не только	7	31
2	но и	10	27
3	и не	14	23
4	может быть	11	15
5	в качестве	5	14
6	в частности	4	14
7	как и	4	13
8	а не	1	13
9	а в	3	13
10	в этом	10	12
11	только в	4	12
12	и в	26	11
13	и его	12	10
14	такого рода	1	10
15	времени и	1	9
16	то что	6	9
17	то же	3	8
18	представляет собой	1	8
19	не может	3	8
20	в том	11	8
21	со стороны	2	8
22	но в	3	7
23	том что	9	7
24	если бы	9	7
25	на протяжении	10	7
26	у него	4	7
27	в самом	4	6
28	не в	2	6
29	в этой	3	6
30	в себе	1	6
31	тому же	11	6
32	об этом	2	6
33	не мог	1	6
34	к тому	12	6
35	одного из	1	6
36	в его	4	6
37	как бы	2	6
38	один из	5	6
39	как раз	1	6
40	или в	3	6
41	а также	1	6
42	жизни и	3	6
43	и на	7	5
44	той или	1	5
45	как правило	3	5
46	так и	12	5
47	точки зрения	4	5
48	в своей	3	5
49	тем самым	1	5
50	потому что	6	5
51	действующих лиц	5	5
52	в соответствии	1	5
53	столь же	9	5
54	в первом	2	4
55	на себя	7	4
56	еще не	6	4
57	с его	5	4
58	но не	3	4
59	как в	3	4
60	все же	4	4
61	хотя и	4	4
62	из этих	4	4
63	в нем	6	4
64	в принципе	2	4
65	в мире	2	4
66	из них	7	4
67	по себе	1	4
68	соответствии с	1	4
69	в одном	2	4
70	в то	6	4
71	одна из	2	4
72	не по	4	4
73	того чтобы	6	4
74	никогда не	1	4
75	в сознании	1	4
76	что на	3	4
77	к себе	1	4
78	в ней	3	4
79	так в	2	4
80	что у	4	4
81	о том	6	4
82	внимание на	1	4
83	же время	3	4
84	к нему	3	4
85	в литературе	1	4
86	для него	1	4
87	у нее	2	4
88	или иной	1	4
89	прежде всего	4	4
90	о чем	3	4
91	мира в	4	4
92	однако и	1	4
93	как известно	2	3
94	речь идет	3	3
95	самом деле	1	3
96	идет о	2	3
97	едва ли	14	3
98	мы имеем	2	3
99	мы не	2	3
100	а для	1	3
101	в своем	6	3
102	и как	1	3
103	в целом	4	3
104	в нашем	2	3
105	он не	2	3
106	для того	5	3
107	и с	5	3
108	в глазах	2	3
109	это не	2	3
110	в жизни	1	3
111	не всегда	2	3
112	в современной	1	3
113	еще раз	1	3
114	себя внимание	5	3
115	и ее	2	3
116	стало быть	1	3
117	тем не	1	3
118	их в	1	3
119	однако в	2	3
120	не менее	4	3
121	но они	1	3
122	обращает на	5	3
123	как будто	4	3
124	у нас	1	3
125	еще в	4	3
126	когда в	2	3
127	сводится к	1	3
128	его жизни	1	3
129	между тем	4	3
130	что он	5	3
131	в состав	2	3
132	по отношению	3	3
133	могло бы	1	3
134	может служить	1	3
135	именно в	1	3
136	не было	3	3
137	как это	4	3
138	текста в	1	3
139	исходя из	1	3
140	быть не	1	3
141	в начале	4	3
142	это уже	1	3
143	не является	2	3
144	и все	2	3
145	в поле	3	3
146	первом случае	1	3
147	отношению к	3	3
148	что в	9	3
149	тем же	1	2
150	и для	4	2
151	в сущности	1	2
152	не вполне	2	2
153	ему в	1	2
154	и самого	1	2
155	между собой	1	2
156	в чем	1	2
157	чем это	2	2
158	если в	2	2
159	в наиболее	4	2
160	отличие от	2	2
161	отнюдь не	2	2
162	в той	2	2
163	если она	1	2
164	что касается	3	2
165	та же	1	2
166	лица и	1	2
167	роль в	2	2
168	на две	1	2
169	не могла	1	2
170	о смерти	1	2
171	и еще	2	2
172	человека в	3	2
173	а по	1	2
174	входит в	1	2
175	это было	4	2
176	этого не	1	2
177	он и	1	2
178	и тогда	1	2
179	в этих	4	2
180	в отличие	2	2
181	сих пор	2	2
182	из нас	1	2
183	в обоих	3	2
184	не имеет	3	2
185	ничего не	1	2
186	этих двух	1	2
187	ему было	1	2
188	и является	1	2
189	и после	2	2
190	связи с	3	2
191	не столь	2	2
192	ни о	1	2
193	ли не	7	2
194	они и	1	2
195	как мы	4	2
196	в театре	2	2
197	происходит и	1	2
198	свою очередь	1	2
199	другой стороны	1	2
200	в пределах	1	2
201	с ним	1	2
202	имеем дело	1	2
203	историю в	1	2
204	за пределами	1	2
205	никак не	1	2
206	до сих	2	2
207	с другой	2	2
208	времени в	2	2
209	это была	1	2
210	нас в	1	2
211	напомнить что	1	2
212	же в	4	2
213	с ними	2	2
214	дело с	3	2
215	всяком случае	2	2
216	они могут	1	2
217	себя в	3	2
218	только на	1	2
219	до конца	1	2
220	в конце	2	2
221	не о	1	2
222	друг друга	3	2
223	мы можем	3	2
224	при отсутствии	1	2
225	где в	1	2
226	и даже	1	2
227	в области	1	2
228	в результате	1	2
229	на ее	1	2
230	после смерти	3	2
231	что не	1	2
232	героя и	1	2
233	детей а	1	2
234	а на	2	2
235	оснований для	1	2
236	если не	2	2
237	вместе с	9	2
238	к его	2	2
239	и столь	3	2
240	по своему	2	2
241	да и	3	2
242	х гг	1	2
243	человека который	1	2
244	о его	4	2
245	в связи	3	2
246	и от	4	2
247	хотя бы	2	2
248	к ее	1	2
249	жизни в	1	2
250	между ними	1	2
251	сказать что	1	2
252	в свою	1	2
253	все что	1	2
254	во всяком	2	2
255	за ее	1	1
256	говоря о	1	1
257	и т	2	1
258	одним из	2	1
259	в следующем	2	1
260	а из	2	1
261	только потому	2	1
262	так у	1	1
263	говорилось выше	1	1
264	и есть	2	1
265	сам автор	1	1
266	внутренний мир	1	1
