N	2gram	Bakhtin_Fr_3	NovoeSre
1	а не	5	17
2	и в	40	16
3	не может	3	16
4	нового времени	2	12
5	и не	13	11
6	и есть	3	10
7	в эпоху	8	9
8	истории и	1	9
9	что в	12	9
10	в том	8	8
11	жизни и	4	8
12	он не	9	8
13	культуры и	7	7
14	в этом	15	7
15	к новому	2	7
16	может быть	9	7
17	как и	11	7
18	это есть	2	7
19	средние века	2	7
20	высшей степени	1	6
21	с его	3	6
22	не в	1	6
23	ни в	4	6
24	в высшей	1	6
25	никогда не	1	6
26	лишь в	2	6
27	но это	3	6
28	не знает	1	6
29	в ней	4	5
30	культуры в	1	5
31	и к	3	5
32	не только	13	5
33	xix века	4	5
34	все это	4	5
35	в нем	5	5
36	новое время	1	4
37	не во	1	4
38	большую роль	2	4
39	о том	4	4
40	и xx	1	4
41	xix и	1	4
42	эпохи и	2	4
43	в них	9	4
44	то что	5	4
45	это не	2	4
46	прежде всего	16	4
47	не было	5	4
48	должно быть	1	4
49	и потому	4	4
50	не менее	2	4
51	и для	5	4
52	не имеет	1	4
53	и все	9	4
54	потому что	2	4
55	с другой	2	3
56	смысле слова	4	3
57	в ее	3	3
58	в средние	1	3
59	еще не	3	3
60	во всех	6	3
61	в истории	4	3
62	как в	3	3
63	xx веков	1	3
64	конечно не	2	3
65	подобно тому	1	3
66	в мире	4	3
67	но и	11	3
68	это было	1	3
69	с тем	1	3
70	старого мира	1	3
71	в своей	6	3
72	к жизни	2	3
73	в новое	1	3
74	тому как	1	3
75	в прошлом	1	3
76	эти формы	1	3
77	в основе	5	3
78	в духе	7	3
79	сказать что	3	3
80	и это	2	2
81	связана с	2	2
82	века но	1	2
83	это и	2	2
84	роль в	4	2
85	в нашу	1	2
86	для нового	2	2
87	ведь и	1	2
88	можно было	3	2
89	так и	3	2
90	от старого	2	2
91	времени и	2	2
92	к самой	1	2
93	мы не	2	2
94	общества и	2	2
95	мира и	1	2
96	и с	8	2
97	для этого	3	2
98	жизни как	1	2
99	и что	1	2
100	и на	8	2
101	быть в	2	2
102	на протяжении	3	2
103	но не	2	2
104	века и	4	2
105	все время	1	2
106	с этим	2	2
107	ни к	1	2
108	но в	8	2
109	который в	2	2
110	все эти	8	2
111	с одной	1	2
112	думать что	2	2
113	в себе	3	2
114	вернуться к	1	2
115	не могла	1	2
116	политики и	1	2
117	не к	2	2
118	том чтобы	1	2
119	у него	8	2
120	нет и	1	2
121	и даже	4	2
122	на уровне	1	2
123	и т.п	10	2
124	связаны с	5	2
125	к более	1	2
126	права на	1	2
127	том что	4	2
128	вместе с	3	2
129	так же	1	2
130	мысли и	1	2
131	такого рода	3	2
132	мир и	1	2
133	другой стороны	1	2
134	не могли	1	2
135	от новой	2	2
136	как будто	1	2
137	возвращается к	1	2
138	этот мир	2	2
139	как это	1	2
140	такой же	1	2
141	но для	1	2
142	в смысле	1	2
143	в то	6	2
144	одна из	3	2
145	в мировой	4	2
146	того чтобы	4	2
147	средневековья и	4	2
148	и от	3	2
149	самой жизни	1	2
150	и весь	1	2
151	не ставит	1	2
152	хотя бы	2	2
153	все они	1	2
154	а в	3	2
155	и культуры	1	2
156	и гуманизм	1	2
157	оно может	1	1
158	что образ	1	1
159	людей в	1	1
160	переход от	2	1
161	характер и	2	1
162	более широкого	1	1
163	этого мира	1	1
164	по преимуществу	2	1
165	и до	8	1
166	и мысли	3	1
167	культуре и	1	1
168	был и	1	1
169	и этот	2	1
170	в образе	1	1
171	культурной и	1	1
172	на нее	1	1
173	мы уже	13	1
174	не с	1	1
175	социальный вес	1	1
176	во многом	1	1
177	он также	2	1
178	еще в	3	1
179	к тем	2	1
180	истории я	1	1
181	приобщается к	1	1
182	с ним	1	1
183	можно сказать	2	1
184	был уже	1	1
185	под этим	1	1
186	не был	2	1
187	в виду	7	1
188	центром всей	1	1
189	в xix	1	1
190	вопрос об	1	1
191	на них	2	1
192	на их	2	1
193	человечества в	1	1
194	и началом	1	1
195	это была	1	1
196	и во	4	1
197	не могут	1	1
198	своего рода	2	1
199	к нему	2	1
200	нем не	1	1
201	то он	1	1
202	католическая церковь	1	1
203	в его	13	1
204	в эти	2	1
205	менее всего	1	1
206	себе и	1	1
207	отличие от	3	1
208	и только	1	1
209	и она	1	1
210	в значительной	3	1
211	в своем	7	1
212	в формах	1	1
213	и прогрессивных	1	1
214	говорит что	1	1
215	гуманистической культуры	1	1
216	что он	2	1
217	всего как	1	1
218	церковь как	1	1
219	только в	3	1
220	во всем	3	1
221	по своей	1	1
222	отнесены к	1	1
223	от этого	1	1
224	в этот	2	1
225	в самом	6	1
226	не хочет	1	1
227	этот конец	1	1
228	играла в	1	1
229	эпохи не	1	1
230	он в	2	1
231	своей основе	1	1
232	из этих	2	1
233	метода и	1	1
234	приобретает характер	1	1
235	в известном	1	1
236	же и	3	1
237	для всех	1	1
238	эпоху не	1	1
239	и у	2	1
240	уже в	2	1
241	ко времени	1	1
242	свидетельствует о	2	1
243	него и	2	1
244	освобождение от	2	1
245	из них	4	1
246	бы к	1	1
247	все еще	1	1
248	для того	3	1
249	и их	1	1
250	века не	1	1
251	этого нельзя	3	1
252	всяком случае	1	1
253	нуждается в	3	1
254	к одному	1	1
255	слова в	2	1
256	жизнью и	4	1
257	в конце	3	1
258	но те	1	1
259	не для	1	1
260	но ведь	3	1
261	и исключительно	1	1
262	всех своих	1	1
263	тем что	3	1
264	существенным моментом	1	1
265	вот что	1	1
266	перед ними	1	1
267	ее жизни	1	1
268	и вместе	1	1
269	в основу	1	1
270	но все	3	1
271	это конечно	1	1
272	значительной степени	2	1
273	жить в	1	1
274	играют большую	1	1
275	в платоновском	1	1
276	эпоху ренессанса	1	1
277	чего он	1	1
278	мир который	1	1
279	не были	2	1
280	из всех	4	1
281	них не	1	1
282	и из	1	1
283	лишь те	1	1
284	с другими	1	1
285	всех народов	1	1
286	который и	1	1
287	было бы	4	1
288	это одна	1	1
289	в социальной	1	1
290	весь мир	1	1
291	своей совершенно	1	1
292	в отличие	3	1
293	что не	1	1
294	но оно	1	1
295	все слова	1	1
296	истории эти	1	1
297	для них	1	1
298	связано с	1	1
299	превращается в	1	1
300	они не	3	1
301	в этой	3	1
302	с большей	1	1
303	ничем не	1	1
304	не на	1	1
305	этого не	1	1
306	не всегда	1	1
307	жизнь в	3	1
308	отказаться от	1	1
309	долгое время	1	1
310	ее на	1	1
311	имеет никакой	1	1
312	он и	7	1
313	особенно для	2	1
314	во франции	3	1
315	и еще	2	1
316	эту эпоху	1	1
317	высшего и	1	1
318	сама истина	1	1
319	моментом в	1	1
320	в эту	4	1
321	в этих	6	1
322	философия ни	1	1
323	во время	8	1
324	имея в	1	1
325	и особенно	1	1
326	до этого	1	1
327	ренессанса на	1	1
328	во времена	1	1
329	в котором	2	1
330	только для	3	1
331	мы в	1	1
332	у нас	4	1
333	жизни с	2	1
334	не удалось	1	1
335	войне и	1	1
336	но он	2	1
337	быть только	1	1
338	и более	1	1
339	их в	3	1
340	слова все	1	1
341	в человеческом	1	1
342	что этот	1	1
343	в состоянии	2	1
344	есть мир	1	1
345	это скорее	1	1
346	по себе	1	1
347	в это	1	1
348	в той	6	1
349	веках и	1	1
350	и вся	1	1
351	и очень	2	1
352	жизни эпохи	3	1
353	будто бы	1	1
354	и истории	1	1
355	бытия вот	1	1
356	сих пор	4	1
357	так как	4	1
358	должны быть	2	1
359	в сущности	9	1
360	в более	3	1
361	это уже	1	1
362	нельзя указать	1	1
363	зла в	1	1
364	убеждения в	1	1
365	до сих	4	1
366	новой эпохи	1	1
367	нам предстоит	1	1
368	так много	3	1
369	формах и	1	1
370	но также	1	1
371	бы он	1	1
372	франции и	1	1
373	к этой	3	1
374	и его	17	1
375	а также	4	1
376	вот этот	2	1
377	так называемый	1	1
