N	2gram	Ircho_Kome_3	Myshleni
1	и в	22	28
2	в том	12	28
3	то что	4	28
4	в этом	8	27
5	в развитии	2	24
6	потому что	10	22
7	том что	13	19
8	не может	3	19
9	таким образом	12	18
10	что он	8	18
11	только в	1	18
12	в силу	2	17
13	что в	5	17
14	не только	5	16
15	по сравнению	2	15
16	так же	4	15
17	сравнению с	2	14
18	точки зрения	4	13
19	может быть	6	13
20	с помощью	4	13
21	сказать что	1	13
22	тому что	2	11
23	и не	21	11
24	что мы	2	11
25	как бы	3	11
26	но не	1	10
27	по отношению	5	10
28	с точки	3	10
29	в отношении	4	10
30	того чтобы	6	10
31	к тому	6	10
32	как мы	2	10
33	так как	11	10
34	от того	2	10
35	но и	4	10
36	отношению к	3	10
37	могли бы	1	9
38	было бы	3	9
39	мы можем	3	9
40	между собой	4	9
41	в самом	9	8
42	никогда не	3	8
43	тем что	5	8
44	для того	6	8
45	еще не	6	8
46	того же	6	7
47	то же	7	7
48	в сущности	2	7
49	отношение к	5	7
50	в своем	8	7
51	в которой	3	7
52	с самого	4	7
53	он не	5	7
54	в нем	3	7
55	показывает что	1	7
56	самого начала	4	7
57	можно было	2	7
58	если бы	8	7
59	мы видим	1	7
60	и других	1	7
61	вместе с	9	7
62	между ними	2	7
63	мы не	2	6
64	в чем	1	6
65	и как	1	6
66	и к	3	6
67	как и	3	6
68	не имеет	3	6
69	же самое	3	6
70	то время	2	6
71	приводит к	3	6
72	так и	4	6
73	и что	6	6
74	можно сказать	1	6
75	его в	8	6
76	так что	6	6
77	как раз	6	6
78	в области	2	6
79	в то	6	6
80	том же	1	5
81	в зависимости	1	5
82	вопрос о	1	5
83	время как	2	5
84	из того	3	5
85	зависимости от	1	5
86	и на	2	5
87	но в	5	5
88	то в	1	5
89	в этой	3	5
90	что все	1	5
91	другой раз	1	5
92	и тем	1	5
93	с тем	4	5
94	того как	1	5
95	с другом	1	5
96	один раз	1	5
97	не могут	2	5
98	могут быть	1	5
99	в пределах	2	5
100	это не	2	5
101	друг с	1	5
102	и все	2	5
103	по самой	1	5
104	например в	1	4
105	в первом	1	4
106	к другому	1	4
107	отношения между	1	4
108	той же	1	4
109	если я	1	4
110	мы имеем	1	4
111	я не	1	4
112	во всех	2	4
113	относится к	1	4
114	в одной	1	4
115	с этим	3	4
116	целый ряд	2	4
117	самом начале	1	4
118	в себе	4	4
119	в нашем	1	4
120	на то	3	4
121	на этом	1	4
122	но если	3	4
123	он должен	1	4
124	знаем что	1	4
125	не в	4	4
126	своей природе	1	4
127	в сознании	1	4
128	ребенка не	1	4
129	что на	1	4
130	что при	1	4
131	самой своей	1	4
132	ясно что	6	4
133	что и	8	4
134	в качестве	2	4
135	мы знаем	2	4
136	которые в	1	4
137	заключить что	1	4
138	в состоянии	1	4
139	друг друга	4	4
140	на этот	3	4
141	в частности	3	4
142	ко всем	1	4
143	к жизни	1	4
144	они не	1	4
145	отношения к	2	3
146	начинается с	1	3
147	общности в	1	3
148	с его	3	3
149	из этих	1	3
150	очевидно что	1	3
151	независимо от	1	3
152	как в	2	3
153	хотя и	5	3
154	от этого	1	3
155	представляет собой	3	3
156	в случае	1	3
157	на его	2	3
158	при этом	7	3
159	с ней	1	3
160	раз в	2	3
161	и по	1	3
162	в каждом	1	3
163	для всей	1	3
164	а по	5	3
165	первую очередь	1	3
166	должен был	4	3
167	в ином	1	3
168	в них	3	3
169	в их	2	3
170	его отношение	1	3
171	для данного	1	3
172	от более	1	3
173	что с	2	3
174	что их	2	3
175	в основе	2	3
176	больше чем	2	3
177	по своей	1	3
178	связи с	5	3
179	не по	7	3
180	до того	2	3
181	этом отношении	2	3
182	представляют собой	2	3
183	в себя	1	3
184	действия и	1	3
185	те же	1	3
186	мог бы	1	3
187	и здесь	4	3
188	до сих	9	3
189	во втором	1	3
190	в его	8	3
191	к установлению	1	3
192	и только	1	3
193	все время	2	3
194	развития но	1	3
195	один из	3	3
196	и его	6	3
197	в нашей	1	3
198	до конца	4	3
199	нуждается в	2	3
200	в первую	1	3
201	относящихся к	1	3
202	а не	4	3
203	же точно	1	3
204	но как	1	3
205	на фоне	1	3
206	как это	5	3
207	требует от	1	3
208	сих пор	9	3
209	в целом	3	3
210	в другой	1	3
211	бы в	4	3
212	отношении к	1	3
213	не знает	3	3
214	это на	1	3
215	первом случае	1	3
216	в своих	2	3
217	как на	1	3
218	в силе	1	2
219	одним из	2	2
220	а из	1	2
221	самом деле	6	2
222	с более	1	2
223	чем более	1	2
224	ребенка она	1	2
225	принадлежит к	1	2
226	для нашей	1	2
227	которые он	1	2
228	он сам	1	2
229	к которой	1	2
230	себе и	1	2
231	что они	2	2
232	мы обязаны	1	2
233	прежде всего	5	2
234	все же	4	2
235	когда он	4	2
236	и наконец	1	2
237	не являются	1	2
238	все эти	1	2
239	если он	2	2
240	над ними	1	2
241	ребенка это	1	2
242	состоит в	2	2
243	к одному	1	2
244	с этой	3	2
245	в другом	2	2
246	с другими	2	2
247	начала что	1	2
248	известно что	1	2
249	всю свою	1	2
250	чем в	3	2
251	несмотря на	4	2
252	остается в	2	2
253	в этих	1	2
254	в своей	5	2
255	в котором	2	2
256	в которых	5	2
257	что я	1	2
258	точку зрения	1	2
259	но он	1	2
260	друг другу	1	2
261	что эта	2	2
262	не менее	5	2
263	она не	2	2
264	на котором	1	2
265	не могло	1	2
266	именно потому	2	2
267	приходит к	1	2
268	и от	1	2
269	он с	1	2
270	как с	1	2
271	не с	2	2
272	что у	1	2
273	к его	1	2
274	том как	3	2
275	для этого	1	2
276	с ним	5	2
277	на вопрос	2	2
278	в раннем	1	2
279	нас в	1	2
280	в новой	1	2
281	дело с	3	2
282	во ii	1	2
283	само собой	4	2
284	если мы	2	2
