N	3gram	Losev_Vesc_1	Istorich
1	и т д	19	18
2	до сих пор	1	6
3	вместе с тем	1	5
4	мы видим что	1	5
5	в том что	4	5
6	так же как	1	4
7	не только в	4	4
8	подобно тому как	4	3
9	с тем что	1	3
10	можно было бы	1	3
11	с одной стороны	3	3
12	что иное как	7	2
13	т д и	5	2
14	и что они	1	2
15	но в свете	1	2
16	не что иное	7	2
17	сих пор мы	1	2
18	и ничего не	1	2
19	руки и ноги	2	2
20	в одном случае	1	2
21	с другой стороны	2	2
22	не может быть	6	2
23	о том что	4	2
24	на то что	2	2
25	не вдаваясь в	1	2
26	о том как	1	1
27	и есть то	2	1
28	она и есть	1	1
29	это так то	1	1
30	то это значит	2	1
31	превращаем их в	1	1
32	имени или слова	1	1
33	т е она	1	1
34	но так как	1	1
35	у нас все	1	1
36	но это только	1	1
37	да и то	1	1
38	и не только	4	1
39	мы можем установить	1	1
40	но если это	2	1
41	что мы имеем	1	1
42	в зависимости от	1	1
43	сам по себе	3	1
44	перед нами как	1	1
45	оно и есть	1	1
46	со всем что	1	1
47	и здесь мы	1	1
48	не то что	1	1
49	т е в	7	1
50	как бы его	1	1
51	в отдельности и	2	1
52	и то же	4	1
53	тем не менее	3	1
54	нужно было бы	1	1
55	если это так	1	1
56	так или иначе	4	1
57	т д все	1	1
58	в себе в	2	1
59	т д то	1	1
60	потому что они	3	1
61	и кроме того	1	1
62	есть не что	5	1
63	по себе а	1	1
64	мы не можем	1	1
65	он находится в	1	1
66	это и есть	1	1
67	что у него	1	1
68	это значит что	19	1
69	не только не	2	1
70	не просто как	1	1
71	с этой стороны	1	1
72	один из видов	1	1
73	друг с другом	1	1
74	на этой стадии	1	1
75	мы видели что	1	1
